passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"Windows 8 was released to a mixed critical reception. Although reaction towards its performance improvements, security enhancements, and improved support for touchscreen devices was positive, the new user interface of the operating system was widely criticized for being potentially confusing and difficult to learn (especially when used with a keyboard and mouse instead of a touchscreen). Despite these shortcomings, 60 million Windows 8 licenses have been sold through January 2013, a number which included both upgrades and sales to OEMs for new PCs.",48,What OS was released to a mixed critical reception?,January 2013,Windows 8,60 million,—,2,"Windows 8 ኔሩ ተለቒቑ ናብ ሓደ mixed ወሳኒ .መቐበሊ ጋሻ ዋላ እኳ መልሲ ምሃብ ናብ ገፅ ናቱ ብቅዓት ,improvements ድሕንነት ,enhancements እና improved ሓገዝ ን touchscreen devices ኔሩ ,ኣወንታዊ እቲ ሓድሽ user interface ካብ እቲ operating ስርዓት ኔሩ widely criticized ን ፍጥረት potentially confusing እና ከቢድ ናብ ተመሃር (ብፍላይ መዓዝ ዘገልገለ ምስ ሓደ keyboard እና ኣንጭዋ ከክንዲ ካብ ሓደ ).touchscreen ብዘየገድስ እዚ ,shortcomings 60 ሚልዮን Windows 8 licenses ኣለኒ ዝነበረ ሽዩጥ ብውሽጢ ጥሪ ,2013 ሓደ ቑጽሪ አየናይ included ክልቲኡ upgrades እና sales ናብ OEMs ን ሓድሽ .PCs",እንታይ OS ኔሩ ተለቒቑ ናብ ሓደ mixed ወሳኒ ?መቐበሊ ጋሻ,ጥሪ 2013,Windows 8,60 ሚልዮን,—
"Originating as a popular form of entertainment in 19th-century Europe and later as a sideshow exhibition in North American traveling carnivals and vaudeville halls, professional wrestling grew into a standalone genre of entertainment with many diverse variations in cultures around the globe, and is now considered a multimillion-dollar entertainment industry. While it has greatly declined in Europe, in North America it has experienced several different periods of prominent cultural popularity during its century and a half of existence. The advent of television gave professional wrestling a new outlet, and wrestling (along with boxing) was instrumental in making pay-per-view a viable method of content delivery.",49,What is the value of professional wrestling?,multimillion-dollar,its century and a half,North America,19th-century,1,"Originating ከም ሓደ ህቡብ ፎርም ካብ ምዝንጋዕ አብ ውሽጢ -19th-century Europe እና ዳሕራይ ከም ሓደ sideshow ምርኢት አብ ውሽጢ ሰሜን American traveling carnivals እና vaudeville ,halls በዓል ልምዲ wrestling grew ናብ ውሽጢ ሓደ standalone ወግዒ ካብ ምዝንጋዕ ምስ ቡዙሕ ዝተፈላለየ variations አብ ውሽጢ cultures አብ ከባቢ እቲ ,globe እና እዩ ሕዚ ገምገመ ሓደ -multimillion-dollar ምዝንጋዕ .ኢንዱስትሪ እስካብ እቲ ነገር ኣለዎ greatly declined አብ ውሽጢ ,Europe አብ ውሽጢ ሰሜን America እቲ ነገር ኣለዎ experienced ቡዙሓት ፍሉይ periods ካብ ጠቃሚ cultural popularity አብ እዋን ናቱ ዘመን እና ሓደ ፍርቂ ካብ .ህላወ እቲ advent ካብ television ሂቡ በዓል ልምዲ wrestling ሓደ ሓድሽ ,መውጽኢ እና wrestling (ማዕረ ኣንፈት ምስ )boxing ኔሩ instrumental አብ ውሽጢ making --pay-per-view ሓደ viable ሜላ ካብ ትሕዝቶ .ምብፃሕ",እንታይ እዩ እቲ ዋጋ ካብ በዓል ልምዲ ?wrestling,-multimillion-dollar,ናቱ ዘመን እና ሓደ ፍርቂ,ሰሜን America,-19th-century
"The city was founded in 734 BC by the Phoenicians as Ziz ('flower'). Palermo then became a possession of Carthage, before becoming part of the Roman Republic, the Roman Empire and eventually part of the Byzantine Empire, for over a thousand years. The Greeks named the city Panormus meaning 'complete port'. From 831 to 1072 the city was under Arab rule during the Emirate of Sicily when the city first became a capital. The Arabs shifted the Greek name into Balarm, the root for Palermo's present-day name. Following the Norman reconquest, Palermo became the capital of a new kingdom (from 1130 to 1816), the Kingdom of Sicily and the capital of the Holy Roman Empire under Frederick II Holy Roman Emperor and Conrad IV of Germany, King of the Romans. Eventually Sicily would be united with the Kingdom of Naples to form the Kingdom of the Two Sicilies until the Italian unification of 1860.",50,What was the name of the city which Palermo was founded as in 734 BC?,a thousand years,Phoenicians,Ziz,Two,3,"እቲ ከተማ ኔሩ founded አብ ውሽጢ 734 BC ብ እቲ Phoenicians ከም Ziz ('').ዕንበባ Palermo ሽዑ ኮይኑ ሓደ ስራሕ ካብ ,Carthage ቅድሚ becoming ክፋል ካብ እቲ Roman ,Republic እቲ Roman Empire እና ብኽይዲ ክፋል ካብ እቲ Byzantine ,Empire ን ልዕሊ ሓደ ሽሕ .ዓመታት እቲ Greeks named እቲ ከተማ Panormus ትርጉም 'ውዱእ '.ወደብ ካብ 831 ናብ 1072 እቲ ከተማ ኔሩ ትሕቲ Arab ስርዓት አብ እዋን እቲ Emirate ካብ Sicily መዓዝ እቲ ከተማ መጀመርታ ኮይኑ ሓደ .ሃብቲ እቲ Arabs shifted እቲ Greek ሽም ናብ ውሽጢ ,Balarm እቲ ሱር ን 'Palermo's -present-day .ሽም ምኽታል እቲ Norman ,reconquest Palermo ኮይኑ እቲ ሃብቲ ካብ ሓደ ሓድሽ kingdom (ካብ 1130 ናብ ),1816 እቲ Kingdom ካብ Sicily እና እቲ ሃብቲ ካብ እቲ Holy Roman Empire ትሕቲ Frederick II Holy Roman Emperor እና Conrad IV ካብ ,Germany ንጉስ ካብ እቲ .Romans ብኽይዲ Sicily ይኸውን ኩን united ምስ እቲ Kingdom ካብ Naples ናብ ፎርም እቲ Kingdom ካብ እቲ ክልተ Sicilies ክሳብ እቲ Italian unification ካብ .1860",እንታይ ኔሩ እቲ ሽም ካብ እቲ ከተማ አየናይ Palermo ኔሩ founded ከም አብ ውሽጢ 734 ?BC,ሓደ ሽሕ ዓመታት,Phoenicians,Ziz,ክልተ
"The first BeiDou system, officially called the BeiDou Satellite Navigation Experimental System (simplified Chinese: 北斗卫星导航试验系统; traditional Chinese: 北斗衛星導航試驗系統; pinyin: Běidǒu wèixīng dǎoháng shìyàn xìtǒng) and also known as BeiDou-1, consists of three satellites and offers limited coverage and applications. It has been offering navigation services, mainly for customers in China and neighboring regions, since 2000.",51,What is the first BeiDou system?,three,BeiDou Satellite Navigation Experimental System,2000,first,2,"እቲ መጀመርታ BeiDou ,ስርዓት officially ዝተፀወዐ እቲ BeiDou Satellite Navigation Experimental ስርዓት (simplified :Chinese ;北斗卫星导航试验系统 ባህላዊ :Chinese ;北斗衛星導航試驗系統 :pinyin Běidǒu wèixīng dǎoháng shìyàn )xìtǒng እና እውን ፍሉጥ ከም -,BeiDou-1 consists ካብ ሰለስተ satellites እና offers limited coverage እና .applications እቲ ነገር ኣለዎ ዝነበረ offering navigation ,services mainly ን customers አብ ውሽጢ China እና neighboring ,regions ካብ .2000",እንታይ እዩ እቲ መጀመርታ BeiDou ?ስርዓት,ሰለስተ,BeiDou Satellite Navigation Experimental ስርዓት,2000,መጀመርታ
"Josip Broz Tito (Cyrillic: Јосип Броз Тито, pronounced [jǒsip brôːz tîto]; born Josip Broz; 7 May 1892[nb 1] – 4 May 1980) was a Yugoslav revolutionary and statesman, serving in various roles from 1943 until his death in 1980. During World War II he was the leader of the Partisans, often regarded as the most effective resistance movement in occupied Europe. While his presidency has been criticized as authoritarian, and concerns about the repression of political opponents have been raised, Tito was ""seen by most as a benevolent dictator"" due to his economic and diplomatic policies. He was a popular public figure both in Yugoslavia and abroad. Viewed as a unifying symbol, his internal policies maintained the peaceful coexistence of the nations of the Yugoslav federation. He gained further international attention as the chief leader of the Non-Aligned Movement, working with Jawaharlal Nehru of India, Gamal Abdel Nasser of Egypt and Sukarno of Indonesia.",52,When did Josip Broz Tito die?,Partisans,the Non-Aligned Movement,Jawaharlal Nehru,1980,4,"Josip Broz Tito (:Cyrillic Јосип Броз ,Тито pronounced [jǒsip brôːz ];tîto ተወሊዱ Josip ;Broz 7 ተዝኸዉን [1892[nb ]1 – 4 ተዝኸዉን )1980 ኔሩ ሓደ Yugoslav revolutionary እና ,statesman serving አብ ውሽጢ ዝተፈላለዩ roles ካብ 1943 ክሳብ ናቱ ሞት አብ ውሽጢ .1980 አብ እዋን ዓለም ውግእ II ንሱ ኔሩ እቲ መራሒ ካብ እቲ ,Partisans ኩል ግዘ regarded ከም እቲ ብጥዕሚ ውፅኢታዊ ተቓውሞ ምንቅስቓስ አብ ውሽጢ ብስራሕ ትሑዝ .Europe እስካብ ናቱ presidency ኣለዎ ዝነበረ criticized ከም ,authoritarian እና concerns ብዝዕባ እቲ repression ካብ political opponents ኣለኒ ዝነበረ ,ተሰአ Tito ኔሩ ""ተራእዩ ብ ብጥዕሚ ከም ሓደ benevolent ""dictator መወዳእታ ናብ ናቱ ቁጠባዊ እና diplomatic .policies ንሱ ኔሩ ሓደ ህቡብ ህዝባዊ ስእሊ ክልቲኡ አብ ውሽጢ Yugoslavia እና .ካብ ዓዲ ወፃእ Viewed ከም ሓደ unifying ,ምልክት ናቱ ውሽጣዊ policies maintained እቲ ሰለማዊ coexistence ካብ እቲ nations ካብ እቲ Yugoslav .federation ንሱ gained ርሑቅ ዓለም ለኻዊ ቀልቢ ከም እቲ ሓለቓ መራሒ ካብ እቲ -Non-Aligned ,ምንቅስቓስ ምስራሕ ምስ Jawaharlal Nehru ካብ ,ህንዲ Gamal Abdel Nasser ካብ Egypt እና Sukarno ካብ .Indonesia",መዓዝ ግቡር Josip Broz Tito ?ምሟት,Partisans,እቲ -Non-Aligned ምንቅስቓስ,Jawaharlal Nehru,1980
"The Spanish language is the second most spoken language in the United States. There are 45 million Hispanophones who speak Spanish as a first or second language in the United States, as well as six million Spanish language students. Together, this makes the United States of America the second largest Hispanophone country in the world after Mexico, and with the United States having more Spanish-speakers than Colombia and Spain (but fewer first language speakers). Spanish is the Romance language and the Indo-European language with the largest number of native speakers in the world. Roughly half of all American Spanish-speakers also speak English ""very well,"" based on their self-assessment in the U.S. Census.",53,What is the second most spoken language in the US?,Spanish,Roughly half,45 million,first,1,"እቲ ስጳኛ ቋንቋ እዩ እቲ ካልኣይ ብጥዕሚ spoken ቋንቋ አብ ውሽጢ እቲ United .States ኣብቲ እዮም 45 ሚልዮን Hispanophones መን ተዛረብ ስጳኛ ከም ሓደ መጀመርታ ወይ ካልኣይ ቋንቋ አብ ውሽጢ እቲ United ,States ከም ደሓን ከም ሽዱሽተ ሚልዮን ስጳኛ ቋንቋ .students ,ብሓባር እዚ makes እቲ United States ካብ America እቲ ካልኣይ largest Hispanophone ሃገር አብ ውሽጢ እቲ ዓለም ድሕሪ ,Mexico እና ምስ እቲ United States ምህላው ቡዙሕ -Spanish-speakers ካብ Colombia እና Spain (ግን ዝወሓደ መጀመርታ ቋንቋ ).speakers ስጳኛ እዩ እቲ Romance ቋንቋ እና እቲ -Indo-European ቋንቋ ምስ እቲ largest ቑጽሪ ካብ መበቆል speakers አብ ውሽጢ እቲ .ዓለም ዳርጋ ፍርቂ ካብ ኩሎም American -Spanish-speakers እውን ተዛረብ ኢንግሊሽ ""ብጣዕሚ ,""ደሓን መሰረት ዝገበረ አብ ልዕሊ ናቶም -self-assessment አብ ውሽጢ እቲ ..U.S .Census",እንታይ እዩ እቲ ካልኣይ ብጥዕሚ spoken ቋንቋ አብ ውሽጢ እቲ ?ንሕና,ስጳኛ,ዳርጋ ፍርቂ,45 ሚልዮን,መጀመርታ
"Although England's first away kits were blue, England's traditional away colours are red shirts, white shorts and red socks. In 1996, England's away kit was changed to grey shirts, shorts and socks. This kit was only worn three times, including against Germany in the semi-final of Euro 96 but the deviation from the traditional red was unpopular with supporters and the England away kit remained red until 2011, when a navy blue away kit was introduced. The away kit is also sometimes worn during home matches, when a new edition has been released to promote it.",54,How many times did England's away kits change from red to red in 1996?,three,2011,England,Euro 96,1,"ዋላ እኳ 'England's መጀመርታ ንየ kits ኔሮም ,ሰማያዊ 'England's ባህላዊ ንየ colours እዮም ቀይሕ ,shirts ፃዕዳ shorts እና ቀይሕ .ካልስታት አብ ውሽጢ ,1996 'England's ንየ kit ኔሩ changed ናብ ሓሙዂሽቲ ሕብሪ ,shirts shorts እና .ካልስታት እዚ kit ኔሩ ጥራሕ ዝተኸደነ ሰለስተ ,times ይሓውስ ተቃራኒ Germany አብ ውሽጢ እቲ -semi-final ካብ Euro 96 ግን እቲ deviation ካብ እቲ ባህላዊ ቀይሕ ኔሩ unpopular ምስ supporters እና እቲ England ንየ kit remained ቀይሕ ክሳብ ,2011 መዓዝ ሓደ navy ሰማያዊ ንየ kit ኔሩ .introduced እቲ ንየ kit እዩ እውን ሓደ ሓደ ግዘ ዝተኸደነ አብ እዋን ገዛ ,matches መዓዝ ሓደ ሓድሽ edition ኣለዎ ዝነበረ ተለቒቑ ናብ ኣፋልጥ .እቲ ነገር",ከመይ ቡዙሕ times ግቡር 'England's ንየ kits ለውጢ ካብ ቀይሕ ናብ ቀይሕ አብ ውሽጢ ?1996,ሰለስተ,2011,England,Euro 96
"Brigham Young University (often referred to as BYU or, colloquially, The Y) is a private research university located in Provo, Utah, United States. It is owned and operated by The Church of Jesus Christ of Latter-day Saints (LDS Church), and, excluding online students, is the largest of any religious university and the third largest private university in the United States, with 29,672 on-campus students. Approximately 99 percent of the students are members of the LDS Church, and one-third of its US students are from Utah.",55,How many students attend BYU on campus?,"29,672",US,the United States,third,1,"Brigham ንእሽተይ ዩኒቨርሲቲ (ኩል ግዘ referred ናብ ከም BYU ,ወይ ,colloquially እቲ )Y እዩ ሓደ ብሕታዊ ፅንዓት ዩኒቨርሲቲ located አብ ውሽጢ ,Provo ,Utah United .States እቲ ነገር እዩ owned እና operated ብ እቲ ቤተ ክርስትያን ካብ Jesus Christ ካብ -Latter-day Saints (LDS ),ቤተ ክርስትያን ,እና excluding ኦንላይን ,students እዩ እቲ largest ካብ ዝኾነ ሃይማኖታዊ ዩኒቨርሲቲ እና እቲ ሳልሳይ largest ብሕታዊ ዩኒቨርሲቲ አብ ውሽጢ እቲ United ,States ምስ ,29,672 -on-campus .students ብፅግግዕ 99 percent ካብ እቲ students እዮም members ካብ እቲ LDS ,ቤተ ክርስትያን እና -one-third ካብ ናቱ ንሕና students እዮም ካብ .Utah",ከመይ ቡዙሕ students ተዓደም BYU አብ ልዕሊ ?campus,",29,672",ንሕና,እቲ United States,ሳልሳይ
"The Arena Football League (AFL) is the highest level of professional indoor American football in the United States. It was founded in 1987 by Jim Foster, making it the third longest-running professional football league in North America, after the Canadian Football League and the National Football League. It is played indoors on a 68-yard field (about half the distance of an NFL field), resulting in a faster-paced and higher-scoring game. The sport was invented in the early 1980s and patented by Foster, a former executive of the United States Football League and the National Football League.",56,Where is the Arena Football League ranked in North America?,about half,third,the United States,Jim Foster,2,"እቲ Arena እግሪ ኩዕሶ League ()AFL እዩ እቲ highest ብርኪ ካብ በዓል ልምዲ indoor American እግሪ ኩዕሶ አብ ውሽጢ እቲ United .States እቲ ነገር ኔሩ founded አብ ውሽጢ 1987 ብ Jim ,መዕበዪ making እቲ ነገር እቲ ሳልሳይ -longest-running በዓል ልምዲ እግሪ ኩዕሶ league አብ ውሽጢ ሰሜን ,America ድሕሪ እቲ Canadian እግሪ ኩዕሶ League እና እቲ ሃገራዊ እግሪ ኩዕሶ .League እቲ ነገር እዩ played indoors አብ ልዕሊ ሓደ -68-yard ሜዳ (ብዝዕባ ፍርቂ እቲ ርሕቐት ካብ ሓደ NFL ),ሜዳ resulting አብ ውሽጢ ሓደ -faster-paced እና -higher-scoring .ጸወታ እቲ sport ኔሩ invented አብ ውሽጢ እቲ ብግዘ 1980s እና patented ብ ,መዕበዪ ሓደ ናይ ቀደም ኣካያዲ ስራሕ ካብ እቲ United States እግሪ ኩዕሶ League እና እቲ ሃገራዊ እግሪ ኩዕሶ .League",አበይ እዩ እቲ Arena እግሪ ኩዕሶ League ranked አብ ውሽጢ ሰሜን ?America,ብዝዕባ ፍርቂ,ሳልሳይ,እቲ United States,Jim መዕበዪ
"The Lacey Act of 1900 was the first federal law that regulated commercial animal markets. It prohibited interstate commerce of animals killed in violation of state game laws, and covered all fish and wildlife and their parts or products, as well as plants. Other legislation followed, including the Migratory Bird Conservation Act of 1929, a 1937 treaty prohibiting the hunting of right and gray whales, and the Bald Eagle Protection Act of 1940. These later laws had a low cost to society–the species were relatively rare–and little opposition was raised.",57,What was the first law to regulate commercial animal markets?,The Lacey Act,1940,1937,gray whales,1,"እቲ Lacey ፍፃመ ካብ 1900 ኔሩ እቲ መጀመርታ federal ሕጊ እቲ regulated ንግዳዊ እንስሳ .markets እቲ ነገር prohibited interstate commerce ካብ animals killed አብ ውሽጢ violation ካብ ግዝኣት ጸወታ ,laws እና covered ኩሎም ዓሳ እና wildlife እና ናቶም parts ወይ ,products ከም ደሓን ከም .ተኽልታት ካልእ legislation ,followed ይሓውስ እቲ Migratory ዒፍ ዕቀባ ፍፃመ ካብ ,1929 ሓደ 1937 treaty prohibiting እቲ hunting ካብ ትኽክል እና ግራጫ ,whales እና እቲ Bald ኣሞራ Protection ፍፃመ ካብ .1940 እዚ ዳሕራይ laws ዝነበረ ሓደ ውሑድ ዋጋ ናብ society–the ዓሌታት ኔሮም relatively rare–and ንእሽተይ opposition ኔሩ .ተሰአ",እንታይ ኔሩ እቲ መጀመርታ ሕጊ ናብ regulate ንግዳዊ እንስሳ ?markets,እቲ Lacey ፍፃመ,1940,1937,ግራጫ whales
"The first visible institution to run into trouble in the United States was the Southern California–based IndyMac, a spin-off of Countrywide Financial. Before its failure, IndyMac Bank was the largest savings and loan association in the Los Angeles market and the seventh largest mortgage originator in the United States. The failure of IndyMac Bank on July 11, 2008, was the fourth largest bank failure in United States history up until the crisis precipitated even larger failures, and the second largest failure of a regulated thrift. IndyMac Bank's parent corporation was IndyMac Bancorp until the FDIC seized IndyMac Bank. IndyMac Bancorp filed for Chapter 7 bankruptcy in July 2008.",58,What rank did IndyMac Bank hold in regards to the number of mortgage originators in the US?,Countrywide Financial,IndyMac,IndyMac Bank's,seventh,4,"እቲ መጀመርታ visible institution ናብ ጉየ ናብ ውሽጢ ፀገም አብ ውሽጢ እቲ United States ኔሩ እቲ Southern California–based ,IndyMac ሓደ -spin-off ካብ Countrywide .ፋይናንሳዊ ቅድሚ ናቱ ,ውድቀት IndyMac ባንኪ ኔሩ እቲ largest savings እና ልቃሕ ማሕበር አብ ውሽጢ እቲ Los Angeles ዕዳጋ እና እቲ seventh largest ዕዳ originator አብ ውሽጢ እቲ United .States እቲ ውድቀት ካብ IndyMac ባንኪ አብ ልዕሊ ሓምለ ,11 ,2008 ኔሩ እቲ fourth largest ባንኪ ውድቀት አብ ውሽጢ United States ታሪኽ ሓፍ ክሳብ እቲ ቅልውላው precipitated ሙሉእ larger ,failures እና እቲ ካልኣይ largest ውድቀት ካብ ሓደ regulated .thrift IndyMac 'Bank's parent corporation ኔሩ IndyMac Bancorp ክሳብ እቲ FDIC seized IndyMac .ባንኪ IndyMac Bancorp filed ን Chapter 7 bankruptcy አብ ውሽጢ ሓምለ .2008",እንታይ rank ግቡር IndyMac ባንኪ ሓዝ አብ ውሽጢ ኣኽብሮት ናብ እቲ ቑጽሪ ካብ ዕዳ originators አብ ውሽጢ እቲ ?ንሕና,Countrywide ፋይናንሳዊ,IndyMac,IndyMac 'Bank's,seventh
"The European Central Bank (ECB) is the central bank for the euro and administers monetary policy of the Eurozone, which consists of 19 EU member states and is one of the largest currency areas in the world. It is one of the world's most important central banks and is one of the seven institutions of the European Union (EU) listed in the Treaty on European Union (TEU). The capital stock of the bank is owned by the central banks of all 28 EU member states.[dated info] The Treaty of Amsterdam established the bank in 1998, and it is headquartered in Frankfurt, Germany. As of 2015[update] the President of the ECB is Mario Draghi, former governor of the Bank of Italy, former member of the World Bank, and former managing director of the Goldman Sachs international division (2002–2005). The bank primarily occupied the Eurotower prior to, and during, the construction of the new headquarters.",59,What is the central bank for the euro called?,2015[update,The European Central Bank,19,28,2,"እቲ European Central ባንኪ ()ECB እዩ እቲ central ባንኪ ን እቲ euro እና administers monetary ፖሊሲ ካብ እቲ ,Eurozone አየናይ consists ካብ 19 EU member states እና እዩ ሓደ ካብ እቲ largest ገንዘብ areas አብ ውሽጢ እቲ .ዓለም እቲ ነገር እዩ ሓደ ካብ እቲ 'world's ብጥዕሚ ጠቃሚ central banks እና እዩ ሓደ ካብ እቲ ሸውዓተ institutions ካብ እቲ European Union ()EU listed አብ ውሽጢ እቲ Treaty አብ ልዕሊ European Union ().TEU እቲ ሃብቲ ኽዙን ካብ እቲ ባንኪ እዩ owned ብ እቲ central banks ካብ ኩሎም 28 EU member .[states.[dated ]info እቲ Treaty ካብ Amsterdam ዝተመስረተ እቲ ባንኪ አብ ውሽጢ ,1998 እና እቲ ነገር እዩ headquartered አብ ውሽጢ ,Frankfurt .Germany ከም ካብ []2015[update እቲ ፕረዝደንት ካብ እቲ ECB እዩ Mario ,Draghi ናይ ቀደም governor ካብ እቲ ባንኪ ካብ ,Italy ናይ ቀደም member ካብ እቲ ዓለም ,ባንኪ እና ናይ ቀደም managing ዳይሬክተር ካብ እቲ Goldman Sachs ዓለም ለኻዊ division ().2002–2005 እቲ ባንኪ primarily ብስራሕ ትሑዝ እቲ Eurotower ቅድሚያ ,ናብ እና ,አብ እዋን እቲ ናይ ህንፃ ስራሕ ካብ እቲ ሓድሽ .headquarters",እንታይ እዩ እቲ central ባንኪ ን እቲ euro ?ዝተፀወዐ,[2015[update,እቲ European Central ባንኪ,19,28
"The Wayback Machine is a digital archive of the World Wide Web and other information on the Internet created by the Internet Archive, a nonprofit organization, based in San Francisco, California, United States. It was set up by Brewster Kahle and Bruce Gilliat, and is maintained with content from Alexa Internet. The service enables users to see archived versions of web pages across time, which the archive calls a ""three dimensional index.""",60,What is the name of the website that was created by the internet archive?,Kahle,The Wayback Machine,United States,California,2,"እቲ Wayback ማሽን እዩ ሓደ digital መዝገበ ካብ እቲ ዓለም ሰፊሕ Web እና ካልእ ሓበሬታ አብ ልዕሊ እቲ Internet created ብ እቲ Internet ,መዝገበ ሓደ nonprofit ,ውድብ መሰረት ዝገበረ አብ ውሽጢ San ,Francisco ,California United .States እቲ ነገር ኔሩ ፅምዲ ሓፍ ብ Brewster Kahle እና Bruce ,Gilliat እና እዩ maintained ምስ ትሕዝቶ ካብ Alexa .Internet እቲ ግልጋሎት enables users ናብ ረአ archived versions ካብ web pages ሰገር ,ግዜ አየናይ እቲ መዝገበ calls ሓደ ""ሰለስተ dimensional .""index",እንታይ እዩ እቲ ሽም ካብ እቲ website እቲ ኔሩ created ብ እቲ internet ?መዝገበ,Kahle,እቲ Wayback ማሽን,United States,California
"The area's many universities and colleges make Philadelphia a top international study destination, as the city has evolved into an educational and economic hub. With a gross domestic product of $388 billion, Philadelphia ranks ninth among world cities and fourth in the nation. Philadelphia is the center of economic activity in Pennsylvania and is home to seven Fortune 1000 companies. The Philadelphia skyline is growing, with several nationally prominent skyscrapers. The city is known for its arts, culture, and history, attracting over 39 million domestic tourists in 2013. Philadelphia has more outdoor sculptures and murals than any other American city, and Fairmount Park is the largest landscaped urban park in the world. The 67 National Historic Landmarks in the city helped account for the $10 billion generated by tourism. Philadelphia is the birthplace of the United States Marine Corps, and is also the home of many U.S. firsts, including the first library (1731), first hospital (1751) and medical school (1765), first Capitol (1777), first stock exchange (1790), first zoo (1874), and first business school (1881). Philadelphia is the only World Heritage City in the United States.",61,How much was the gross domestic product of Philadelphia?,67,$388 billion,Pennsylvania,1777,2,"እቲ 'area's ቡዙሕ universities እና colleges ስራሕ Philadelphia ሓደ ላዕለዋይ ዓለም ለኻዊ መፅናዕቲ ,መብፅሒ ከም እቲ ከተማ ኣለዎ evolved ናብ ውሽጢ ሓደ educational እና ቁጠባዊ .ሕምብርቲ ምስ ሓደ ስዲ ዘቤት ፍርያት ካብ $388 ,billion Philadelphia ranks ninth ካብዞም ዓለም cities እና fourth አብ ውሽጢ እቲ .nation Philadelphia እዩ እቲ ማእኸል ካብ ቁጠባዊ ንጥፈት አብ ውሽጢ Pennsylvania እና እዩ ገዛ ናብ ሸውዓተ ሃፍቲ 1000 .companies እቲ Philadelphia skyline እዩ ,growing ምስ ቡዙሓት nationally ጠቃሚ .skyscrapers እቲ ከተማ እዩ ፍሉጥ ን ናቱ ,arts ,ባህሊ እና ,ታሪኽ attracting ልዕሊ 39 ሚልዮን ዘቤት tourists አብ ውሽጢ .2013 Philadelphia ኣለዎ ቡዙሕ outdoor sculptures እና murals ካብ ዝኾነ ካልእ American ,ከተማ እና Fairmount መናፈሻ እዩ እቲ largest landscaped ከተማ መናፈሻ አብ ውሽጢ እቲ .ዓለም እቲ 67 ሃገራዊ Historic Landmarks አብ ውሽጢ እቲ ከተማ helped ኣካውንት ን እቲ $10 billion generated ብ .tourism Philadelphia እዩ እቲ birthplace ካብ እቲ United States Marine ,Corps እና እዩ እውን እቲ ገዛ ካብ ቡዙሕ ..U.S ,firsts ይሓውስ እቲ መጀመርታ ቤተ ንባበ (),1731 መጀመርታ ሆስፒታል ()1751 እና ሕክምና ቤት ትምህርቲ (),1765 መጀመርታ Capitol (),1777 መጀመርታ ኽዙን ልውውጥ (),1790 መጀመርታ zoo (),1874 እና መጀመርታ ስራሕቲ ንግዲ ቤት ትምህርቲ ().1881 Philadelphia እዩ እቲ ጥራሕ ዓለም ቅርሲ ከተማ አብ ውሽጢ እቲ United .States",ከመይ ብዙሕ ኔሩ እቲ ስዲ ዘቤት ፍርያት ካብ ?Philadelphia,67,$388 billion,Pennsylvania,1777
"The U.S. Air Force is a military service organized within the Department of the Air Force, one of the three military departments of the Department of Defense. The Air Force is headed by the civilian Secretary of the Air Force, who reports to the Secretary of Defense, and is appointed by the President with Senate confirmation. The highest-ranking military officer in the Department of the Air Force is the Chief of Staff of the Air Force, who exercises supervision over Air Force units, and serves as a member of the Joint Chiefs of Staff. Air Force combat and mobility forces are assigned, as directed by the Secretary of Defense, to the Combatant Commanders, and neither the Secretary of the Air Force nor the Chief of Staff have operational command authority over them.",62,What military service is organized within the Department of the Air Force?,Defense,The U.S. Air Force,one,three,2,"እቲ ..U.S ኣየር ሓይሊ እዩ ሓደ ወተሃደራዊ ኣገልግሎት ግልጋሎት organized አብ ውሽጢ እቲ ክፍሊ ካብ እቲ ኣየር ,ሓይሊ ሓደ ካብ እቲ ሰለስተ ወተሃደራዊ ኣገልግሎት departments ካብ እቲ ክፍሊ ካብ .Defense እቲ ኣየር ሓይሊ እዩ headed ብ እቲ civilian Secretary ካብ እቲ ኣየር ,ሓይሊ መን reports ናብ እቲ Secretary ካብ ,Defense እና እዩ appointed ብ እቲ ፕረዝደንት ምስ Senate .confirmation እቲ -highest-ranking ወተሃደራዊ ኣገልግሎት officer አብ ውሽጢ እቲ ክፍሊ ካብ እቲ ኣየር ሓይሊ እዩ እቲ ሓለቓ ካብ ሰራሕተኛታት ካብ እቲ ኣየር ,ሓይሊ መን exercises supervision ልዕሊ ኣየር ሓይሊ ,units እና serves ከም ሓደ member ካብ እቲ መጋጥም Chiefs ካብ .ሰራሕተኛታት ኣየር ሓይሊ combat እና mobility forces እዮም ,assigned ከም directed ብ እቲ Secretary ካብ ,Defense ናብ እቲ Combatant ,Commanders እና ዋላ እቲ Secretary ካብ እቲ ኣየር ሓይሊ እውን ኣይኮነን እቲ ሓለቓ ካብ ሰራሕተኛታት ኣለኒ operational ትእዛዝ ምምሕዳር ልዕሊ .ንሶም",እንታይ ወተሃደራዊ ኣገልግሎት ግልጋሎት እዩ organized አብ ውሽጢ እቲ ክፍሊ ካብ እቲ ኣየር ?ሓይሊ,Defense,እቲ ..U.S ኣየር ሓይሊ,ሓደ,ሰለስተ
