passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"In January 1956, the new Constitution of Egypt was drafted, entailing the establishment of a single-party system under the National Union (NU), a movement Nasser described as the ""cadre through which we will realize our revolution"". The NU was a reconfiguration of the Liberation Rally, which Nasser determined had failed in generating mass public participation. In the new movement, Nasser attempted to incorporate more citizens, approved by local-level party committees, in order to solidify popular backing for his government. The NU would select a nominee for the presidential election whose name would be provided for public approval.",70,What was the name of the mismatched answer choices?,Egypt,NU,the Liberation Rally,Nasser,3,"ኣብ ጥሪ 1956፡ እቲ ሓድሽ ቅዋም ግብጺ፡ ኣብ ትሕቲ ሃገራዊ ሕብረት (NU)፡ ሓደ ሰልፊ ስርዓት ምምስራት (NU)፡ ናስር ""ሰውራና ክንግንዘበሉ ኢና ዝብል ጕድጓድ"" ኢሉ ዝገለጾ ምንቅስቓስ፡ ምቛም ዘጠቓልል እዩ። እቲ NU ዳግማይ ምውቃር ናይቲ ናስር ጅምላዊ ተሳትፎ ህዝቢ ኣብ ምፍጣር ከም ዝፈሸለ ዝወሰነ ናይ ሓርነት ሰልፊ እዩ ነይሩ። ኣብቲ ሓድሽ ምንቅስቓስ፡ ናስር ንመንግስቱ ህዝባዊ ደገፍ ንምልዋጥ፡ ዝያዳ ዜጋታት ከካትት ፈቲኑ፡ ብኮሚተታት ብደረጃ ከባቢ ዝጸደቐ እዩ። እቲ NU ንፕረዚደንታዊ ምርጫ ዝኸውን ሕጹይ ምመረጸ ስሙ ንህዝባዊ ምጽዳቕ ዝቐረበሉ እዩ።",ስም ናይቲ ዘይተመጣጠነ ምርጫታት እንታይ እዩ ነይሩ?,ግብጺ,ዘይኮነ,እቲ ናይ ሓርነት ሰልፊ,ናስር
"Three milestone releases of Windows 8 leaked to the general public. Milestone 1, Build 7850, was leaked on April 12, 2011. It was the first build where the text of a window was written centered instead of aligned to the left. It was also probably the first appearance of the Metro-style font, and its wallpaper had the text shhh... let's not leak our hard work. However, its detailed build number reveals that the build was created on September 22, 2010. The leaked copy edition was Enterprise edition. The OS still reads as ""Windows 7"". Milestone 2, Build 7955, was leaked on April 25, 2011. The traditional Blue Screen of Death (BSoD) was replaced by a new Black screen, although this was later scrapped. This build introduced a new ribbon in Windows Explorer. Build 7959, with minor changes but the first 64-bit version, was leaked on May 1, 2011. The ""Windows 7"" logo was temporarily replaced with text displaying ""Microsoft Confidential"". On June 17, 2011, build 7989 64-bit edition was leaked. It introduced a new boot screen featuring the same fish as the default Windows 7 Beta wallpaper, which was later scrapped, and the circling dots as featured in the final (although the final version comes with smaller circling dots throbber). It also had the text Welcome below them, although this was also scrapped.",71,What was the first milestone release of Windows 8 to be leaked?,"June 17, 2011","April 12, 2011","Milestone 1, Build 7850","April 25, 2011",3,"ሰለስተ ምዕራፋት ዝዝርግሓ ዊንዶውስ 8 ናብ ሓፈሻዊ ህዝቢ ፈሲሱ። ምዕራፍ 1፡ ህንጻ 7850፡ ብ12 ሚያዝያ 2011 ተፈሲሱ።ኣብ ክንዲ ናብ ጸጋም ዝተሰለፈ ጽሑፍ ናይ ሓደ መስኮት ማእከል ዝገበረሉ ናይ መጀመርታ ህንጻ ነበረ። ምናልባት ውን ምናልባት ናይ መጀመርታ መልክዕ ናይቲ ናይ ሜትሮ-ቅዲ ቅርጺ ነበረ፣ ልጣፍኡ ድማ ነቲ ጽሑፍ ሽህ ነይርዎ... ጻዕርና ኣይንፈስስ። ይኹን እምበር ዝርዝር ቁፅሩ እቲ ህንፀት ብ22 መስከረም 2010 ዓ.ም ዝተፈጠረ ከምዝነበረ ይገልፅ።እቲ ዝፈሰሰ ቅዳሕ ሕታም ኢንተርፕራይዝ ኤዲሽን እዩ ነይሩ። እቲ OS ክሳብ ሕጂ ""Windows 7"" ኢሉ ይንበብ። ምዕራፍ 2፡ ህንጻ 7955፡ ብሚያዝያ 25, 2011 ተፈሲሱ።እቲ ባህላዊ ሰማያዊ ስክሪን ሞት (BSOD) ብሓድሽ ጸሊም ስክሪን ተተኪኡ፡ እዚ ድሒሩ እኳ እንተተበታተነ። እዚ ህንጻ ኣብ ዊንዶውስ ኤክስፕሎረር ሓድሽ ሪባን ኣተኣታትዩ። Build 7959, with minor changes but the first 64-bit version, ብ1 ግንቦት 2011 ተፈሲሱ።እቲ ""Windows 7"" ዝብል ምልክት ንግዚኡ ብጽሑፍ ዝተተክአ ""Microsoft ምስጢራዊ"" ዝብል ጽሑፍ ተተኪኡ። ብዕለት 17 ሰነ 2011 ዓ.ም.ፈ 7989 64-bit ሕታም ህንፀት ተፈንጪሉ። ምስቲ ድሒሩ ዝተሰረዘ ነባሪ ዊንዶውስ 7 ቤታ ልጣፍ ተመሳሳሊ ዓሳ ዝሓዘ ሓድሽ ቦት ስክሪን ኣተኣታትዩ፡ እቲ ኣብ መዛዘሚ ከም ዝተገልጸ ድማ እቲ ኣብ ዙርያ ዝዘውር ነጥብታት (ዋላ እኳ እቲ ናይ መወዳእታ ቨርዥን ምስ ዝነኣሰ ኣኽብዕቲ ነጥብታት እንተመጸ እንተመጸ)። እዚ እውን ዋላ እኳ እንተተበላሸወ እቲ ጽሑፍ ኣብ ትሕቲኦም እውን ነይርዋ።",ንዊንዶውስ 8 ዝፍኖ ናይ መጀመርታ ምዕራፍ ምውጻእ እንታይ እዩ ነይሩ?,17 ሰነ 2011 ዓ.ም.,"ሚያዝያ 12, 2011 ዓ.ም.",ምዕራፍ 1፣ ህንጻ 7850,"ሚያዝያ 25, 2011 ዓ.ም."
"Anglo-Saxons arrived as Roman power waned in the 5th century AD. Initially, their arrival seems to have been at the invitation of the Britons as mercenaries to repulse incursions by the Hiberni and Picts. In time, Anglo-Saxon demands on the British became so great that they came to culturally dominate the bulk of southern Great Britain, though recent genetic evidence suggests Britons still formed the bulk of the population. This dominance creating what is now England and leaving culturally British enclaves only in the north of what is now England, in Cornwall and what is now known as Wales. Ireland had been unaffected by the Romans except, significantly, having been Christianised, traditionally by the Romano-Briton, Saint Patrick. As Europe, including Britain, descended into turmoil following the collapse of Roman civilisation, an era known as the Dark Ages, Ireland entered a golden age and responded with missions (first to Great Britain and then to the continent), the founding of monasteries and universities. These were later joined by Anglo-Saxon missions of a similar nature.",72,Which country did the Anglo-Saxons come from?,first,Anglo,Hiberni,the Dark Ages,2,ኣንግሎ-ሳክሶን ኣብ 5ይ ክፍለ ዘመን ድሕሪ ልደተ ክርስቶስ ሓይሊ ሮማ እናነከየ ምስ ከደ በጽሐ። ኣብ መጀመርታ ምምጽኦም ብዕራይ ከም ዕሱባት ብሂበርኒን ፒክትስን ንምግጣም ከም ዕሱባት ዝዕድሚኡ ይመስል። ድሕሪ ግዜ፡ ኣንግሎ-ሳክሶን ዝጠልቦ ጠለባት ኣብ ልዕሊ እንግሊዛውያን ኣዝዩ ብዙሕ ስለ ዝነበረ፡ ኣብ ቀረባ እዋን ጀነቲካዊ መርትዖታት እኳ እንተገለጸ፡ ገና እቲ ዝበዝሐ ክፋል ህዝቢ ዝቖመ ጀነቲካዊ መርትዖታት እኳ እንተገለጸ፡ ንመብዛሕትኡ ክፋል ደቡባዊት ዓባይ ብሪጣንያ ብባህላዊ መዳይ ክዕብለላ ስለ ዝመጻ። እዚ ዓብላልነት እዚ ሕጂ እንግሊዝ ዝኾነን ብባህላዊ መንገዲ ዕንቅፋት እንግሊዝ ዝገድፍን ኣብ ሰሜን ጥራይ ኣብ ሰሜን ካብቲ ሕጂ ዓዲ እንግሊዝ ዝኾነ ኣብ ኮርንዎልን ሕጂ ብዌልስ ዝፍለጥን እዩ። ኣየርላንድ ብዘይካ ክርስትያናዊት ኮይና፡ ብባህሊ ብሮማኖ-ብሪቶን፡ ቅዱስ ፓትሪክ፡ ብሮማውያን ኣይተተንከፈትን ነይራ። ከም ኤውሮጳ እንተላይ ብሪጣንያ፡ ድሕሪ ምፍራስ ስልጣነ ሮማውያን ናብ ዕግርግር ክትወርድ ከላ፡ እዚ ዘመን እዚ ጸልማት ዘመን ብጸሊም ዘመን ዝፍለጥ ዘመን፡ ኣየርላንድ ኣብ ወርቃዊ ዘመን ኣትያ፡ ብተልእኾታት (ንዓባይ ብሪጣንያ፡ ድሕሪኡ ድማ ናብታ ኣህጉር፡) ምምስራት ገዳማትን ዩኒቨርሲቲታትን መልሲ ሂባ። እዚኦም ድሒሮም ምስ ኣንግሎ-ሳክሶን ተልእኾታት ተመሳሳሊ ባህሪ ዘለዎም ተጸንበሩ።,ኣንግሎ-ሳክሶን ካብ ኣየነይቲ ሃገር እያ መጺኣ?,መጀመርታ,ኣንግሎ,ኣየርላንዳዊ,ጸልማት ዘመናት .
"The England national football team represents England and the Crown Dependencies of Jersey, Guernsey and the Isle of Man for football matches as part of FIFA-authorised events, and is controlled by The Football Association, the governing body for football in England. England are one of the two oldest national teams in football; alongside Scotland, whom they played in the world's first international football match in 1872. England's home ground is Wembley Stadium, London, and the current team manager is Roy Hodgson.",73,Who is England's football team controlled by?,the Isle of Man,the Crown Dependencies,first,The Football Association,4,ሃገራዊት ጋንታ ኩዕሶ እግሪ እንግሊዝ ንእንግሊዝን ጽግዕተኛታት ዘውዲን ጀርሲ፡ ገርንሲን ደሴት ማን ንፉት ኩዕሶ እግሪ ከም ኣካል ናይቲ ብፊፋ ዝተጻሕፈ ውድድራት ዝውክል ኮይኑ፡ በቲ ኣብ ዓዲ እንግሊዝ ንኹዕሶ እግሪ ዝምራሕ ኣካል ኩዕሶ እግሪ ዝቆጻጸር እዩ። ዓዲ እንግሊዝ ሓንቲ ካብተን ኣብ ኩዕሶ እግሪ ዘለዋ ክልተ ዓበይቲ ሃገራዊት ጋንታታት እያ፤ ኣብ ጎኒ ስኮትላንድ፡ ኣብ 1872 ኣብ ዓለም ናይ መጀመርታ ኣህጉራዊ ጸወታ ኩዕሶ እግሪ ዝጻወተላ ዝነበረ።ኣብ ዓዲ እንግሊዝ ኣብ ዝርከብ ናይ ዓዲ እንግሊዝ ስታድዩም ዌምብሊ፡ ለንደን፡ እዚ ሕጂ ዘሎ ኣሰልጣኒ ጋንታ ድማ ሮይ ሆድግሰን እዩ።,ጋንታ ኩዕሶ እግሪ እንግሊዝ ብመን እያ ትቆጻጸር?,ደሴት ሰብ,ጽግዕተኛታት ዘውዲ .,መጀመርታ,ማሕበር ኩዕሶ እግሪ
"Throughout the following month, the Yongle Emperor and his court showered the Karmapa with presents. At Linggu Temple in Nanjing, he presided over the religious ceremonies for the Yongle Emperor's deceased parents, while twenty-two days of his stay were marked by religious miracles that were recorded in five languages on a gigantic scroll that bore the Emperor's seal. During his stay in Nanjing, Deshin Shekpa was bestowed the title ""Great Treasure Prince of Dharma"" by the Yongle Emperor. Elliot Sperling asserts that the Yongle Emperor, in bestowing Deshin Shekpa with the title of ""King"" and praising his mystical abilities and miracles, was trying to build an alliance with the Karmapa as the Mongols had with the Sakya lamas, but Deshin Shekpa rejected the Yongle Emperor's offer. In fact, this was the same title that Kublai Khan had offered the Sakya Phagpa lama, but Deshin Shekpa persuaded the Yongle Emperor to grant the title to religious leaders of other Tibetan Buddhist sects.",74,When did the Yongle Emperor showered Karmapa with presents?,Kublai Khan,Elliot Sperling,the following month,Deshin Shekpa,3,"ኣብ ዝቐጸለ ወርሒ፡ ዮንግል ሃጸይን ቤተ መንግስቱን ንካርማፓ ህያባት ኣውረደሎም። ኣብ ናንጂንግ ኣብ ዝርከብ ቤተ መቕደስ ሊንግጉ፡ ነቲ ዝሞተ ወለዲ ዮንግል ሃጸይ ዝነበረ ሃይማኖታዊ ስነ-ስርዓት ይመርሕ ነበረ፡ ዕስራን ክልተን መዓልታት ጻንሖቱ ድማ ብሓሙሽተ ቋንቋታት ኣብ ሓደ ግዙፍ ስክሮል ዝተመዝገበ ሃይማኖታዊ ተኣምራት ምልክት ተገይሩሉ። ኣብ ናንጂንግ ኣብ ዝገበርዎ ጻንሖት፡ ዴሺን ሸክፓ፡ ብሃጸር ዮንግል ""ዓቢ ስንቂ ድራርማ ዳርማ"" ዝብል ኣርእስቲ ተዋሂብዎ። ኤልዮት ስፐርሊንግ፡ እቲ ዮንግል ሃጸይ፡ ንደሺን ሸክፓ ""ንጉስ"" ዝብል መዓርግ ብምፍቃምን ምሥጢራዊ ክእለቱን ተኣምርን ብምንኣድ፡ ሞንጎላውያን ምስ ሳክያ ላማስ ከም ዝነበሮም ምስ ካርማፓ ምሕዝነት ክሃንጽ ይጽዕር ከም ዝነበረ የረጋግጽ፡ ደሺን ሸክፓ ግን ነቲ ናይ ዮንግል ኤምፐር ዝሃበቶ ዕድል ነጺግዎ። ብሓቂ እዚ እቲ ኩብላይ ካን ንሳክያ ፋግፓ ላማ ዘቕረቦ ኣርእስቲ እዩ ነይሩ፡ ደሺን ሸክፓ ግን ንሃጸይ ዮንግል ንሃጸይቲ ዮንግል ንሃይማኖታዊ መራሕቲ ናይ ካልኦት ቲቤት ቡድሃውያን ንፍቕሪ ዝኸውን መዓርግ ክህብ ኣእሚኑ።",ዮንግል ሃጸይ መዓስ እዩ ንካርማፓ ህያባት ኣውጺኡ?,ኩብላይ ካን,ኤልዮት ስፐርሊንግ,ንዝቕጽል ወርሒ,des hi-hi she kpa
"The success of the British Commandos during World War II prompted U.S. President Franklin D. Roosevelt to authorize the creation of an intelligence service modeled after the British Secret Intelligence Service (MI6), and Special Operations Executive. This led to the creation of the Office of Strategic Services (OSS). On September 20, 1945, shortly after the end of World War II, Harry S. Truman signed an executive order dissolving the OSS, and by October 1945 its functions had been divided between the Departments of State and War. The division lasted only a few months. The first public mention of the ""Central Intelligence Agency"" appeared on a command-restructuring proposal presented by Jim Forrestal and Arthur Radford to the U.S. Senate Military Affairs Committee at the end of 1945. Despite opposition from the military establishment, the United States Department of State and the Federal Bureau of Investigation (FBI), Truman established the National Intelligence Authority in January 1946, which was the direct predecessor of the CIA. Its operational extension was known as the Central Intelligence Group (CIG)",75,Who was the OSS inspired by?,"September 20, 1945",the Central Intelligence Group,British,Truman,3,"ኣብ እዋን ካልኣይ ኲናት ዓለም ዝረኸቦ ዓወት ብሪጣንያዊ ኮማንዶታት ንፕረዚደንት ኣሜሪካ ፍራንክሊን ዲ ሩዝቨልት ድሕሪ ናይ ብሪጣንያ ምስጢራዊ ስለያ ኣገልግሎት (MI6) ዝተመደበ ናይ ስለያ ኣገልግሎት ንኽፍጠር ፍቓድ ክህብ ደሪኽዎ፣ ከምኡ’ውን ፍሉይ ስርሒታት ፈጻሚ ስርሒታት። እዚ ድማ ቤት ጽሕፈት ስትራተጂካዊ ኣገልግሎት (OSS) ንኽፍጠር ምኽንያት ኮይኑ። ብ20 መስከረም 1945 ድሕሪ ምዝዛም ካልኣይ ኲናት ዓለም ነዊሕ ከይጸንሐ፡ ሃሪ ኤስ ትሩማን ንኦኤስኤስ ዝፈስስ ፈጻሚ ትእዛዝ ፈሪሙ፡ ክሳብ ጥቅምቲ 1945 ድማ ስርሓቱ ኣብ መንጎ ክፍልታት መንግስትን ኲናትን ተኸፋፊሉ ነበረ። እቲ ክፍለ ሰራዊት ንውሑዳት ኣዋርሕ ጥራይ እዩ ጸኒሑ። እቲ ናይ መጀመርታ ህዝባዊ ምጥቃስ ብዛዕባ ""ማእከላይ ስለያዊ ትካል"" ኣብ መወዳእታ 1945 ብጂም ፎረስታልን ኣርተር ራድፎርድን ናብ ሽማግለ ወተሃደራዊ ጉዳያት ሰኔት ኣሜሪካ ዝቐረበ ናይ ትእዛዝ ዳግመ-ውደባ እማመ ቀሪቡ።ካብ ወተሃደራዊ ትካል ወተሃደራዊ ትካል ተቓውሞ እንተሃለወ፡ ክፍሊ መንግስቲ ሕቡራት መንግስታት ኣመሪካ፡ ትሩማን ኣብ 1946 ጥሪ 1946 ንሃገራዊ ስለያዊ በዓል መዚ ዘቐመጦ፡ እቲ ኣብ 1946 ዝነበረ ናይ ሃገራዊ ስለያ ስልጣን ኣመስሪቱ። ስርሒታዊ ምንዋሑ ድማ ማእከላይ ስለያዊ ጉጅለ (CIG) ተባሂሉ ይፍለጥ።",እቲ OSS መን እዩ ተደሪኹ?,20 መስከረም 1945 ዓ.ም.,እቲ ማእከላይ ብልሒ ዘለዎ ጉጅለ,እንግሊዛዊ,ትሩማን
"Immanuel Velikovsky is an example of a recent scientific exoheretic; he did not have appropriate scientific credentials or did not publish in scientific journals. While the details of his work are in scientific disrepute, the concept of catastrophic change (extinction event and punctuated equilibrium) has gained acceptance in recent decades.",76,"Immanuel Velikovsky did not publish in scientific journals due to his lack of scientific credentials, or due to mismatched answer choices that are bad too?",—,—,Immanuel Velikovsky,recent decades,4,ኢማኑኤል ቬሊኮቭስኪ ኣብነት ናይ ሓደ ኣብ ቀረባ እዋን ሳይንሳዊ ኤክሶሄረቲክ እዩ፤ ግቡእ ሳይንሳዊ መረጋገጺ ኣይነበሮን ወይ ኣብ ሳይንሳዊ መጽሔታት ኣይሕተምን ነይሩ። ዝርዝር ናይቲ ስርሑ ኣብ ሳይንሳዊ ስግራት ክኸውን እንከሎ፡ ኣምር ኣዕናዊ ለውጢ (ምውጻእ ፍጻሜን ስርዓተ-ነጥቢ ሚዛንን) ኣብ ዝሓለፈ ዓሰርተታት ዓመታት ተቐባልነት ረኺቡ ኣሎ።,ኢማኑኤል ቬሊኮቭስኪ ብሰንኪ ዘይምስምማድ ሳይንሳዊ መረጋገጺታት ኣብ ሳይንሳዊ መጽሔታት ኣይሕተምን፣ ወይ ብሰንኪ ዘይተመጣጠነ ናይ መልሲ ምርጫታት እውን ሕማቕ እዩ?,—,—,ኢማኑኤል ቬሊኮቭስኪ,ኣብ ዝሓለፈ ዓሰርተታት ዓመታት
"Japanese land forces continued to advance in the Solomon Islands and New Guinea. From July 1942, a few Australian reserve battalions, many of them very young and untrained, fought a stubborn rearguard action in New Guinea, against a Japanese advance along the Kokoda Track, towards Port Moresby, over the rugged Owen Stanley Ranges. The militia, worn out and severely depleted by casualties, were relieved in late August by regular troops from the Second Australian Imperial Force, returning from action in the Mediterranean theater. In early September 1942 Japanese marines attacked a strategic Royal Australian Air Force base at Milne Bay, near the eastern tip of New Guinea. They were beaten back by Allied (primarily Australian Army) forces.",77,What Japanese force did the Solomon Islands and New Guinea have a long history of supporting?,dyirbal.n.01,late August,Australian,early September 1942,3,ሓይልታት መሬት ጃፓን ኣብ ደሴታት ሰሎሞንን ኒው ጊኒን ምግስጋስ ቀጺሉ። ካብ ሓምለ 1942 ጀሚሩ፡ ውሑዳት ናይ ኣውስትራልያ ዕቑር ቦጦሎኒታት፡ ብዙሓት ካብኣቶም ኣዝየን ንኣሽቱን ዘይሰልጠኑን፡ ኣብ ኒው ጊኒ፡ ኣንጻር’ቲ ኣብ ፖርት ሞርስቢ ዝነበረ ጃፓናዊ ምዕባለ፡ ኣብ ልዕሊ እቲ ረሳሕ ኦወን ስታንሊ ሬንጅስ ገጹ፡ ጃፓናዊ ምዕባለ፡ ኣብ ኒው ጊኒ፡ ድርቅና ዝመልኦ ናይ ድሕሪት ስጉምቲ ተቓሊሶም። እቲ ብክሳራታት ዝደኸመን ብኸቢድ ዝደኸመን ሚሊሻ፡ ኣብ መወዳእታ ወርሒ ነሓሰ ካብ ካልኣይ ናይ ኣውስትራልያ ሃጸያዊ ሓይሊ ብዝመጹ ስሩዓት ወተሃደራት ተፈንጪሎም፡ ኣብ ትያትር ማእከላይ ባሕሪ ካብ ተግባር ተመሊሶም። ኣብ መጀመርታ መስከረም 1942 ጃፓናውያን ማሪናውያን ኣብ ጥቓ ምብራቓዊ ጫፍ ኒው ጊኒ ኣብ ዝርከብ ሚልነ ቤይ ዝርከብ ስትራተጂካዊ መደበር ሓይሊ ኣየር ሮያል ኣውስትራልያ ኣጥቂዖም። ብሓይልታት ኪዳን (ብቐንዱ ሰራዊት ኣውስትራልያ) ንድሕሪት ተመሊሶም።,ደሴታት ሰሎሞንን ኒው ጊኒን እንታይ ሓይሊ ጃፓን እየን ነዊሕ ታሪኽ ምድጋፍ ዝነበራ?,dyirbal.n.01,ኣብ መወዳእታ ወርሒ ነሓሰ,ኣውስትራልያዊ,መጀመርታ መስከረም 1942
"Indigenous genetic studies suggest that the first inhabitants of the Americas share a single ancestral population, one that developed in isolation, conjectured to be Beringia. The isolation of these peoples in Beringia might have lasted 10–20,000 years. Around 16,500 years ago, the glaciers began melting, allowing people to move south and east into Canada and beyond. These people are believed to have followed herds of now-extinct Pleistocene megafauna along ice-free corridors that stretched between the Laurentide and Cordilleran Ice Sheets.",78,What is the name of the indigenous population that was a single ancestral population?,"10–20,000 years",first,Beringia,"Around 16,500 years ago",3,"ናይ ደቀባት ጀነቲካዊ መጽናዕትታት ከም ዝሕብርዎ፡ እቶም ናይ መጀመርታ ነበርቲ ኣመሪካ፡ ሓደ ናይ ኣቦሓጎታት ህዝቢ ከም ዝካፈሉ ይሕብሩ፡ እዚ ድማ ብተነጽሎ ዝማዕበለ፡ ቤሪንጅያ ምዃኑ ዝገመድ እዩ። እዞም ህዝብታት ኣብ ቤሪንጅያ ተነጽሎ ካብ 10–20,000 ዓመት ክጸንሕ ይኽእል እዩ። ቅድሚ 16,500 ዓመታት ኣቢሉ፡ እቲ በረድ ክፈስስ ጀመረ፡ ሰባት ናብ ደቡብን ምብራቕን ናብ ካናዳን ኪኖኡን ክግዕዙ ኣኽኢልዎም። እዞም ሰባት እዚኣቶም፡ ኣብ መንጎ እቲ ላውረንታይድን ኮርዲለራንን ዚርከብ በረድ ዚዝርግሕ ዝነበረ በረድ ዘይብሉ ካንሸሎታት፡ መጓሰ ናይቲ ሕጂ ዚጠፍእ ዘሎ ፕለይስቶሲን ሜጋፋውና ከም ዚስዕብ ይእመን።",ሓደ ናይ ኣቦታት ህዝቢ ዝነበረ ደቀባት ህዝቢ እንታይ ይበሃል?,"10–20,000 ዓመት",መጀመርታ,ጉቦ,"ቅድሚ 16,500 ዓመት"
"Kerry received his second Purple Heart for a wound received in action on the Bồ Đề River on February 20, 1969. The plan had been for the Swift boats to be accompanied by support helicopters. On the way up the Bo De, however, the helicopters were attacked. As the Swift boats reached the Cửa Lớn River, Kerry's boat was hit by a B-40 rocket (rocket propelled grenade round), and a piece of shrapnel hit Kerry's left leg, wounding him. Thereafter, enemy fire ceased and his boat reached the Gulf of Thailand safely. Kerry continues to have shrapnel embedded in his left thigh because the doctors that first treated him decided to remove the damaged tissue and close the wound with sutures rather than make a wide opening to remove the shrapnel. Though wounded like several others earlier that day, Kerry did not lose any time off from duty.",79,What type of boat did Kerry go on?,Swift,the Gulf of Thailand,the Bồ Đề River,"February 20, 1969",1,ኬሪ ብ20 ለካቲት 1969 ኣብ ሩባ Bồ đḁ 20 ብግብሪ ብዝተቐበሎ ቁስሊ ካልኣይ ሐምላይ ልቡ ተቐቢሉ።እቲ ውጥን እተን ስዊፍት ጀላቡ ብደገፍ ሄሊኮፕተራት ክዕንያ እዩ ነይሩ። ኣብ መንገዲ ንላዕሊ ቦ ደ ግን እተን ሄሊኮፕተራት መጥቃዕቲ በጺሐን። እተን ስዊፍት ጀላቡ ኣብ ሩባ Cửa Lớn ክበጽሓ ከሎ፡ ጃልባ ኬሪ ብB-40 ሮኬት (ሮኬት ዝተንቀሳቐሰ ቦምባ ዙርያ ዝዝውተር) ተሃሪማ፡ ንጸጋማይ እግሩ ኬሪ ድማ ቆሲላቶ። ብድሕሪኡ ሓዊ ጸላኢ ደው ኢሉ ጃልባኡ ናብ ወሽመጥ ታይላንድ ብሰላም በጽሐ። ኬሪ፡ እቶም መጀመርታ ዝሓከሙ ዝነበሩ ሓካይም ነቲ ዝተበላሸወ ቲሹ ኣውጺኦም ነቲ ሽራራፕነል ንምእላይ ሰፊሕ መኽፈቲ ካብ ምግባር ነቲ ቁስሊ ክዓጽውዎ ስለ ዝወሰኑ፡ ኣብ ጸጋማይ ምዕጉርቱ ሽራፕነል ተሰዂዑ ይቕጽል ኣሎ። ዋላ እኳ ኣብ መጀመርታ ናይታ መዓልቲ ከም ሓያሎ ካልኦት እንተቖሰለ፡ ኬሪ ግን ካብ ስራሕ ዕረፍቲ ዝኾነ ዕረፍቲ ኣይከሰረትን።,ኬሪ እንታይ ዓይነት ጃልባ ቀጺላ?,ስዊፍት,ወሽመጥ ታይላንድ,ሩባ ቦድሂ,20 ለካቲት 1969 ዓ.ም.
"In the Ottoman Empire, these ideological reforms did not take place and these views did not integrate into common thought until much later. As well, there was no spread of this doctrine within the New World and the advanced civilizations of the Aztec, Maya, Inca, Mohican, Delaware, Huron and especially the Iroquois. The Iroquois philosophy in particular gave much to Christian thought of the time and in many cases actually inspired some of the institutions adopted in the United States: for example, Benjamin Franklin was a great admirer of some of the methods of the Iroquois Confederacy, and much of early American literature emphasized the political philosophy of the natives.",80,Where were the Ottomans in?,Delaware,Christian,Maya,Mohican,1,ኣብ ግዝኣት ኦቶማን፡ እዚ ስነ-ሓሳባዊ ጽገናታት ኣይተኻየደን፡ እዚ ኣረኣእያ እዚ ድማ ክሳብ ኣዝዩ ድሒሩ ኣብ ናይ ሓባር ኣተሓሳስባ ኣይተዋሃሃደን። ከምኡ’ውን እዚ ዶክትሪን ኣብ ውሽጢ ሓዳስ ዓለምን ምዕቡል ስልጣነታት ኣዝቴክ፡ ማያ፡ ኢንካ፡ ኢንካ፡ ሞሂካን፡ ደላዌር፡ ሁሮንን ብፍላይ ድማ ኢሮክዋይስን ዝርገሐ ኣይነበረን። ብፍላይ ፍልስፍና ኢሮክዋይስ ንክርስትያናዊ ኣተሓሳስባ ናይቲ ግዜ ብዙሕ ዝሃበ ኮይኑ ኣብ ብዙሕ ኣጋጣሚታት ድማ ብጭቡጥ ንገለ ካብተን ኣብ ኣመሪካ ዝተቐበላ ትካላት ዘነቓቕሓ: ንኣብነት ቢንያም ፍራንክሊን ገለ ካብ ኣገባባት ኮንፈደረሽን ኢሮክያስ ዓቢ ኣድናቒ እዩ ነይሩ፣ መብዛሕትኡ ናይ መጀመርታ ስነ-ጽሑፍ ኣመሪካ ድማ ንፖለቲካዊ ፍልስፍና ናይቶም ተወለድቲ ዘጉልሕ ነበረ።,እቶም ኦቶማን ኣበይ ነይሮም?,ደላዌር,ክርስትያን,ማያ,ሞሂካን
