passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"Sleep cut is a process of deliberately awakening during your regular sleep and sleeping soon (10-60 minutes ). This can be easily done by using a relatively quiet bell time to get your conscience back to your conscience without waking your sleep completely. If you are wasting your watch on your sleep, the clock can be placed on the opposite side of the room, and doing so will force you to get up from bed to destroy it. Drinking many bioriso-are options requires to be raised to the bathroom before bed, especially water or tea, or tea, a dirtic kidney drug.",1,"After a regular sleeping time, which of these hinders the process of stopping sleep?",Reading for an hour and a half before bed,Using toilets and going directly to bed,Closing the alarm near you and sleeping twenty minutes later,ኣብ ጥቓኻ ካብ ዘሎ ጠርሙስ ማይ ክትሰቲ ክትበራበር ከለኻ,1,ምቑራጽ ድቃስ ኣብቲ ስሩዕ ድቃስካ ኮነ ኢልካ ናይ ምንቃሕ መስርሕን ኣብ ቀረባ እዋን ድቃስካን እዩ (10-60 ደቓይቕ )። እዚ ብቐሊሉ ድቃስካ ምሉእ ብምሉእ ከይነበርካ ሕልናኻ ናብ ሕልናኻ ንምምላስ ብተዛማዲ ጽምው ዝበለ ደወል ግዜ ብምጥቃም ብቐሊሉ ክግበር ይከኣል። ኣብ ድቃስካ ሰዓትካ ትባኽን እንተ ዄንካ፡ እታ ሰዓት ኣብቲ ኣንጻር ሸነኽ ናይቲ ክፍሊ ክትኣቱ ትኽእል ኢኻ፡ ከምኡ ምግባርካ ድማ ንኸተጥፍኦ ካብ ዓራት ክትትንስእ የገድደካ። ብዙሓት ናይ ባዮሪሶ-ኣር ኣማራጺታት ምስታይ ቅድሚ ምድቃስካ ናብ ሽቓቕ ምልዓል የድልዮ፣ ብፍላይ ማይ ወይ ሻሂ፣ ወይ ሻሂ፣ ረሳሕ መድሃኒት ኩሊት።,ድሕሪ ስሩዕ ናይ ድቃስ ግዜ፡ ካብዞም ኣየናይ እዩ ንመስርሕ ድቃስ ደው ምባል ዝዕንቅፍ?,ቅድሚ ምድቃስ ንሓደ ሰዓትን ፈረቓን ምንባብ,ሽቓቕ ምጥቃምን ብቐጥታ ናብ ዓራት ምኻድን .,ኣብ ጥቓኻ ዘሎ ኣላርም ምዕጻውን ድሕሪ ዕስራ ደቓይቕ ምድቃስን,ኣብ ጥቓኻ ካብ ዘሎ ጠርሙስ ማይ ክትሰቲ ክትበራበር ከለኻ
"Sleep cut is a process of deliberately awakening during your regular sleep and sleeping soon (10-60 minutes ). This can be easily done by using a relatively quiet bell time to get your conscience back to your conscience without waking your sleep completely. If you are wasting your watch on your sleep, the clock can be placed on the opposite side of the room, and doing so will force you to get up from bed to destroy it. Drinking many bioriso-are options requires to be raised to the bathroom before bed, especially water or tea, or tea, a dirtic kidney drug.",2,Which of the following does not exactly explain about sleeping?,It may be based on change,The goal is not to wake up completely yourself,The process is done during a regular sleep,ምስተበራበርካ፡ እቲ ሽቶ ኣብ ውሽጢ ክልተ ሰዓት ተመሊስካ ምድቃስ እዩ,4,ምቑራጽ ድቃስ ኣብቲ ስሩዕ ድቃስካ ኮነ ኢልካ ናይ ምንቃሕ መስርሕን ኣብ ቀረባ እዋን ድቃስካን እዩ (10-60 ደቓይቕ )። እዚ ብቐሊሉ ድቃስካ ምሉእ ብምሉእ ከይነበርካ ሕልናኻ ናብ ሕልናኻ ንምምላስ ብተዛማዲ ጽምው ዝበለ ደወል ግዜ ብምጥቃም ብቐሊሉ ክግበር ይከኣል። ኣብ ድቃስካ ሰዓትካ ትባኽን እንተ ዄንካ፡ እታ ሰዓት ኣብቲ ኣንጻር ሸነኽ ናይቲ ክፍሊ ክትኣቱ ትኽእል ኢኻ፡ ከምኡ ምግባርካ ድማ ንኸተጥፍኦ ካብ ዓራት ክትትንስእ የገድደካ። ብዙሓት ናይ ባዮሪሶ-ኣር ኣማራጺታት ምስታይ ቅድሚ ምድቃስካ ናብ ሽቓቕ ምልዓል የድልዮ፣ ብፍላይ ማይ ወይ ሻሂ፣ ወይ ሻሂ፣ ረሳሕ መድሃኒት ኩሊት።,ካብዞም ዝስዕቡ ኣየናይ እዩ ብዛዕባ ድቃስ ብልክዕ ዘይገልጾ?,ኣብ ለውጢ ዝተመርኮሰ ክኸውን ይኽእል ’ ዩ።,እቲ ዕላማ ንባዕልኻ ምሉእ ብምሉእ ክትበራበር ኣይኮነን .,እቲ መስርሕ ኣብ ስሩዕ ድቃስ ይግበር ።,ምስተበራበርካ፡ እቲ ሽቶ ኣብ ውሽጢ ክልተ ሰዓት ተመሊስካ ምድቃስ እዩ
Some people believe that it is often very tiring to see the number of clear dreams raised in the artificial. The main reason for this event is that the time extension between Rem times is the result of a common dream. With a few risk assessment and mitigation strategies(rems) there are little chances of taking the right sleep and making your body recovery. This is just as tiring to watch TV by getting up in every 20 or 30 minutes. This influence depends on your brain that tries to dream frequently on the evening,1,What does the brain add when it repeatedly attempts to dream of dreams?,The size of the Rem,The amount of energy,The length of the recovery situation,ኣብ መንጎ REM ዘሎ ግዜ,4,ገለ ሰባት ኣብቲ ኣርቲፊሻል ዝለዓል ንጹር ሕልሚ ምርኣይ መብዛሕትኡ ግዜ ኣዝዩ ኣድካሚ ምዃኑ ይኣምኑ። ናይዚ ፍጻመ ቀንዲ ምኽንያት ኣብ መንጎ REM Times ዘሎ ናይ ግዜ ምንዋሕ ውጽኢት ናይ ሓደ ናይ ሓባር ሕልሚ ምዃኑ እዩ። ምስ ውሑዳት ናይ ሓደጋ ገምጋምን ናይ ምቅላል ስትራተጂታትን(Rems) ቅኑዕ ድቃስ ምውሳድን ኣካላትካ ናይ ምግባርን ዕድል ውሑድ እዩ። እዚ ኣብ ነፍሲ ወከፍ 20 ወይ 30 ደቓይቕ ብምትንሳእ ንቲቪ ክትከታተሎ ዘድክም እዩ። እዚ ጽልዋ ኣብቲ ብተደጋጋሚ ኣብ ምሸት ክሓልም ዝፍትን ሓንጎልካ ይምርኮስ ።,ሓንጎል ብተደጋጋሚ ሕልሚ ክሓልም ምስ ዝፍትን እንታይ ይውስኽ?,ዓቐን ናይቲ REM .,መጠን ጸዓት .,ንውሓት ናይቲ ናይ ምሕዋይ ኩነታት .,ኣብ መንጎ REM ዘሎ ግዜ
Some people believe that it is often very tiring to see the number of clear dreams raised in the artificial. The main reason for this event is that the time extension between Rem times is the result of a common dream. With a few risk assessment and mitigation strategies(rems) there are little chances of taking the right sleep and making your body recovery. This is just as tiring to watch TV by getting up in every 20 or 30 minutes. This influence depends on your brain that tries to dream frequently on the evening,2,Which of the following negative influences is attempted to be repeatedly dreamed of on our body?,The length of time between Rem decreases,Rems decreases every night,Dream depends on you when you have it,ንሕድሕድ ለይቲ ዝበጽሕ REMs ይውስኽ,2,ገለ ሰባት ኣብቲ ኣርቲፊሻል ዝለዓል ንጹር ሕልሚ ምርኣይ መብዛሕትኡ ግዜ ኣዝዩ ኣድካሚ ምዃኑ ይኣምኑ። ናይዚ ፍጻመ ቀንዲ ምኽንያት ኣብ መንጎ REM Times ዘሎ ናይ ግዜ ምንዋሕ ውጽኢት ናይ ሓደ ናይ ሓባር ሕልሚ ምዃኑ እዩ። ምስ ውሑዳት ናይ ሓደጋ ገምጋምን ናይ ምቅላል ስትራተጂታትን(Rems) ቅኑዕ ድቃስ ምውሳድን ኣካላትካ ናይ ምግባርን ዕድል ውሑድ እዩ። እዚ ኣብ ነፍሲ ወከፍ 20 ወይ 30 ደቓይቕ ብምትንሳእ ንቲቪ ክትከታተሎ ዘድክም እዩ። እዚ ጽልዋ ኣብቲ ብተደጋጋሚ ኣብ ምሸት ክሓልም ዝፍትን ሓንጎልካ ይምርኮስ ።,ካብዞም ዝስዕቡ ኣሉታዊ ጽልዋታት ኣየናይ እዩ ኣብ ኣካላትና ብተደጋጋሚ ክሕለም ዝፍትን?,ኣብ መንጎ REM ዘሎ ንውሓት ግዜ ይንኪ .,REMS ምሸት ምሸት ይንኪ,ሕልሚ ኣብ ዝህልወካ እዋን ኣብ ልዕሌኻ ይምርኮስ .,ንሕድሕድ ለይቲ ዝበጽሕ REMs ይውስኽ
"Internet-run groups are as excellent as the usual groups, but there are subtle differences. Members of the online group are often with the immediate contacts of the in person. Just as their groups meet various time-regions that do not understand the administration in their area , they often have more freedom than those groups of inspiration. The presence of the true “concealed group” (Larsen Lafastonle, 1989, p.109) is also a special part of a group. The “invisible group” is a administration group where every member reports. It is the invisible group that sets a measure for every member.",1,"According to the text, how do common groups and imaginary groups be similar?",All groups are expected to play at the same level,Both groups have different levels of freedom in their daily activities,Both groups report to one invisible group of administrative group,ክልቲአን ጉጅለታት ኣብ ተመሳሳሊ ናይ ግዜ ዞባ እየን ዝሰርሓ,1,"ኣብ ኢንተርነት ዝመሓደሩ ጉጅለታት ከምቲ ልሙድ ጉጅለታት ብሉጻት እዮም፡ ግን ረቂቕ ፍልልያት ኣሎ። ኣባላት ናይቲ ናይ ኦንላይን ጉጅለ መብዛሕትኡ ግዜ ምስቲ ቅጽበታዊ ርክባት ናይቲ ብኣካል ይርከቡ። ከምቲ ጉጅልታቶም ኣብ ከባቢኦም ንዘሎ ምምሕዳር ዘይርድኡ ዝተፈላለዩ ናይ ግዜ-ዞባታት ዝራኸቡ ፣ መብዛሕትኡ ግዜ ካብቶም ናይ ምትብባዕ ጉጅለታት ዝያዳ ናጽነት ኣለዎም። ህላወ ናይቲ ሓቀኛ “ተሓቢኡ ዝነበረ ጉጅለ” (Larsen Lafastonle, 1989, p.109) እውን ፍሉይ ክፋል ናይ ሓደ ጉጅለ እዩ። እቲ “ዘይርአ ጉጅለ” ነፍሲ ወከፍ ኣባል ዝገልጸሉ ናይ ምምሕዳር ጉጅለ እዩ። ንነፍሲ ወከፍ ኣባል መለክዒ ዘቐምጥ እቲ ዘይርአ ጉጅለ እዩ።",ብመሰረት እቲ ጽሑፍ፡ ናይ ሓባር ጉጅለታትን ምናባዊ ጉጅለታትን ክሳብ ክንደይ ተመሳሳሊ ይኾኑ?,ኩሎም ጉጅለታት ብሓደ ደረጃ ክጻወቱ ትጽቢት ይግበረሎም ።,ክልቲኦም ጉጅለታት ኣብ መዓልታዊ ንጥፈታቶም ዝተፈላለየ ደረጃ ናጽነት ኣለዎም ።,ክልቲኦም ጉጅለታት ናብ ሓደ ዘይርአ ጉጅለ ምምሕዳራዊ ጉጅለ ጸብጻብ ግበሩ,ክልቲአን ጉጅለታት ኣብ ተመሳሳሊ ናይ ግዜ ዞባ እየን ዝሰርሓ
"Internet-run groups are as excellent as the usual groups, but there are subtle differences. Members of the online group are often with the immediate contacts of the in person. Just as their groups meet various time-regions that do not understand the administration in their area , they often have more freedom than those groups of inspiration. The presence of the true “concealed group” (Larsen Lafastonle, 1989, p.109) is also a special part of a group. The “invisible group” is a administration group where every member reports. It is the invisible group that sets a measure for every member.",2,"Based on this article, which is not about the physical and imaginary groups of Jaqi?",Common groups are usually highly occupied,The online groups operate as a communication for the usual groups,The usual groups have the less freedom of the Internet-run groups,እተፈላለየ ናይ ግዜ ዞባታት ነተን ብኢንተርኔት ዝምርሓ ጉጅለታት ክጠቅም ይኽእል እዩ,1,"ኣብ ኢንተርነት ዝመሓደሩ ጉጅለታት ከምቲ ልሙድ ጉጅለታት ብሉጻት እዮም፡ ግን ረቂቕ ፍልልያት ኣሎ። ኣባላት ናይቲ ናይ ኦንላይን ጉጅለ መብዛሕትኡ ግዜ ምስቲ ቅጽበታዊ ርክባት ናይቲ ብኣካል ይርከቡ። ከምቲ ጉጅልታቶም ኣብ ከባቢኦም ንዘሎ ምምሕዳር ዘይርድኡ ዝተፈላለዩ ናይ ግዜ-ዞባታት ዝራኸቡ ፣ መብዛሕትኡ ግዜ ካብቶም ናይ ምትብባዕ ጉጅለታት ዝያዳ ናጽነት ኣለዎም። ህላወ ናይቲ ሓቀኛ “ተሓቢኡ ዝነበረ ጉጅለ” (Larsen Lafastonle, 1989, p.109) እውን ፍሉይ ክፋል ናይ ሓደ ጉጅለ እዩ። እቲ “ዘይርአ ጉጅለ” ነፍሲ ወከፍ ኣባል ዝገልጸሉ ናይ ምምሕዳር ጉጅለ እዩ። ንነፍሲ ወከፍ ኣባል መለክዒ ዘቐምጥ እቲ ዘይርአ ጉጅለ እዩ።",ካብዚ ጽሑፍ እዚ መሰረት ብምግባር፡ ብዛዕባ እቶም ኣካላውን ምናባውን ጕጅለታት ጃቂ ዘይኮነ፧,ናይ ሓባር ጉጅለታት መብዛሕትኡ ግዜ ኣዝዮም ዝተታሕዙ እዮም ።,እቶም ናይ ኦንላይን ጉጅለታት ከም ርክብ ናይቶም ልሙዳት ጉጅለታት ኮይኖም ይሰርሑ,እቶም ልሙዳት ጉጅለታት ናይተን ኢንተርነት ዝመሓደሩ ጉጅለታት ዝወሓደ ናጽነት ኣለዎም .,እተፈላለየ ናይ ግዜ ዞባታት ነተን ብኢንተርኔት ዝምርሓ ጉጅለታት ክጠቅም ይኽእል እዩ
The doctrine of content is based on people's attention or attractions of people's attention. The theory advises people to have a few desires or aspirations associated with themselves as they grow growing. These theories ask why people want them about what they want and what to do and not do around them. Two well-known contents are: Maslow's line of desire is theory and two factors of Herzburg.,1,Which of the following is not focused on content theory?,New necessities that are created when you grow up,How an area affects their movements,Internal desires,ሰባት ዝፈትውዎም ነገራት ምርዳእ,1,ትምህርቲ ትሕዝቶ ኣብ ኣቓልቦ ሰባት ወይ መስሕባት ኣቓልቦ ሰባት ዝተመርኮሰ እዩ። እቲ ክልሰ-ሓሳብ ሰባት እናዓበዩ ምስ ከዱ ምስ ገዛእ ርእሶም ዝተኣሳሰሩ ውሑዳት ድሌታት ወይ ባህግታት ክህልዎም ይምዕድ። እዚ ክልሰ-ሓሳባት እዚ ሰባት ስለምንታይ ከም ዝደልይዎን እንታይ ከም ዝገብሩን ኣብ ከባቢኦም ዘይገብሩን ይደልዩ። ክልተ ፍሉጣት ትሕዝቶታት፡ መስመር ድሌት ማስሎው ክልሰ-ሓሳብን ክልተ ረቛሒታት ሄርዝበርግን እዩ።,ካብዞም ዝስዕቡ ኣየናይ እዩ ኣብ ክልሰ ሓሳብ ትሕዝቶ ዘተኮረ?,ምስ ዓበኻ ዝፍጠሩ ሓደስቲ ኣድለይቲታት,ሓደ ከባቢ ምንቅስቓሳቶም ብኸመይ ከም ዝጸልዎ .,ውሽጣዊ ድሌታት,ሰባት ዝፈትውዎም ነገራት ምርዳእ
The many injuries in a third are a simple guidance that makes a strong move while maintaining a system of order. The main subject is the most effective place of the image (see example) that the image is a crossroads that the images we set up and the route to a third part of the route,1,Which of the following does not rule the third law?,Create a basis for where the topic might be,Creating life and energy inside a picture,Keeping the topic in a special and effective position,ኣብ ውሽጢ ስእሊ ስርዓት ምቛም,1,እቲ ኣብ ሲሶ ዘሎ ብዙሕ መጉዳእቲ ስርዓት ስርዓት እናዓቀበ ሓያል ስጉምቲ ዝወስድ ቀሊል መምርሒ እዩ። እቲ ቀንዲ ርእሰ ነገር እቲ ምስሊ እቲ ምስሊ እቲ ምስሊ እቲ ምስሊ ዘቐመጥናዮ ምስልታትን ናብ ሳልሳይ ክፋል ናይቲ መስመር መስመርን መስቀላዊ መንገዲ ምዃኑ ’ ዩ።,ካብዞም ዝስዕቡ ኣየናይ እዩ ነቲ ሳልሳይ ሕጊ ዘይገዝእ?,እቲ ኣርእስቲ ኣበይ ክኸውን ከም ዝኽእል መሰረት ምፍጣር .,ኣብ ውሽጢ ስእሊ ህይወትን ጸዓትን ምፍጣር,ነቲ ኣርእስቲ ኣብ ፍሉይን ውጽኢታውን መርገጺ ምሓዝ,ኣብ ውሽጢ ስእሊ ስርዓት ምቛም
"For example, the world's most common photo is 35 mm, which was the dominant size of the film at the end of the analych. Even today, he inherited a camera with electronic tools. The 35 mm of 24 mm of 35 mm of 35 mm is confusing. Therefore, the amount of relationship of this system (divide by twelve to get the easiest relationship to the entire number) is said to be 3 : Most of the common type of shape (e.",1,Which of the following does not describe the 35 mm photograph?,It is still in the harvest,It was accepted by digital camera style,It has a different relationship than the common styles,ኣብ ዓለም እቲ ኣዝዩ ልሙድ ቅዲ እዩ,3,ንኣብነት ኣብ ዓለም እቲ ዝበዝሐ ስእሊ 35 ሚ.ሜ ኮይኑ፡ እዚ ድማ ኣብ መወዳእታ ናይቲ ትንታነ ዓብላሊ ስፍሓት ናይቲ ፊልም እዩ ነይሩ። ሎሚ እውን እንተኾነ ብኤሌክትሮኒካዊ መሳርሒታት ዝተሰርሐት ካሜራ ወሪሱ። 35 ሚ.ሜ 24 ሚ.ሜ 35 ሚ.ሜ 35 ሚ.ሜ 35 ሚ.ሜ ምድንጋር ይፈጥር። ስለዚ መጠን ዝምድና ናይዚ ስርዓት (ብዓሰርተ ክልተ ምፍናው ምስ ምሉእ ቁጽሪ ዝቐለለ ዝምድና ንምርካብ) 3 : መብዛሕትኡ ናይ ሓባር ዓይነት ቅርጺ (e.,ካብዞም ዝስዕቡ ኣየናይ እዩ ነቲ 35 ሚ.ሜ ዝኸውን ስእሊ ዘይገልጾ?,ክሳብ ሕጂ ኣብ ቀውዒ ኣሎ ።,ብዲጂታል ቅዲ ካሜራ ተቐባልነት ረኺቡ ’ ዩ።,ካብቲ ናይ ሓባር ቅዲታት ዝተፈልየ ዝምድና ኣለዎ ።,ኣብ ዓለም እቲ ኣዝዩ ልሙድ ቅዲ እዩ
"The harm of progressive lenses is that the negligence and number of lenses needed for a variety of lengths is greater than the main lens. This issue is decreasing as the lens producers receive the highest standards in the grass production. This lens transmission has enabled clearing pictures of clarity compared to Lensat, which is permanently lengthy. Another growing seed of Lens is the backbone of the Lens's largest location(speaking) small. This will cause cheap lends that are difficult to use without any light in a low light.",1,"According to the article, how did Lensat's production production increased the quality of the length production?",Lens have a higher speed,It is easier to use them in a low light.,The cleaning of the purification of their picture is similar to the length of the center.,ካብ ቀንዲ ሌንሳት ዝወሓደ ማእከል ሕልኽላኻት ኣለዎም,3,ናይ ገስጋሲ መነጽር ዝጎድእ፡ እቲ ንዝተፈላለየ ንውሓት ዘድሊ ሸለልትነትን ቁጽርን መነጽር ካብቲ ቀንዲ መነጽር ዝዓቢ ምዃኑ እዩ። እዚ ጉዳይ እዚ እቶም ኣፍረይቲ መነጽር ኣብ ምፍራይ ሳዕሪ ዝለዓለ ደረጃታት ስለዝረኽቡ ይንኪ ኣሎ። እዚ ናይ ሌንስ ትራንስሚሽን ምስቲ ንሓዋሩ ዝነውሐ ሌንሳት ብምንጽጻር ናይ ንጹርነት ስእልታት ምጽራይ ኣኽኢሉ እዩ። ካልእ እናዓበየ ዝኸይድ ዘሎ ዘርኢ ሌንስ ድማ ዓንዲ ሕቖ ናይቲ ዝዓበየ ቦታ ናይቲ ሌንስ ንእሽቶ ቦታ (ምዝራብ) ንእሽቶ እዩ። እዚ ድማ ብዘይ ዝኾነ ብርሃን ኣብ ትሑት ብርሃን ንምጥቃም ኣጸጋሚ ዝኾነ ርካሽ ልቓሕ ከስዕብ እዩ።,ብመሰረት እቲ ጽሑፍ፡ ምፍራይ ምፍራይ ሌንሳት ንጽሬት ናይቲ ንውሓት ምፍራይ ብኸመይ ከም ዘዕበዮ?,ሌንስ ዝለዓለ ፍጥነት ኣለዎም .,ኣብ ትሑት ብርሃን ክትጥቀመሎም ዝቐለለ እዩ።,ጽሬት ስእሎም ምጽራይ ምስ ንውሓት ናይቲ ማእከል ዝመሳሰል እዩ።,ካብ ቀንዲ ሌንሳት ዝወሓደ ማእከል ሕልኽላኻት ኣለዎም
"The harm of progressive lenses is that the negligence and number of lenses needed for a variety of lengths is greater than the main lens. This issue is decreasing as the lens producers receive the highest standards in the grass production. This lens transmission has enabled clearing pictures of clarity compared to Lensat, which is permanently lengthy. Another growing seed of Lens is the backbone of the Lens's largest location(speaking) small. This will cause cheap lends that are difficult to use without any light in a low light.",2,"According to the information in the article, Zoom is the time for Lens to be selected from the main Lens?",If the highest mark is given priority,If you need the least of Lens' elements,If you want to use lights in darkness,ዝያዳ ማእከል ሕልኽላኻት እንተደሊኻ,4,ናይ ገስጋሲ መነጽር ዝጎድእ፡ እቲ ንዝተፈላለየ ንውሓት ዘድሊ ሸለልትነትን ቁጽርን መነጽር ካብቲ ቀንዲ መነጽር ዝዓቢ ምዃኑ እዩ። እዚ ጉዳይ እዚ እቶም ኣፍረይቲ መነጽር ኣብ ምፍራይ ሳዕሪ ዝለዓለ ደረጃታት ስለዝረኽቡ ይንኪ ኣሎ። እዚ ናይ ሌንስ ትራንስሚሽን ምስቲ ንሓዋሩ ዝነውሐ ሌንሳት ብምንጽጻር ናይ ንጹርነት ስእልታት ምጽራይ ኣኽኢሉ እዩ። ካልእ እናዓበየ ዝኸይድ ዘሎ ዘርኢ ሌንስ ድማ ዓንዲ ሕቖ ናይቲ ዝዓበየ ቦታ ናይቲ ሌንስ ንእሽቶ ቦታ (ምዝራብ) ንእሽቶ እዩ። እዚ ድማ ብዘይ ዝኾነ ብርሃን ኣብ ትሑት ብርሃን ንምጥቃም ኣጸጋሚ ዝኾነ ርካሽ ልቓሕ ከስዕብ እዩ።,ብመሰረት እቲ ኣብቲ ጽሑፍ ዘሎ ሓበሬታ፡ ዙም ካብቲ ቀንዲ መነጽር ሌንስ ክምረጽ ዝኽእለሉ ግዜ ድዩ?,እቲ ዝለዓለ ምልክት ቀዳምነት እንተተዋሂብዎ .,ካብ ሌንስ ዝነኣሰ እንተኾይኑ ናይ ሌንስ ባእታታት,ኣብ ጸልማት መብራህቲ ክትጥቀም እንተደሊኻ .,ዝያዳ ማእከል ሕልኽላኻት እንተደሊኻ
"Secret is an effort to understand or understand the ultimate reality of the divine truth or God to understand their identity. The believer needs a direct experience of wisdom or understanding about divine reality/God or diet. Followers follow some lifestyles or practices to convey these experiences. The mystery is by focusing on situations with a distinct conscience that can differ from other religious beliefs and worship, especially in a situation of peaceful insight, or already.",1,Which of the following is not considered the correct description of spirituality?,It focuses on finding a peaceful and happy situation,Followers of the Spirit want to know about the spiritual truth,Followers can accept practices that help them to raise their understanding of God,ቀጥታዊ ናይ ውልቀ ተመኩሮ ንምርካብ ዝግበር ጻዕሪ ምስ ካልኦት ዓይነት ሃይማኖታዊ እምነታትን ኣምልኾን ዝመሳሰል እዩ,4,ምስጢር ንመንነቶም ንምርዳእ ናይ መወዳእታ ክውንነት መለኮታዊ ሓቂ ወይ ኣምላኽ ንምርዳእ ወይ ንምርዳእ ዝግበር ጻዕሪ እዩ። እቲ ኣማኒ ብዛዕባ መለኮታዊ ክውንነት/ኣምላኽ ወይ ኣመጋግባ ቀጥታዊ ተመክሮ ጥበብ ወይ ምርዳእ የድልዮ። ተኸታተልቲ ነዚ ተመኩሮታት ንምትሕልላፍ ገለ ኣነባብራ ወይ ልምድታት ይኽተሉ። እቲ ምስጢር ካብ ካልእ ሃይማኖታዊ እምነታትን ኣምልኾን ክፍለ ዝኽእል ፍሉይ ሕልና ዘለዎ ኩነታት ብፍላይ ኣብ ሰላማዊ ርድኢት ወይ ድሮ ዘሎ ኩነታት ብምትኳር እዩ።,ካብዞም ዝስዕቡ ኣየናይ እዩ ከም ቅኑዕ መግለጺ መንፈሳውነት ዘይቁጸር?,ሰላማውን ሕጉስን ኩነታት ኣብ ምርካብ ዘተኮረ ’ ዩ።,ሰዓብቲ መንፈስ ብዛዕባ መንፈሳዊ ሓቂ ክፈልጡ ይደልዩ,ሰዓብቲ ንኣምላኽ ዘለዎም ርድኢቶም ንኸልዕሉ ዝሕግዞም ልምድታት ክቕበሉ ይኽእሉ ’ ዮም።,ቀጥታዊ ናይ ውልቀ ተመኩሮ ንምርካብ ዝግበር ጻዕሪ ምስ ካልኦት ዓይነት ሃይማኖታዊ እምነታትን ኣምልኾን ዝመሳሰል እዩ
"Secret is an effort to understand or understand the ultimate reality of the divine truth or God to understand their identity. The believer needs a direct experience of wisdom or understanding about divine reality/God or diet. Followers follow some lifestyles or practices to convey these experiences. The mystery is by focusing on situations with a distinct conscience that can differ from other religious beliefs and worship, especially in a situation of peaceful insight, or already.",2,"According to the text, which of the following is not the focus of spirituality?",Seeking the ability to know the divine reality,Following by having common experiences,Focus on a happy state of conscience,ብዛዕባ ኣምላኽ ንቑሕ ምዃን,2,ምስጢር ንመንነቶም ንምርዳእ ናይ መወዳእታ ክውንነት መለኮታዊ ሓቂ ወይ ኣምላኽ ንምርዳእ ወይ ንምርዳእ ዝግበር ጻዕሪ እዩ። እቲ ኣማኒ ብዛዕባ መለኮታዊ ክውንነት/ኣምላኽ ወይ ኣመጋግባ ቀጥታዊ ተመክሮ ጥበብ ወይ ምርዳእ የድልዮ። ተኸታተልቲ ነዚ ተመኩሮታት ንምትሕልላፍ ገለ ኣነባብራ ወይ ልምድታት ይኽተሉ። እቲ ምስጢር ካብ ካልእ ሃይማኖታዊ እምነታትን ኣምልኾን ክፍለ ዝኽእል ፍሉይ ሕልና ዘለዎ ኩነታት ብፍላይ ኣብ ሰላማዊ ርድኢት ወይ ድሮ ዘሎ ኩነታት ብምትኳር እዩ።,ብመሰረት እቲ ጽሑፍ ካብዞም ዝስዕቡ ኣየናይ እዩ ትኹረት መንፈሳውነት ዘይኮነ?,መለኮታዊ ክውንነት ናይ ምፍላጥ ክእለት ምድላይ,ናይ ሓባር ተመኩሮታት ብምህላው ምኽታል .,ኣብ ሕጉስ ኩነታት ሕልና ኣተኩር,ብዛዕባ ኣምላኽ ንቑሕ ምዃን
"For a long time in the 1910s and in their 20s, it was believed that they were the first residents of New Zealand, Moas, who hunted birds. The theory continued that the people had migrated from Polnezia on a large ship, and that a community agricultural community had been established by agriculture. Despite this, there is new evidence that the Morzee new group is the main land maorium, who have migrated from New Zealand to the Islands to develop their own unique and peaceful culture. In addition, there were other tribes on the islands of the Islands, Maori, who emigrated from New Zealand. They gave themselves the names of Morori, a few disagreements and finally the Morori were able to disappear.",1,"According to the article, who might have started agricultural community?",Morry from New Zealand,Morry from Chatam Islands,The people of Maori from Policia,ማኦሪ ካብ መይንላንድ,3,ኣብ 1910ታት ንነዊሕ እዋንን ኣብ 20ታት ዕድመ ዕድሚኦምን፡ እቶም ኣዕዋፍ ዝሃድኑ ዝነበሩ ናይ መጀመርታ ነበርቲ ኒውዚላንድ ሞኣስ ምዃኖም ይእመን ነበረ። እቲ ክልሰ-ሓሳብ፡ ህዝቢ ካብ ፖልነዝያ ኣብ ዓባይ መርከብ ተሰዲዱ ከም ዝነበረን፡ ሓደ ማሕበረሰብ ሕርሻዊ ማሕበረሰብ ብሕርሻ ከም ዝተመስረተን ቀጺሉ። እዚ እናሃለወ፡ እቲ ሞርዚ ኒው ግሩፕ፡ ካብ ኒውዚላንድ ናብ ደሴታት ተሰዲዱ፡ ናይ ገዛእ ርእሶም ፍሉይን ሰላማውን ባህሊ ንምምዕባል፡ ቀንዲ ናይ መሬት ማኦርየም ምዃኑ ሓድሽ መርትዖታት ኣሎ። ብተወሳኺ ኣብ ደሴታት እተን ደሴታት ማኦሪ ካብ ኒውዚላንድ ዝተሰደደት ካልኦት ቀቢላታት ነበራ። ንርእሶም ኣስማት ሞሮሪ፡ ውሑዳት ዘይምርድዳእ ሃብዋ ኣብ መወዳእታ ድማ ሞሮሪ ክጠፍኡ ክኢሎም።,ብመሰረት እቲ ጽሑፍ፡ መን እዩ ናይ ሕርሻ ማሕበረሰብ ዝጀመረ ክኸውን ይኽእል?,ሞሪ ካብ ኒውዚላንድ,ሞርቲ ካብ ደሴታት ቻታም,ህዝቢ ማኦሪ ካብ ፖሊሽያ,ማኦሪ ካብ መይንላንድ
