passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"Some regions beyond the Ottoman Porte were included. One was North Africa west of Egypt. It was occupied by piratical kingdoms of the Barbary Coast, de facto independent since the 18th century. Formerly part of the empire at its apogee. Iran was included because it could not easily be reached except through the Ottoman Empire or neighboring Russia. In the 1890s the term tended to focus on the conflicts in the Balkan states and Armenia. The demise of the sick man of Europe left considerable confusion as to what was to be meant by ""Near East"". It is now generally used only in historical contexts, to describe the countries of Western Asia from the Mediterranean to (or including) Iran. There is, in short, no universally understood fixed inventory of nations, languages or historical assets defined to be in it.",59,How many regions did North Africa include?,Western Asia,the Barbary Coast,monad.n.02,One,4,"ገለ ዞባታት ኪኖ ፖርትማን ፖርት ተኻቲቶም። ሓደ ካብ ግብጺ ንምዕራብ ሰሜን ኣፍሪቃ ነበረ። ካብ መበል 18 ክፍለ ዘመን ጀሚራ ብወገና ብጭቡጥ ነጻ ዝኾነት ናይ ባርባሪ ኮስት ብፒራታሪካዊ መንግስትታት ተታሒዛ ነበረት። ቀደም ኣካል ናይቲ ግዝኣት ብኣፖጊኡ። ኢራን ብዘይካ ብመንገዲ ግዝኣት ኦቶማን ወይ ጎረቤት ሩስያ ብቐሊሉ ክትበጽሖ ስለ ዘይከኣለት እያ ተሓዊሳ። ኣብ 1890ታት እቲ ቃል ኣብ ባልካን ግዝኣታትን ኣርመንያን ኣብ ዝነበረ ግርጭታት ከተኩር ዝንባለ ነይርዎ። እቲ ዝሓመመ ሰብ ኤውሮጳ ምውዳቕ ""ኣብ ጥቓ ምብራቕ"" እንታይ ክግበር ከም ዘለዎ ርኡይ ምድንጋር ገዲፉ። ሕጂ ብሓፈሻ ኣብ ታሪኻዊ ኵነታት ጥራይ እዩ ዝጥቀመሉ፣ ንሃገራት ምዕራባዊ ኤስያ ካብ ማእከላይ ባሕሪ ክሳብ ንኢራን (ወይ ሓዊሱ) ንምግላጽ። ብሓጺሩ፡ ኣብ ውሽጡ ከም ዘሎ ዝተገልጸ፡ ብዓለምለኻዊ ደረጃ ዝተረድአ ጽኑዕ ዝርዝር ኣህዛብ፡ ቋንቋታት ወይ ታሪኻዊ ንብረት የለን።",ሰሜን ኣፍሪቃ ክንደይ ዞባታት ነይርዋ?,ምዕራባዊ ኤስያ,ባርባሪ ኮስት,ሞናድ.ኤን.02,ሓደ
"London is a major global centre of higher education teaching and research and its 43 universities form the largest concentration of higher education institutes in Europe. According to the QS World University Rankings 2015/16, London has the greatest concentration of top class universities in the world and the international student population around 110,000 which is also more than any other city in the world. A 2014 PricewaterhouseCoopers report termed London as the global capital of higher education",60,What is the international student population of London?,"110,000",PricewaterhouseCoopers,London,2014,1,"ለንደን ዓብዪ ዓለማዊ ማእከል ትምህርቲ ላዕለዋይ ትምህርቲ ኮይና ምርምርን ምርምርን 43 ዩኒቨርሲቲታታ ድማ ኣብ ኤውሮጳ ዝዓበየ ምትእኽኻብ ላዕለዎት ትካላት ትምህርቲ ዝቖማ እየን። ብመሰረት QS World University Rankings 2015/16 ለንደን ኣብ ዓለምና ዝለዓለ ምትእኽኻብ ላዕለዎት ደርባውያን ዩኒቨርሲቲታትን ዓለምለኻዊ ህዝብን ተምሃሮ ኣብ ከባቢ 110,000 ዘለዋ ኮይና እዚኣ እውን ካብ ዝኾነት ካልእ ከተማ ዓለም ንላዕሊ እያ። ኣብ 2014 ዝወጸ ጸብጻብ ፕራይስዋተርሃውስኮፐርስ ለንደን ዓለምለኻዊት ርእሰ ከተማ ላዕለዋይ ትምህርቲ ኢሉ ዝጽውዓ ጸብጻብ 2014",ዓለምለኻዊ ህዝቢ ተማሃሮ ለንደን እንታይ እዩ?,"110,000",ዋጋ ዋተርዋተርሃውስኩፐርስ,ለንደን,2014
"After the grant of the royal charter it had become known as the Royal Institute of British Architects in London, eventually dropping the reference to London in 1892. In 1934, it moved to its current headquarters on Portland Place, with the building being opened by King George V and Queen Mary.",61,When did the Royal Institute of British Architects in London cease being named the Royal Institute of British Architects in London?,London,Queen Mary,Portland Place,1892,4,ድሕሪ ናይ ንጉሳዊ ቻርተር ምሃቡ ኣብ ለንደን ሮያል ኢንስቲትዩት ብሪጣንያዊ ኣርኪቴክትስ ተባሂሉ ተፈሊጡ ነበረ፣ ኣብ መወዳእታ ድማ ነቲ መወከሲ ናብ ለንደን ብ1892 ኣውዲቑዎ።ኣብ 1934 ናብቲ ሕጂ ዘለዎ ዋና ቤት ጽሕፈቱ ኣብ ፖርትላንድ ፕለይስ ተሰጋጊሩ፣ እቲ ህንጻ ብንጉስ ጆርጅ ቪን ንግስቲ ሜሪን ተኸፊቱ።,ኣብ ለንደን ዝርከብ ሮያል ኢንስቲትዩት ብሪጣንያዊ ኣርኪተክተራት መዓስ እዩ ኣብ ለንደን ዝርከብ ሮያል ኢንስቲትዩት ብሪጣንያዊ ኣርኪተክተራት ተባሂሉ ዝተሰምየ?,ለንደን,ንግስቲ ሜሪ,ፖርትላንድ ፕለይስ,1892
"In 1862, paper money was issued without the backing of precious metals, due to the Civil War. Silver and gold coins continued to be issued and in 1878 the link between paper money and coins was reinstated. This disconnection from gold and silver backing also occurred during the War of 1812. The use of paper money not backed by precious metals had also occurred under the Articles of Confederation from 1777 to 1788. With no solid backing and being easily counterfeited, the continentals quickly lost their value, giving rise to the phrase ""not worth a continental"". This was a primary reason for the ""No state shall... make any thing but gold and silver coin a tender in payment of debts"" clause in article 1, section 10 of the United States Constitution.",62,What war resulted in paper money being issued without the backing of precious metals?,article 1,1878,section 10,the Civil War,4,"ኣብ 1862 ዓ.ም.ፈ. ብሩርን ወርቅን ሳንቲም ምውጽኡ ቀጺሉ ኣብ 1878 ኣብ መንጎ ገንዘብ ወረቐትን ሳንቲምን ዝነበረ ምትእስሳር ተመሊሱ። እዚ ካብ ወርቅን ብሩርን ደገፍ ምቁራጽ ኣብ እዋን ኲናት 1812 እውን እዩ ኣጋጢሙ።ብኽቡር ብረት ዘይተደገፈ ናይ ወረቐት ገንዘብ ምጥቃም እውን ካብ 1777 ክሳብ 1788 ኣብ ትሕቲ ናይ ኮንፈደረሽን ዓንቀጻት ኣጋጢሙ ነበረ።ዝኾነ ጽኑዕ ደገፍ ዘይብሉን ብቐሊሉ ናይ ሓሶት ብምዃኑን፣ እተን ኣህጉር ቀልጢፋ ዋጋአን ስኢነን፣ ""ንሓንቲ ኣህጉር ዘይበቅዕ"" ሓረግ ፈጢራ። እዚ ቀንዲ ምኽንያት ናይቲ ""No State Shall... ብዘይካ ወርቅን ብሩርን ሳንቲም ኣብ ክፍሊት ዕዳ ጨረታ እምበር ዝኾነ ነገር ክገብር እዩ"" ዝብል ዓንቀጽ ኣብ ዓንቀጽ 1 ክፍሊ 10 ቅዋም ሕቡራት መንግስታት ኣመሪካ።",ክቡራት ሓጺናት ብዘይ ምድጋፍ ናይ ወረቐት ገንዘብ ክወሃብ እንታይ ኲናት እዩ ነይሩ?,ዓንቀጽ 1,1878,ክፍሊ 10,ኲናት ሓድሕድ
"The Premier League is broadcast in the United States through NBC Sports. Premier League viewership has increased rapidly, with NBC and NBCSN averaging a record 479,000 viewers in the 2014–15 season, up 118% from 2012–13 when coverage still aired on Fox Soccer and ESPN/ESPN2 (220,000 viewers), and NBC Sports has been widely praised for its coverage. NBC Sports reached a six-year extension with the Premier League in 2015 to broadcast the league through the 2021–22 season in a deal valued at $1 billion (£640 million).",63,What is the broadcasting company of the Premier League?,NBC Sports,six-year,$1 billion,£640 million,1,"ፕረምየርሊግ ኣብ ኣሜሪካ ብመንገዲ NBC ስፖርት ይፍኖ። ፕረምየርሊግ ተዓዘብቲ ብቕልጡፍ ወሲኹ፡ NBCን NBCSNን ኣብ ዓመተ ስፖርት 2014–15 ክብረወሰን 479,000 ተዓዘብቲ ብምርካብ፡ ካብ 2012–13 ብ118% ወሰኽ ኣርእዩ፡ ሽፋን ገና ኣብ ፎክስ ኩዕሶ እግሪን ESPN/ESPN2ን ኣብ ኣየር ዝወዓለሉ እዋን (220,000 ተዓዘብቲ)፡ ከምኡ’ውን NBC ስፖርት ብሰፊሑ ንሽፋን ብናእዳ ዝንኣስ ኮይኑ ኣሎ። NBC Sports ኣብ 2015 ምስ ፕረምየርሊግ ን6 ዓመት ዝወሰደ ናእዳ ብምብጻሕ፡ ነቲ ሊግ ክሳብ 2021–22 ዓመተ ስፖርት ብ1 ቢልዮን ዶላር (640 ሚልዮን ፓውንድ) ዝዋግኡ ውዕል ንምፍናው በጺሑ።",ናይ ፕረምየርሊግ ናይ ፈነወ ትካል እንታይ እዩ?,ናይ NBC ስፖርት,ሽዱሽተ ዓመት,$1 ቢልዮን,640 ሚልዮን ፓውንድ
"In the United Kingdom, sociologists and other scholars influenced by Marxism, such as Stuart Hall (1932–2014) and Raymond Williams (1921–1988), developed cultural studies. Following nineteenth-century Romantics, they identified ""culture"" with consumption goods and leisure activities (such as art, music, film, food, sports, and clothing). Nevertheless, they saw patterns of consumption and leisure as determined by relations of production, which led them to focus on class relations and the organization of production.",64,In what country did Stuart Hall and Raymond Williams develop cultural studies?,Romantics,the United Kingdom,Raymond Williams,Stuart Hall,2,"ኣብ ዓባይ ብሪጣንያ፡ ተመራመርቲ ስነ-ማሕበረሰብን ካልኦት ብማርክስነት ዝተጸልዉ ምሁራትን፡ ከም ስቱዋርት ሆል (1932–2014)ን ሬይሞንድ ዊልያምስ (1921–1988)ን ዝኣመሰሉ ባህላዊ መጽናዕትታት ኣማዕቢሎም። ኣብ መበል ዓሰርተ ትሽዓተ ክፍለ ዘመን ሮማንቲክስ ስዒቡ፡ ""ባህሊ"" ምስ ናይ ሃልኪ ኣቑሑትን ናይ ትርፊ ግዜ ንጥፈታትን (ከም ጥበብ፡ ሙዚቃ፡ ፊልም፡ መግቢ፡ ስፖርት፡ ከምኡ’ውን ክዳን) ኣለልዮም። እዚ ከምዚ ኢሉ እናሃለወ፡ ብዝምድናታት ምፍራይ ከም ዝተወሰነ ቅዲ ሃልኪን ትርፊ ግዜን ርእዮም፡ እዚ ድማ ኣብ ደርባዊ ዝምድናታትን ኣብ ውዳበ ምህርትን ከተኩሩ ዝደረኾም እዩ።",ስቱዋርት ሆልን ሬይሞንድ ዊልያምስን ኣብ ምንታይ ሃገር እዩ ባህላዊ መጽናዕቲ ኣማዕቢሎም?,ሮማንቲክ,ዓባይ ብሪጣንያ,ራይሞንድ ዊልያምስ,ስቱዋርት ሆል
"An upscale lifestyle publication called Slice Magazine is circulated throughout the metropolitan area. In addition, there is a magazine published by Back40 Design Group called The Edmond Outlook. It contains local commentary and human interest pieces direct-mailed to over 50,000 Edmond residents.",65,What upscale lifestyle publication is distributed throughout the Edmond area?,The Edmond Outlook,—,Back40 Design Group,Slice Magazine,4,"ስላይስ መጽሔት ዝበሃል ላዕለዋይ ደረጃ ሕትመት ኣብ መላእ ሜትሮፖሊታን ከባቢ ይዝርጋሕ። ብተወሳኺ፡ ብ Back40 Design Group ዝተሓትመ መጽሔት፡ Edmond Outlook ዝበሃል መጽሔት ኣሎ። ንልዕሊ 50,000 ነበርቲ ኤድሞንድ ብቐጥታ ዝለኣኸሉ ናይ ከባቢ ሓተታን ሰብኣዊ ተገዳስነትን ዝሓዘ እዩ።",ኣብ መላእ ከባቢ ኤድሞንድ እንታይ ዓይነት ላዕለዋይ ደረጃ ምሕታም ቅዲ ህይወት ይዝርጋሕ?,እቲ ኤድሞንድ ኣውትሉክ .,—,Back40 ዲዛይን ጉጅለ,ስላይስ መጽሔት
"The ""religious test"" clause has been interpreted to cover both elected officials and appointed ones, career civil servants as well as political appointees. Religious beliefs or the lack of them have therefore not been permissible tests or qualifications with regard to federal employees since the ratification of the Constitution. Seven states, however, have language included in their Bill of Rights, Declaration of Rights, or in the body of their constitutions that require state office-holders to have particular religious beliefs, though some of these have been successfully challenged in court. These states are Texas, Massachusetts, Maryland, North Carolina, Pennsylvania, South Carolina, and Tennessee.",66,How many states include language that requires state office-holders to have particular religious beliefs?,Constitution,South Carolina,Seven,Massachusetts,3,"እቲ ""ሃይማኖታዊ ፈተና"" ዝብል ዓንቀጽ ንኽልቲኦም ዝተመርጹ ሰበስልጣንን ዝተመዘዙን፡ ሞያውያን ኣገልገልቲ ሞያ ከምኡ'ውን ፖለቲካዊ ሹመናታት ዝሽፍን ተተርጒሙ ኣሎ። ስለዚ ሃይማኖታዊ እምነታት ወይ ዘይምህላዎም ካብ ምጽዳቕ ቅዋም ጀሚሩ ንሰራሕተኛታት ፌደራል ብዝምልከት ኣብ ምፍርራሕ ወይ ብቕዓታት ዝፍቀድ ፈተና ወይ ብቕዓት ኣይነበሮምን። ሸውዓተ ግዝኣታት ግን ኣብቲ ናይ መሰሎም እማመ፣ ናይ መሰላት ኣዋጅ ወይ ኣብቲ ናይ ግዝኣት ቤት ፅሕፈት ወነንቲ ፍሉይ ሃይማኖታዊ እምነት ክህልዎም ዝጠልብ ኣካል ቅዋማቶም ዝተኻተተ ቋንቋ ​​ኣለወን፣ ዋላ እኳ ገለ ካብዚኦም ኣብ ቤት ፍርዲ ብዓወት እንተተፈታተኑ። እዘን ግዝኣታት ቴክሳስ፣ ማሳቹሰትስ፣ ሜሪላንድ፣ ሰሜን ካሮላይና፣ ፐንሲልቫንያ፣ ደቡብ ካሮላይናን ተነሲን እየን።",ክንደይ ግዝኣታት ቋንቋ መንግስታዊ ቤት ፅሕፈት-ወነንቲ ፍሉይ ሃይማኖታዊ እምነት ክህልዎም ዝጠልብ ቋንቋ ዘጠቓልሉ?,ቅዋም,ደቡብ ካሮላይና,ሸውዓተ,ማሳቹሰትስ
"The English language has been official in the state of Oklahoma since 2010. The variety of North American English spoken is called Oklahoma English, and this dialect is quite diverse with its uneven blending of features of North Midland, South Midland, and Southern dialects. In 2000, 2,977,187 Oklahomans—92.6% of the resident population five years or older—spoke only English at home, a decrease from 95% in 1990. 238,732 Oklahoma residents reported speaking a language other than English in the 2000 census, about 7.4% of the total population of the state. Spanish is the second most commonly spoken language in the state, with 141,060 speakers counted in 2000. The next most commonly spoken language is Cherokee, with about 22,000 speakers living within the Cherokee Nation tribal jurisdiction area of eastern Oklahoma. Cherokee is an official language in the Cherokee Nation tribal jurisdiction area and in the United Keetoowah Band of Cherokee Indians.",67,What language has been officially used in Oklahoma since 2010?,English,five years,the United Keetoowah Band,"2,977,187 Oklahomans—92.6%",1,"ቋንቋ እንግሊዝ ካብ 2010 ጀሚሩ ኣብ ግዝኣት ኦክላሆማ ወግዓዊ ኮይኑ ጸኒሑ።እቲ ዝተፈላለየ ናይ ሰሜን ኣመሪካ እንግሊዝኛ ዝዝረብ እንግሊዝኛ ይበሃል፡ እዚ ላህጃ እዚ ድማ ምስቲ ዘይምዕሩይ ምትሕውዋስ ባህርያት ኖርዝ ሚድላንድ፡ ሳውዝ ሚድላንድን ደቡባዊ ላህጃታትን ኣዝዩ ዝተፈላለየ እዩ። ኣብ 2000 2,977,187 Oklahomans—92.6% ናይቲ ነባሪ ህዝቢ ሓሙሽተ ዓመትን ልዕሊኡን—ኣብ ገዛ እንግሊዝኛ ጥራይ እዩ ነይሩ፣ እዚ ድማ ካብቲ ኣብ 1990 ዝነበረ 95% ምንካይ 238,732 ነበርቲ ኦክላሆማ ኣብ 2000 ቆንስስ ካብ እንግሊዝኛ ወጻኢ ካልእ ቋንቋ ከም ዝዛረቡ ጸብጺቦም፣ ኣስታት 7.4% ካብ ጠቕላላ ህዝቢ ናይቲ ግዝኣት። ስጳኛ ኣብታ ግዝኣት ካልኣይ ዝበዝሐ ዝዝረብ ቋንቋ ኮይኑ፡ ኣብ 2000 141,060 ተዛረብቲ ተቖጺሮም ኣለዉ።እቲ ዝቕጽል ዝበዝሕ ዝዝረብ ቋንቋ ቸሮኪ ኮይኑ፡ ኣብ ውሽጢ ቸሮኪ ኔሽን ቀቢላ ፍርዳዊ ስልጣነን ዝነብሩ ኣስታት 22,000 ተዛረብቲ ምስ ምብራቓዊ ኦክላሆማ ይነብሩ። ቸሮኪ ኣብ ከባቢ ቸሮኪ ኔሽን ቀቢላ ስልጣን ፍርዲ ወግዓዊ ቋንቋ ኮይኑ ኣብ ዩናይትድ ኪቶዋህ ባንድ ቸሮኪ ህንዳውያን እዩ።",ካብ 2010 ጀሚሩ ኣብ ኦክላሆማ ብወግዒ እንታይ ቋንቋ ተጠቒሙ?,ኢንግሊሽ,ሓሙሽተ ዓመት,ዩናይትድ ኪቶዋህ ባንድ,"2.977,187> ኦክላሆንስ-92.6%"
"Darwin proposes sexual selection, driven by competition between males for mates, to explain sexually dimorphic features such as lion manes, deer antlers, peacock tails, bird songs, and the bright plumage of some male birds. He analysed sexual selection more fully in The Descent of Man, and Selection in Relation to Sex (1871). Natural selection was expected to work very slowly in forming new species, but given the effectiveness of artificial selection, he could ""see no limit to the amount of change, to the beauty and infinite complexity of the coadaptations between all organic beings, one with another and with their physical conditions of life, which may be effected in the long course of time by nature's power of selection"". Using a tree diagram and calculations, he indicates the ""divergence of character"" from original species into new species and genera. He describes branches falling off as extinction occurred, while new branches formed in ""the great Tree of life ... with its ever branching and beautiful ramifications"".",68,In which book did Darwin analyse sexual selection?,—,Darwin,The Descent of Man,—,3,"ዳርዊን ጾታዊ ምርጫ፡ ኣብ መንጎ ደቂ ተባዕትዮ ንመጻምድቲ ብውድድር ዝድረኽ፡ ከም ላዮን ማነስ፡ ቀርኒ ሓራምዝ፡ ጭራታት ፒኮክ፡ ደርፍታት ኣዕዋፍን ድሙቕ መንኮርኮር ገለ ደቂ ተባዕትዮ ኣዕዋፍን ዝኣመሰሉ ጾታዊ ዲሞርፊክ መልክዕ ንምግላጽ ይእምት። ጾታዊ ምርጫ ኣብ ምውራድ ሰብ ብዝያዳ ምሉእ ብምሉእ ተንቲኑ፡ ምስ ጾታዊ ርክብ ብዝተኣሳሰር ድማ ምምራጽ (1871)። ተፈጥሮኣዊ ምርጫ ሓደስቲ ዓይነታት ኣብ ምፍጣር ኣዝዩ ቀስ ኢሉ ክሰርሕ ትጽቢት ይግበር ነበረ፣ እንተኾነ ግን ውጽኢታዊነት ኣርቲፊሻል ምርጫ ኣብ ግምት ብምእታው፣ ""ንዝኾነ መጠን ለውጢ፣ ክሳብ ጽባቐን ደረት ኣልቦ ውስብስብነትን ናይቲ ኣብ መንጎ ኩሎም ኦርጋኒክ ፍጡራት ዝግበር ናይ ምትሕግጋዝ ውስብስብነት፣ ሓደ ምስ ካልእን ምስቲ ኣካላዊ ኩነታት ህይወቶምን፣ ኣብ ነዊሕ መስርሕ ናይ ግዜ ሓይሊ ምርጫ ክግበር ይኽእል እዩ""። ስእላዊ ስእሊ ገረብን ስሌታትን ብምጥቃም፡ ካብ መበቆላውያን ዓሌታት ናብ ሓደስቲ ዓይነታትን ጀነራራን ""ምትሕውዋስ ገጸ ባህሪ"" የመልክት። ንሱ፡ ኣብ ""ዓባይ ኦም ህይወት ... ምስቲ ወትሩ ጨንፈርን ጽቡቕ ጽላባቱን"" ዝፍጠሩ ሓደስቲ ጨናፍር ክፍጸሙ እንከለዉ፡ ጨናፍር ከም ዘጋጠሞም ዝወደቑ ጨናፍር ይገልጽ።",ዳርዊን ኣብ ኣየናይ መጽሓፍ እዩ ጾታዊ ምርጫ ተንቲኑ?,—,ዳርዊን,ትውልዲ ሰብ .,—
"In 1903, Brigham Young Academy was dissolved, and was replaced by two institutions: Brigham Young High School, and Brigham Young University. (The BY High School class of 1907 was ultimately responsible for the famous giant ""Y"" that is to this day embedded on a mountain near campus.) The Board elected George H. Brimhall as the new President of BYU. He had not received a high school education until he was forty. Nevertheless, he was an excellent orator and organizer. Under his tenure in 1904 the new Brigham Young University bought 17 acres (69,000 m2) of land from Provo called ""Temple Hill"". After some controversy among locals over BYU's purchase of this property, construction began in 1909 on the first building on the current campus, the Karl G. Maeser Memorial. Brimhall also presided over the University during a brief crisis involving the theory of evolution. The religious nature of the school seemed at the time to collide with this scientific theory. Joseph F. Smith, LDS Church president, settled the question for a time by asking that evolution not be taught at the school. A few have described the school at this time as nothing more than a ""religious seminary"". However, many of its graduates at this time would go on to great success and become well renowned in their fields.",69,How many institutions replaced BYU after Brigham Young Academy was dissolved?,this day,Joseph F. Smith,Karl G. Maeser Memorial,two,4,"ኣብ 1903 ብሪጋም ያንግ ኣካዳሚ ፈሲሱ፡ ብኽልተ ትካላት ተተኪኡ፡ ብሪጋም ያንግ ላዕለዋይ ቤት ትምህርቲ፡ ከምኡውን ብሪጋም ያንግ ዩኒቨርሲቲ። (እቲ ብ1907 ብላዕለዋይ ደረጃ ትምህርቲ ዝካየደሉ ክፍሊ፡ ኣብ መወዳእታ ነቲ ኣብ ጥቓ ቀጽሪ ኣብ ዝርከብ እምባ ተሰዂዑ ዝነበረ ፍሉጥ ግዙፍ ""ይ"" ተሓታቲ እዩ ነይሩ።) እቲ ቦርድ ጆርጅ ኤች ብሪምሆል ሓድሽ ፕረዚደንት BYU ኮይኑ መረጾ። ክሳብ ኣርብዓ ዝኸውን ትምህርቲ ካልኣይ ደረጃ ኣይረኸበን። እዚ ከምዚ ኢሉ እናሃለወ ብሉጽ ተዛራባይን ኣዳላዊን እዩ ነይሩ። ኣብ 1904 ኣብ ዝነበረሉ እዋን ሓድሽ ብሪጋም ያንግ ዩኒቨርሲቲ ካብ ፕሮቮ ""Temple Hill"" ዝበሃል 17 ኤከር (69,000 m2) መሬት ዓዲጉ። ድሕሪ ገለ ክትዕ ኣብ መንጎ ደቂ ዓዲ ብሰንኪ BYU ነዚ ንብረት ምዕዳግ፡ ህንጸት ኣብ 1909 ኣብቲ ናይ መጀመርታ ህንጻ ኣብቲ ሕጂ ዘሎ ቀጽሪ፡ ካርል ጂ.ማሰር መዘከርታ እዩ ጀሚሩ። ብሪምሆል ንክልሰ-ሓሳብ ፍልቀት ዝምልከት ሓጺር ቅልውላው ኣብቲ ዩኒቨርሲቲ እውን ይመርሕ ነይሩ። ሃይማኖታዊ ባህሪ ናይቲ ቤት ትምህርቲ ኣብቲ እዋን ምስዚ ሳይንሳዊ ክልሰ-ሓሳብ ክጋጨው ዝነበረ ይመስል። ጆሴፍ ኤፍ ስሚዝ ፕረዚደንት ቤተ ክርስቲያን ኤል.ዲ.ኤስ. ውሑዳት ነቲ ቤት ትምህርቲ ኣብዚ እዋን ካብ ""ሃይማኖታዊ ሰሚናሪ"" ንላዕሊ ካልእ ከምዘይኮነ ገሊጾሞ ኣለዉ። ይኹን እምበር ብዙሓት ኣብዚ እዋን እዚ ምሩቓቱ ናብ ዓቢ ዓወት ምኸዱን ኣብ ዓውዶም ጽቡቕ ስሙያት ክኾኑን እዮም።",ብሪጋም ያንግ ኣካዳሚ ድሕሪ ምፍራሱ ክንደይ ትካላት ተኪአን?,እዛ መዓልቲ እዚኣ,ጆሴፍ ኤፍ ስሚዝ,ካርል ጂ ማሰር ዝኽሪ,ክልተ
"In 2005, Apple faced two lawsuits claiming patent infringement by the iPod line and its associated technologies: Advanced Audio Devices claimed the iPod line breached its patent on a ""music jukebox"", while a Hong Kong-based IP portfolio company called Pat-rights filed a suit claiming that Apple's FairPlay technology breached a patent issued to inventor Ho Keung Tse. The latter case also includes the online music stores of Sony, RealNetworks, Napster, and Musicmatch as defendants.",70,How many lawsuits did Apple face in 2005?,iPod,Sony,Napster,two,4,"ኣብ 2005፡ ኣፕል ብመስመር ኣይፖድን ምስኡ ዝተሓሓዝ ቴክኖሎጂታቱን ፓተንት ምጥሓስ ፓተንት ከም ዘለዋ ዝሓትት ክልተ ክስታት ኣጋጢምዎ: ምዕቡል መሳርሒታት ድምጺ፡ እቲ መስመር ኣይፖድ ኣብ ""ሙዚቃዊ ጁክቦክስ"" ፓተንቱ ከም ዝጠሓሰ ክገልጹ እንከለዉ፡ ኣብ ሆንግ ኮንግ ዝመደበሩ ናይ IP ፖርትፎሊዮ ኩባንያ ፓት-ራይትስ ዝበሃል ናይ ኣፕልፕላይ ቴክኖሎጂ ንኢንተርኮር ሆም ኬን ኪንግ ጻይንግ ጻይንግ ጻይትሰ ዝወጸ ፓተንት ከም ዝፈርስ ዝገልጽ ክሲ ከም ዘቕረበ ይገልጽ። እዚ ዳሕረዋይ ጉዳይ፡ ከም ተኸሰስቲ ናይ ሶኒ፡ ሪልኔትዎርክስ፡ ናፕስተርን ሙዚቃንማችን ናይ ኦንላይን ናይ ሙዚቃ ድኳናት እውን የጠቓልል።",ኣብ 2005 ኣፕል ክንደይ ክስታት ተፋጢጡ?,ኣይፖድ,ሶኒ,ናፕስተር,ክልተ
"In physics, the standard definition of a glass (or vitreous solid) is a solid formed by rapid melt quenching. The term glass is often used to describe any amorphous solid that exhibits a glass transition temperature Tg. If the cooling is sufficiently rapid (relative to the characteristic crystallization time) then crystallization is prevented and instead the disordered atomic configuration of the supercooled liquid is frozen into the solid state at Tg. The tendency for a material to form a glass while quenched is called glass-forming ability. This ability can be predicted by the rigidity theory. Generally, the structure of a glass exists in a metastable state with respect to its crystalline form, although in certain circumstances, for example in atactic polymers, there is no crystalline analogue of the amorphous phase.",71,What temperature is used to describe glass in physics?,Tg,—,—,—,1,ኣብ ፊዚክስ፡ እቲ መደበኛ ትርጉም ናይ ሓደ ብርጭቆ (ወይ ቪትሮስ ሶሊድ) ብቕልጡፍ ምቕልቃል ምጥፍፋእ ዝፍጠር ረቂቕ እዩ። እቲ ብርጭቆ ዝብል ቃል መብዛሕትኡ ግዜ ዝኾነ ዓይነት ኣሞርፋስ ደረቕ ንምግላፅ ዝውዕል ኮይኑ ናይ ብርጭቆ ምስግጋር ሙቐት TG ዘርኢ እዩ። እቲ ምዝሓል እኹል ቅልጡፍ እንተኾይኑ (ምስቲ ባህርያዊ ክሪስታላይዜሽን ግዜ ዝተኣሳሰር) ሽዑ ክሪስታላይዜሽን ይኽልከል እሞ ኣብ ክንድኡ እቲ ስርዓት ኣልቦ ኣቶሚክ ቅርጺ ናይቲ ልዕሊ ዝዘሓለ ፈሳሲ ናብቲ ጽኑዕ ኩነታት ኣብ TG ይዕንቀፍ። ሓደ ንብረት ኣብ ዝጠፍአ ብርጭቆ ናይ ምፍጣር ዝንባለ ብርጭቆ ናይ ምፍጣር ክእለት ይበሃል። እዚ ክእለት እዚ ብክልሰ-ሓሳብ ጽንዓት ክግመት ይከኣል። ብሓፈሻ፡ ኣቃውማ ናይ ሓደ ብርጭቆ ኣብ ሜታስጣብል ኩነታት ምስቲ ክሪስታላዊ መልክዑ ኣተሓሒዝካ ይህሉ፡ ዋላ’ኳ ኣብ ዝተወሰነ ኩነታት፡ ንኣብነት ኣብ ኣታክቲክ ፖሊመር፡ ክሪስታላዊ ኣናሎግ ናይቲ ኣሞርፋስ ምዕራፍ እንተዘይሃለወ።,ኣብ ፊዚክስ ብርጭቆ ንምግላጽ እንታይ ዓይነት ሙቐት ይጥቀም?,TG .,—,—,—
