passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"Besides the schism, the western church was riven by theological controversies, some of which turned into heresies. John Wycliffe (d. 1384), an English theologian, was condemned as a heretic in 1415 for teaching that the laity should have access to the text of the Bible as well as for holding views on the Eucharist that were contrary to church doctrine. Wycliffe's teachings influenced two of the major heretical movements of the later Middle Ages: Lollardy in England and Hussitism in Bohemia. The Bohemian movement initiated with the teaching of Jan Hus, who was burned at the stake in 1415 after being condemned as a heretic by the Council of Constance. The Hussite church, although the target of a crusade, survived beyond the Middle Ages. Other heresies were manufactured, such as the accusations against the Knights Templar that resulted in their suppression in 1312 and the division of their great wealth between the French King Philip IV (r. 1285–1314) and the Hospitallers.",95,In what year was John Wycliffe condemned for teaching that the laity should have access to the text of the Bible?,two,Eucharist,Hospitallers,1415,4,"ጎና ጎኒ እቲ ,schism እቲ western ቤተ ክርስትያን ኔሩ riven ብ theological ,controversies ንእሽተይ ካብ አየናይ turned ናብ ውሽጢ .heresies John Wycliffe (.d ),1384 ሓደ ኢንግሊሽ ,theologian ኔሩ condemned ከም ሓደ heretic አብ ውሽጢ 1415 ን teaching እቲ እቲ laity ይሓይሽ ኣለኒ ናይ ምርካብ ዓቅሚ ናብ እቲ ጽሑፍ ካብ እቲ Bible ከም ደሓን ከም ን holding views አብ ልዕሊ እቲ Eucharist እቲ ኔሮም contrary ናብ ቤተ ክርስትያን .doctrine 'Wycliffe's teachings influenced ክልተ ካብ እቲ ዋና heretical movements ካብ እቲ ዳሕራይ ማእኸል :Ages Lollardy አብ ውሽጢ England እና Hussitism አብ ውሽጢ .Bohemia እቲ Bohemian ምንቅስቓስ initiated ምስ እቲ teaching ካብ Jan ,Hus መን ኔሩ burned ኣብ እቲ ጉንዲ አብ ውሽጢ 1415 ድሕሪ ፍጥረት condemned ከም ሓደ heretic ብ እቲ ዋዕላ ካብ .Constance እቲ Hussite ,ቤተ ክርስትያን ዋላ እኳ እቲ ዒላማ ካብ ሓደ ,crusade survived ብልዕሊ እቲ ማእኸል .Ages ካልእ heresies ኔሮም ,manufactured ከምዚ ከም እቲ accusations ተቃራኒ እቲ Knights Templar እቲ resulted አብ ውሽጢ ናቶም suppression አብ ውሽጢ 1312 እና እቲ division ካብ ናቶም ምዑዝ ሃፍቲ አብ መንጎ እቲ French ንጉስ Philip IV (.r )1285–1314 እና እቲ .Hospitallers",አብ ውሽጢ እንታይ ዓመት ኔሩ John Wycliffe condemned ን teaching እቲ እቲ laity ይሓይሽ ኣለኒ ናይ ምርካብ ዓቅሚ ናብ እቲ ጽሑፍ ካብ እቲ ?Bible,ክልተ,Eucharist,Hospitallers,1415
"A samurai could take concubines but their backgrounds were checked by higher-ranked samurai. In many cases, taking a concubine was akin to a marriage. Kidnapping a concubine, although common in fiction, would have been shameful, if not criminal. If the concubine was a commoner, a messenger was sent with betrothal money or a note for exemption of tax to ask for her parents' acceptance. Even though the woman would not be a legal wife, a situation normally considered a demotion, many wealthy merchants believed that being the concubine of a samurai was superior to being the legal wife of a commoner. When a merchant's daughter married a samurai, her family's money erased the samurai's debts, and the samurai's social status improved the standing of the merchant family. If a samurai's commoner concubine gave birth to a son, the son could inherit his father's social status.",96,Who checked their background?,—,—,higher-ranked samurai,—,3,"ሓደ samurai ይከኣል ውሰድ concubines ግን ናቶም backgrounds ኔሮም checked ብ -higher-ranked .samurai አብ ውሽጢ ቡዙሕ ,cases taking ሓደ concubine ኔሩ akin ናብ ሓደ .መርዓ Kidnapping ሓደ ,concubine ዋላ እኳ ልሙድ አብ ውሽጢ ,ልበ ወለድ ይኸውን ኣለኒ ዝነበረ ,shameful እንተ ዘይኮነ .criminal እንተ እቲ concubine ኔሩ ሓደ ,commoner ሓደ messenger ኔሩ ተላኢኹ ምስ betrothal ገንዘብ ወይ ሓደ መዝገብ ን exemption ካብ tax ናብ ሕተት ን ንሳ 'ኣቦን ኣዶን .acceptance ሙሉእ እኳ እቲ ሰበይቲ ይኸውን ዘይኮነ ኩን ሓደ ሕጋዊ ,ሰበይቲ ሓደ ኩነታት normally ገምገመ ሓደ ,demotion ቡዙሕ ሃብታም merchants believed እቲ ፍጥረት እቲ concubine ካብ ሓደ samurai ኔሩ ጸብለልታ ዘለዎ ናብ ፍጥረት እቲ ሕጋዊ ሰበይቲ ካብ ሓደ .commoner መዓዝ ሓደ 'merchant's ጓል ምርዕው ሓደ ,samurai ንሳ 'family's ገንዘብ erased እቲ 'samurai's ,debts እና እቲ 'samurai's ማሕበራዊ ኩነታት improved እቲ standing ካብ እቲ ነጋዳይ .ስድራ እንተ ሓደ 'samurai's commoner concubine ሂቡ birth ናብ ሓደ ,son እቲ son ይከኣል inherit ናቱ 'father's ማሕበራዊ .ኩነታት",መን checked ናቶም ?ድሕረ ባይታ,—,—,-higher-ranked samurai,—
"During the same court battle, Viacom won a court ruling requiring YouTube to hand over 12 terabytes of data detailing the viewing habits of every user who has watched videos on the site. The decision was criticized by the Electronic Frontier Foundation, which called the court ruling ""a setback to privacy rights"". In June 2010, Viacom's lawsuit against Google was rejected in a summary judgment, with U.S. federal Judge Louis L. Stanton stating that Google was protected by provisions of the Digital Millennium Copyright Act. Viacom announced its intention to appeal the ruling.",97,When was the viacom court case against youtube over?,the Electronic Frontier Foundation,Louis L. Stanton,June 2010,the Digital Millennium Copyright Act,3,"አብ እዋን እቲ ማዕረ ቤት ፍርዲ ,ውግእ Viacom ተዓወተ ሓደ ቤት ፍርዲ ruling requiring YouTube ናብ ኢድ ልዕሊ 12 terabytes ካብ ሰነድ detailing እቲ viewing habits ካብ ኩሉ user መን ኣለዎ watched videos አብ ልዕሊ እቲ .ጣብያ እቲ ውሳነ ኔሩ criticized ብ እቲ Electronic Frontier ,መሰረት አየናይ ዝተፀወዐ እቲ ቤት ፍርዲ ruling ""ሓደ setback ናብ ናይ ብሕቲ ጉዳይ "".rights አብ ውሽጢ ሰነ ,2010 'Viacom's lawsuit ተቃራኒ ጉግል ኔሩ rejected አብ ውሽጢ ሓደ መጠቃለሊ ,judgment ምስ ..U.S federal ዳኛ Louis .L Stanton stating እቲ ጉግል ኔሩ protected ብ provisions ካብ እቲ Digital Millennium Copyright .ፍፃመ Viacom announced ናቱ ሓሳብ ናብ ይግባኝ እቲ .ruling",መዓዝ ኔሩ እቲ viacom ቤት ፍርዲ ጉዳይ ተቃራኒ youtube ?ልዕሊ,እቲ Electronic Frontier መሰረት,Louis .L Stanton,ሰነ 2010,እቲ Digital Millennium Copyright ፍፃመ
"In 1985, Schwarzenegger appeared in ""Stop the Madness"", an anti-drug music video sponsored by the Reagan administration. He first came to wide public notice as a Republican during the 1988 presidential election, accompanying then-Vice President George H.W. Bush at a campaign rally.",98,"When did Schwarzenegger appear in ""Stop the Madness""?",George H.W. Bush,Schwarzenegger,Stop the Madness,1985,4,"አብ ውሽጢ ,1985 Schwarzenegger ወፀ አብ ውሽጢ ""ጠጠው በል እቲ "",Madness ሓደ -anti-drug ሙዚቃ ቪዲዮ sponsored ብ እቲ Reagan .administration ንሱ መጀመርታ መጺኡ ናብ ሰፊሕ ህዝባዊ ኣፍልጦ ከም ሓደ Republican አብ እዋን እቲ 1988 presidential ,election accompanying -then-Vice ፕረዝደንት George ..H.W ቈጥቋጥ ኣብ ሓደ ወፍሪ .rally","መዓዝ ግቡር Schwarzenegger ምርካብ አብ ውሽጢ ""ጠጠው በል እቲ ""?Madness",George ..H.W ቈጥቋጥ,Schwarzenegger,ጠጠው በል እቲ Madness,1985
"The Arabic term ijāzat al-tadrīs was awarded to Islamic scholars who were qualified to teach. According to Makdisi, the Latin title licentia docendi 'licence to teach' in the European university may have been a translation of the Arabic, but the underlying concept was very different. A significant difference between the ijāzat al-tadrīs and the licentia docendi was that the former was awarded by the individual scholar-teacher, while the latter was awarded by the chief official of the university, who represented the collective faculty, rather than the individual scholar-teacher.",99,"Who said alicentia docendi was awarded by the chief official of a university, rather than the individual student-teacher?",Islamic,the European university,Latin,Makdisi,4,"እቲ Arabic ቃል ijāzat -al-tadrīs ኔሩ awarded ናብ Islamic scholars መን ኔሮም qualified ናብ .መሃረ ከም ናብ ,Makdisi እቲ Latin ርእሲ licentia docendi 'licence ናብ 'መሃረ አብ ውሽጢ እቲ European ዩኒቨርሲቲ ተዝኸዉን ኣለኒ ዝነበረ ሓደ translation ካብ እቲ ,Arabic ግን እቲ underlying ጭብጢ ኔሩ ብጣዕሚ .ፍሉይ ሓደ ግዙፍ ኣፈላላይ አብ መንጎ እቲ ijāzat -al-tadrīs እና እቲ licentia docendi ኔሩ እቲ እቲ ናይ ቀደም ኔሩ awarded ብ እቲ ውልቀ ሰብ -,scholar-teacher እስካብ እቲ ጸኒሑ ኔሩ awarded ብ እቲ ሓለቓ ዘፍለጠ ካብ እቲ ,ዩኒቨርሲቲ መን represented እቲ collective ,faculty ይመርፅ ካብ እቲ ውልቀ ሰብ -.scholar-teacher","መን ኢሉ alicentia docendi ኔሩ awarded ብ እቲ ሓለቓ ዘፍለጠ ካብ ሓደ ,ዩኒቨርሲቲ ይመርፅ ካብ እቲ ውልቀ ሰብ -?student-teacher",Islamic,እቲ European ዩኒቨርሲቲ,Latin,Makdisi
"In the 1970s and 1980s there were reports of his making sexual advances toward female reporters and members of his entourage. After the civil war, more serious charges came to light. Annick Cojean, a journalist for Le Monde, wrote in her book, Gaddafi's Harem that Gaddafi had raped, tortured, performed urolagnia, and imprisoned hundreds or thousands of women, usually very young. Another source—Libyan psychologist Seham Sergewa—reported that several of his female bodyguards claim to have been raped by Gaddafi and senior officials. After the civil war, Luis Moreno Ocampo, prosecutor for the International Criminal Court, said there was evidence that Gaddafi told soldiers to rape women who had spoken out against his regime. In 2011 Amnesty International questioned this and other claims used to justify NATO's war in Libya.",100,What is the name of the book that details Gaddafi's alleged sex advances to female journalists?,the International Criminal Court,Luis Moreno Ocampo,Harem,2011,3,"አብ ውሽጢ እቲ 1970s እና 1980s ኣብቲ ኔሮም reports ካብ ናቱ making sexual advances ንቕድሚት ኣንስተይቲ reporters እና members ካብ ናቱ .entourage ድሕሪ እቲ civil ,ውግእ ቡዙሕ ቁም ነገር charges መጺኡ ናብ .ብርሃን Annick ,Cojean ሓደ ጋዜጠኛ ን Le ,Monde ጽሒፉ አብ ውሽጢ ንሳ ,መፅሓፍ 'Gaddafi's Harem እቲ Gaddafi ዝነበረ ,raped ,tortured performed ,urolagnia እና imprisoned hundreds ወይ thousands ካብ ,ኣንስቲ ብልሙድ ብጣዕሚ .ንእሽተይ ካልእ source—Libyan psychologist Seham Sergewa—reported እቲ ቡዙሓት ካብ ናቱ ኣንስተይቲ bodyguards ምልከታ ናብ ኣለኒ ዝነበረ raped ብ Gaddafi እና ላዕለዋይ .officials ድሕሪ እቲ civil ,ውግእ Luis Moreno ,Ocampo prosecutor ን እቲ ዓለም ለኻዊ Criminal ,ቤት ፍርዲ ኢሉ ኣብቲ ኔሩ ማስረጃ እቲ Gaddafi ተባሂሉ soldiers ናብ rape ኣንስቲ መን ዝነበረ spoken ደገ ተቃራኒ ናቱ .regime አብ ውሽጢ 2011 Amnesty ዓለም ለኻዊ questioned እዚ እና ካልእ claims ዘገልገለ ናብ ኣረጋግፅ 'NATO's ውግእ አብ ውሽጢ .Libya",እንታይ እዩ እቲ ሽም ካብ እቲ መፅሓፍ እቲ ዝርዝራት 'Gaddafi's alleged sex advances ናብ ኣንስተይቲ ?journalists,እቲ ዓለም ለኻዊ Criminal ቤት ፍርዲ,Luis Moreno Ocampo,Harem,2011
"The new structure is administered by a Metropolitan Council of 210 members, not directly elected, but chosen by the councils of the member Communes. By 2020 its basic competencies will include urban planning, housing, and protection of the environment. The first president of the metropolitan council, Patrick Ollier, a Republican and the mayor of the town of Rueil-Malmaison, was elected on January 22, 2016. Though the Metropole has a population of nearly seven million persons and accounts for 25 percent of the GDP of France, it has a very small budget; just 65 million Euros, compared with eight billion Euros for the City of Paris.",101,Who was the first President of the Metropole?,eight billion,Patrick Ollier,nearly seven million,a Metropolitan Council,2,"እቲ ሓድሽ ቅርፂ እዩ administered ብ ሓደ Metropolitan ዋዕላ ካብ 210 ,members ዘይኮነ directly ,elected ግን chosen ብ እቲ councils ካብ እቲ member .Communes ብ 2020 ናቱ መሰረታዊ competencies ንመፃእ ይሓውስ ከተማ ,planning ,housing እና protection ካብ እቲ .ከባቢ እቲ መጀመርታ ፕረዝደንት ካብ እቲ metropolitan ,ዋዕላ Patrick ,Ollier ሓደ Republican እና እቲ mayor ካብ እቲ ንእሽተይ ከተማ ካብ -,Rueil-Malmaison ኔሩ elected አብ ልዕሊ ጥሪ ,22 .2016 እኳ እቲ Metropole ኣለዎ ሓደ በዝሒ ህዝቢ ካብ ከባቢ ሸውዓተ ሚልዮን persons እና accounts ን 25 percent ካብ እቲ GDP ካብ ,France እቲ ነገር ኣለዎ ሓደ ብጣዕሚ ንኡስ ;በጀት ጥራሕ 65 ሚልዮን ,Euros compared ምስ ሸሞንተ billion Euros ን እቲ ከተማ ካብ .Paris",መን ኔሩ እቲ መጀመርታ ፕረዝደንት ካብ እቲ ?Metropole,ሸሞንተ billion,Patrick Ollier,ከባቢ ሸውዓተ ሚልዮን,ሓደ Metropolitan ዋዕላ
"When interviewed for Mojo magazine the band said the most amazing sight at Live Aid was to see the audience clapping to ""Radio Ga Ga"". Brian May stated: ""I'd never seen anything like that in my life and it wasn't calculated either. We understood our audience and played to them but that was one of those weird accidents because of the (music) video. I remember thinking 'oh great, they've picked it up' and then I thought 'this is not a Queen audience'. This is a general audience who've bought tickets before they even knew we were on the bill. And they all did it. How did they know? Nobody told them to do it.""",102,Who stated that the most amazing sight was the audience clapping to Radio Ga Ga?,Brian May,Live Aid,—,Mojo,1,"መዓዝ interviewed ን Mojo ጋዜጣ እቲ ባንድ ኢሉ እቲ ብጥዕሚ ዘገርም ትርኢት ኣብ ንበር ረድኤት ኔሩ ናብ ረአ እቲ ተመልካቲ clapping ናብ ""Radio Ga "".Ga Brian ተዝኸዉን :stated ""'I'd ፍፁም ተራእዩ ምንም ነገር ምፍታው እቲ አብ ውሽጢ ናተይ ህይወት እና እቲ ነገር 'wasn't calculated .ወይ ንሕና ርዱእ ናትና ተመልካቲ እና played ናብ ንሶም ግን እቲ ኔሩ ሓደ ካብ እቲኦም መሕፈሪ accidents ምኽንያቱ ካብ እቲ ()ሙዚቃ .ቪዲዮ ኣነ ዘክር thinking 'ኦ ,ምዑዝ 'they've picked እቲ ነገር 'ሓፍ እና ሽዑ ኣነ ሓሳብ 'እዚ እዩ ዘይኮነ ሓደ ንግስቲ '.ተመልካቲ እዚ እዩ ሓደ ሓፈሻዊ ተመልካቲ 'who've ገዚአ tickets ቅድሚ ንሶም ሙሉእ ፈለጠ ንሕና ኔሮም አብ ልዕሊ እቲ .ክፍሊት እና ንሶም ኩሎም ግቡር .እቲ ነገር ከመይ ግቡር ንሶም ?ፍለጥ ዋላ ሓደ ተባሂሉ ንሶም ናብ ግበር .""እቲ ነገር",መን stated እቲ እቲ ብጥዕሚ ዘገርም ትርኢት ኔሩ እቲ ተመልካቲ clapping ናብ Radio Ga ?Ga,Brian ተዝኸዉን,ንበር ረድኤት,—,Mojo
"83% of the total population adheres to Christianity, making it the most common religion in Swaziland. Anglican, Protestant and indigenous African churches, including African Zionist, constitute the majority of the Christians (40%), followed by Roman Catholicism at 20% of the population. On 18 July 2012, Ellinah Wamukoya, was elected Anglican Bishop of Swaziland, becoming the first woman to be a bishop in Africa. 15% of the population follows traditional religions; other non-Christian religions practised in the country include Islam (1%), the Bahá'í Faith (0.5%), and Hinduism (0.2%). There are 14 Jewish families.",103,What is the most common religion in Swaziland?,Ellinah Wamukoya,40%,Christianity,15%,3,"%83 ካብ እቲ ድምር በዝሒ ህዝቢ adheres ናብ ,Christianity making እቲ ነገር እቲ ብጥዕሚ ልሙድ ሃይማኖት አብ ውሽጢ .Swaziland ,Anglican Protestant እና ዘይእሩም African ,churches ይሓውስ African ,Zionist constitute እቲ መብዛሕትኡ ካብ እቲ Christians (%),40 followed ብ Roman Catholicism ኣብ %20 ካብ እቲ .በዝሒ ህዝቢ አብ ልዕሊ 18 ሓምለ ,2012 Ellinah ,Wamukoya ኔሩ elected Anglican Bishop ካብ ,Swaziland becoming እቲ መጀመርታ ሰበይቲ ናብ ኩን ሓደ bishop አብ ውሽጢ .Africa %15 ካብ እቲ በዝሒ ህዝቢ follows ባህላዊ ;religions ካልእ -non-Christian religions practised አብ ውሽጢ እቲ ሃገር ይሓውስ Islam (%),1 እቲ 'Bahá'í እምነት (.%),0.5 እና Hinduism (.%).0.2 ኣብቲ እዮም 14 Jewish .families",እንታይ እዩ እቲ ብጥዕሚ ልሙድ ሃይማኖት አብ ውሽጢ ?Swaziland,Ellinah Wamukoya,%40,Christianity,%15
"Through the influence of the Eusebian faction at Constantinople, an Arian bishop, George of Cappadocia, was now appointed to rule the see of Alexandria. Athanasius, after remaining some days in the neighbourhood of the city, finally withdrew into the desert of Upper Egypt, where he remained for a period of six years, living the life of the monks, devoting himself to the composition of a group of writings; ""Apology to Constantius"", the ""Apology for his Flight"", the ""Letter to the Monks"", and the ""History of the Arians"".",104,How long did he reside in Upper Egypt?,Upper Egypt,six years,Athanasius,George of Cappadocia,2,"ብውሽጢ እቲ ተፅዕኖ ካብ እቲ Eusebian faction ኣብ ,Constantinople ሓደ Arian ,bishop George ካብ ,Cappadocia ኔሩ ሕዚ appointed ናብ ስርዓት እቲ ረአ ካብ .Alexandria ,Athanasius ድሕሪ ዝተረፈ ንእሽተይ days አብ ውሽጢ እቲ neighbourhood ካብ እቲ ,ከተማ ኣብ መወዳእታ withdrew ናብ ውሽጢ እቲ ምድረ በዳ ካብ Upper ,Egypt አበይ ንሱ remained ን ሓደ ግዘ ካብ ሽዱሽተ ,ዓመታት ምንባር እቲ ህይወት ካብ እቲ ,monks devoting himself ናብ እቲ ሕዋስ ካብ ሓደ ጉጅለ ካብ ;writings ""Apology ናብ "",Constantius እቲ ""Apology ን ናቱ "",በረራ እቲ ""ደብዳበ ናብ እቲ "",Monks እና እቲ ""ታሪኽ ካብ እቲ "".Arians",ከመይ ነዊሕ ግቡር ንሱ reside አብ ውሽጢ Upper ?Egypt,Upper Egypt,ሽዱሽተ ዓመታት,Athanasius,George ካብ Cappadocia
"Peruvian Carnival incorporates elements of violence and reflects the urban violence in Peruvian society following the internal conflict in Peru. Traditionally, Peruvian Andean festivities were held on this period every year because it is the rainy season. It was already violent during the 19th century, but the government limited the practice. During the early 20th century it consisted partying and parading, while in the second half of the 20th century it acquired violent characteristics that continued. It was banned, first from the streets in 1958 and altogether in 1959 by the Prado government. It consisted basically of water battles in a traditional way,[clarification needed] while in later years it included playing with dirty water, mud, oil and colorants -and also including fighting and sometimes looting private property and sexual assaults on women. It has become an excuse for criminal gangs to rob people while pretending to celebrate. As of 2010, it had become so violent that the government imposed penalties of up to eight years in prison for violence during the games (the games themselves are not forbidden, but using violence during the games or coercing others to participate is).",105,Which type of carnival incorporates elements of violence?,Peruvian Carnival,up to eight years,later years,2010,1,"Peruvian Carnival incorporates elements ካብ ዓመጽ እና reflects እቲ ከተማ ዓመጽ አብ ውሽጢ Peruvian ሕብረተሰብ ምኽታል እቲ ውሽጣዊ ባእሲ አብ ውሽጢ .Peru ,Traditionally Peruvian Andean festivities ኔሮም ተገይሩ አብ ልዕሊ እዚ ግዘ ኩሉ ዓመት ምኽንያቱ እቲ ነገር እዩ እቲ rainy .ወቕቲ እቲ ነገር ኔሩ ክውን ዓመጸና አብ እዋን እቲ 19th ,ዘመን ግን እቲ መንግስቲ limited እቲ .ትግበራ አብ እዋን እቲ ብግዘ 20th ዘመን እቲ ነገር consisted partying እና ,parading እስካብ አብ ውሽጢ እቲ ካልኣይ ፍርቂ ካብ እቲ 20th ዘመን እቲ ነገር ዝተዓደገ ዓመጸና ባህርያት እቲ .continued እቲ ነገር ኔሩ ,banned መጀመርታ ካብ እቲ streets አብ ውሽጢ 1958 እና altogether አብ ውሽጢ 1959 ብ እቲ Prado .መንግስቲ እቲ ነገር consisted ብመሰረቱ ካብ ማይ battles አብ ውሽጢ ሓደ ባህላዊ ,[way,[clarification ]needed እስካብ አብ ውሽጢ ዳሕራይ ዓመታት እቲ ነገር included ምፅዋት ምስ ረሳሕ ,ማይ ,ጭቃ ዘይቲ እና colorants -እና እውን ይሓውስ ባእሲ እና ሓደ ሓደ ግዘ looting ብሕታዊ ንብረት እና sexual assaults አብ ልዕሊ .ኣንስቲ እቲ ነገር ኣለዎ ምዃን ሓደ ምኽኒት ን criminal gangs ናብ rob ህዝቢ እስካብ pretending ናብ .ምኽባር ከም ካብ ,2010 እቲ ነገር ዝነበረ ምዃን ስለዚ ዓመጸና እቲ እቲ መንግስቲ imposed penalties ካብ ሓፍ ናብ ሸሞንተ ዓመታት አብ ውሽጢ እስር ቤት ን ዓመጽ አብ እዋን እቲ games (እቲ games ባዕሎም እዮም ዘይኮነ ,ክልኩል ግን using ዓመጽ አብ እዋን እቲ games ወይ coercing others ናብ ምስታፍ ).እዩ",አየናይ ዓይነት ካብ carnival incorporates elements ካብ ?ዓመጽ,Peruvian Carnival,ሓፍ ናብ ሸሞንተ ዓመታት,ዳሕራይ ዓመታት,2010
"Holometabolism, or complete metamorphosis, is where the insect changes in four stages, an egg or embryo, a larva, a pupa and the adult or imago. In these species, an egg hatches to produce a larva, which is generally worm-like in form. This worm-like form can be one of several varieties: eruciform (caterpillar-like), scarabaeiform (grub-like), campodeiform (elongated, flattened and active), elateriform (wireworm-like) or vermiform (maggot-like). The larva grows and eventually becomes a pupa, a stage marked by reduced movement and often sealed within a cocoon. There are three types of pupae: obtect, exarate or coarctate. Obtect pupae are compact, with the legs and other appendages enclosed. Exarate pupae have their legs and other appendages free and extended. Coarctate pupae develop inside the larval skin.:151 Insects undergo considerable change in form during the pupal stage, and emerge as adults. Butterflies are a well-known example of insects that undergo complete metamorphosis, although most insects use this life cycle. Some insects have evolved this system to hypermetamorphosis.",106,How many stages does complete metamorphosis have?,three,four,—,—,2,",Holometabolism ወይ ውዱእ ,metamorphosis እዩ አበይ እቲ ሓሰኻ changes አብ ውሽጢ ዓርባዕተ ,stages ሓደ እንቁላሊሕ ወይ ,embryo ሓደ ,larva ሓደ pupa እና እቲ adult ወይ .imago አብ ውሽጢ እዚ ,ዓሌታት ሓደ እንቁላሊሕ hatches ናብ ምፍራይ ሓደ ,larva አየናይ እዩ ብሓፈሻ -worm-like አብ ውሽጢ .ፎርም እዚ -worm-like ፎርም ይኽእል ኩን ሓደ ካብ ቡዙሓት :varieties eruciform (-),caterpillar-like scarabaeiform (-),grub-like campodeiform (,elongated flattened እና ),ንቑሕ elateriform (-)wireworm-like ወይ vermiform (-).maggot-like እቲ larva grows እና ብኽይዲ becomes ሓደ ,pupa ሓደ መድረኽ marked ብ reduced ምንቅስቓስ እና ኩል ግዘ sealed አብ ውሽጢ ሓደ .cocoon ኣብቲ እዮም ሰለስተ types ካብ :pupae ,obtect exarate ወይ .coarctate Obtect pupae እዮም ,compact ምስ እቲ legs እና ካልእ appendages .enclosed Exarate pupae ኣለኒ ናቶም legs እና ካልእ appendages ነፃ እና .ተናዊሑ Coarctate pupae ዕበ ኣብ ውሽጢ እቲ larval .:skin.:151 Insects undergo considerable ለውጢ አብ ውሽጢ ፎርም አብ እዋን እቲ pupal ,መድረኽ እና ተቐልቀለ ከም .adults Butterflies እዮም ሓደ -well-known ኣብነት ካብ insects እቲ undergo ውዱእ ,metamorphosis ዋላ እኳ ብጥዕሚ insects ጥቅሚ እዚ ህይወት .ዑደት ንእሽተይ insects ኣለኒ evolved እዚ ስርዓት ናብ .hypermetamorphosis",ከመይ ቡዙሕ stages ምግባር ውዱእ metamorphosis ?ኣለኒ,ሰለስተ,ዓርባዕተ,—,—
"The Lutherans were the first Protestant Church offering a dialogue to the Catholic Church in September 1964 in Reykjavík, Iceland. It resulted in joint study groups of several issues. The dialogue with the Methodist Church began October 1965, after its representatives officially applauded remarkable changes, friendship and cooperation of the past five years. The Reformed Churches entered four years later into a dialogue with the Catholic Church. The President of the Lutheran World Federation and member of the central committee of the World Council of Churches Fredrik A. Schiotz stated during the 450th anniversary of the Reformation, that earlier commemorations were viewed almost as a triumph. Reformation should be celebrated as a thanksgiving to God, his truth and his renewed life. He welcomed the announcement of Pope Paul VI to celebrate the 1900th anniversary of the death of the Apostle Peter and Apostle Paul, and promised the participation and cooperation in the festivities.",107,What were the Protestant churches the first to offer a dialogue with the Catholic Church?,October 1965,four years later,September 1964,Lutherans,4,"እቲ Lutherans ኔሮም እቲ መጀመርታ Protestant ቤተ ክርስትያን offering ሓደ dialogue ናብ እቲ Catholic ቤተ ክርስትያን አብ ውሽጢ መስከረም 1964 አብ ውሽጢ ,Reykjavík .Iceland እቲ ነገር resulted አብ ውሽጢ መጋጥም መፅናዕቲ groups ካብ ቡዙሓት .ፀገማት እቲ dialogue ምስ እቲ Methodist ቤተ ክርስትያን ጀሚሩ ጥቅምቲ ,1965 ድሕሪ ናቱ representatives officially applauded ዘደንቕ ,changes ምሕዝነት እና ሕብረት ካብ እቲ ሕሉፍ ሓሙሽተ .ዓመታት እቲ Reformed Churches entered ዓርባዕተ ዓመታት ዳሕራይ ናብ ውሽጢ ሓደ dialogue ምስ እቲ Catholic .ቤተ ክርስትያን እቲ ፕረዝደንት ካብ እቲ Lutheran ዓለም Federation እና member ካብ እቲ central committee ካብ እቲ ዓለም ዋዕላ ካብ Churches Fredrik .ሓደ Schiotz stated አብ እዋን እቲ 450th ዓመታዊ በዓል ካብ እቲ ,Reformation እቲ ኣቕድም ኣቢሉ commemorations ኔሮም viewed ዳርጋ ከም ሓደ .triumph Reformation ይሓይሽ ኩን celebrated ከም ሓደ thanksgiving ናብ ,ፈጣሪ ናቱ ሓቂ እና ናቱ renewed .ህይወት ንሱ welcomed እቲ ምልክታ ካብ Pope Paul VI ናብ ምኽባር እቲ 1900th ዓመታዊ በዓል ካብ እቲ ሞት ካብ እቲ Apostle Peter እና Apostle ,Paul እና promised እቲ participation እና ሕብረት አብ ውሽጢ እቲ .festivities",እንታይ ኔሮም እቲ Protestant churches እቲ መጀመርታ ናብ ውህብቶ ሓደ dialogue ምስ እቲ Catholic ?ቤተ ክርስትያን,ጥቅምቲ 1965,ዓርባዕተ ዓመታት ዳሕራይ,መስከረም 1964,Lutherans
