passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"Punjab (Urdu, Punjabi: پنجاب, panj-āb, ""five waters"":  listen (help·info)), also spelled Panjab, is the most populous of the four provinces of Pakistan. It has an area of 205,344 square kilometres (79,284 square miles) and a population of 91.379.615 in 2011, approximately 56% of the country's total population. Its provincial capital and largest city is Lahore. Punjab is bordered by the Indian states of Jammu and Kashmir to the northeast and Punjab and Rajasthan to the east. In Pakistan it is bordered by Sindh to the south, Balochistān and Khyber Pakhtunkhwa to the west, and Islamabad and Azad Kashmir to the north.",131,What is Punjab's overall population percentage?,Islamabad,approximately 56%,Panjab,Azad Kashmir,2,"ፑንጃብ (ኡርዱ፡ ፑንጃቢ፡ پنجاب፡ ፓንጅ-ኣብ፡ ""ሓሙሽተ ማያት""፡ ምስማዕ (ሓገዝ·ኢንፎ))፡ ካብ ኣርባዕተ ኣውራጃታት ፓኪስታን እቲ ዝበዝሐ ህዝቢ ዝመልአ እዩ። 205,344 ትርብዒት ኪሎሜተር (79,284 ትርብዒት ማይልስ) ስፍሓት ዘለዎ ኮይኑ ኣብ 2011 ድማ 91.379.615 ህዝቢ ዘለዎ ኮይኑ ኣስታት 56% ካብ ጠቕላላ ህዝቢ እታ ሃገር እዩ። ኣውራጃዊ ርእሰ ከተማን ዝዓበየት ከተማኣን ላሆር እያ። ፑንጃብ ብህንዳውያን ግዝኣታት ጃሙን ካሽሚርን ብሰሜናዊ ምብራቕን ፑንጃብን ራጃስታንን ብምብራቕ ዝዳወብ እዩ። ኣብ ፓኪስታን ብደቡብ ሲንድ፡ ባሎካስታንን ኻይበር ፓክቱንክዋን ብምዕራብ፡ ብሰሜን ድማ እስላምባድን ኣዛድ ካሽሚርን ዝዳወብ እዩ።",ፑንጃብ ሓፈሻዊ ሚእታዊት ህዝቢ እንታይ እዩ?,ኢስላምባድ,ኣስታት 56%,ፓንጃብ,ኣዛድ ካሽሚር
"The iPod is a line of portable media players and multi-purpose pocket computers designed and marketed by Apple Inc. The first line was released on October 23, 2001, about 8½ months after iTunes (Macintosh version) was released. The most recent iPod redesigns were announced on July 15, 2015. There are three current versions of the iPod: the ultra-compact iPod Shuffle, the compact iPod Nano and the touchscreen iPod Touch.",132,How long has the life of the iPod been on sale?,iPod,iTunes,about 8½ months,iPod Nano,3,"እቲ iPod መስመር ተንቀሳቐስቲ ናይ ሚድያ ተጻወትቲ ኮይኑ ብዙሕ ዕላማ ዘለዎ ናይ ጁባ ኮምፒዩተራት ብኣፕል ኢንክ ዝተነድፈን ኣብ ዕዳጋ ዝቐረበን እዩ።እቲ ቀዳማይ መስመር ብዕለት 23 ጥቅምቲ 2001 ዝተዘርግሐ ኮይኑ፡ iTunes (Macintosh version) ካብ ዝወጽእ ኣስታት 81⁄2 ኣዋርሕ ኣስታት 81⁄2 ኣዋርሕ ተዘርጊሑ። ኣብ ቀረባ እዋን ዝተገብረ ዳግመ ምህዞ iPod 15 ሓምለ 2015 ተገሊጹ።ሰለስተ ናይ ሕጂ ስሪት ናይቲ iPod ኣሎ፡ እቲ ultra-compact iPod Shuffle, The Compact iPod Nanoን The TouchScreen iPod Touchን ኣሎ።",ህይወት ናይቲ ኣይፖድ ክሳብ መዓስ እዩ ኣብ ዕዳጋ ኣትዩ?,ኣይፖድ,iTunes,ኣስታት 81⁄2 ወርሒ,ኣይፖድ ናኖ
"There are many styles of mandolin, but four are common, the Neapolitan or round-backed mandolin, the carved-top mandolin and the flat-backed mandolin. The round-back has a deep bottom, constructed of strips of wood, glued together into a bowl. The carved-top or arch-top mandolin has a much shallower, arched back, and an arched top—both carved out of wood. The flat-backed mandolin uses thin sheets of wood for the body, braced on the inside for strength in a similar manner to a guitar. Each style of instrument has its own sound quality and is associated with particular forms of music. Neapolitan mandolins feature prominently in European classical music and traditional music. Carved-top instruments are common in American folk music and bluegrass music. Flat-backed instruments are commonly used in Irish, British and Brazilian folk music. Some modern Brazilian instruments feature an extra fifth course tuned a fifth lower than the standard fourth course.",133,How many styles of mandolin are common?,Neapolitan,Brazilian,British,four,4,ብዙሓት ቅዲታት ማንዶሊን ኣለዉ፡ ኣርባዕተ ግን ልሙዳት እዮም፡ ናፖሊታን ወይ ክብ ዝበለ ክብ ዝበለ ማንዶሊን፡ እቲ ዝተቐርጸ ላዕለዋይ ማንዶሊንን እቲ ፍላት ዝድገፍ ማንዶሊንን እዮም። እቲ ክቢ-ምብላዕ ዓሚቝ ታሕተዋይ ክፋል ኣለዎ፣ ብቐንጣብ ዕንጨይቲ ዝተሰርሐ፣ ኣብ ሳእኒ ተለጢፉ። እቲ ዝተቐርጸ-ላዕሊ ወይ ቅስትታት-ላዕሊ ማንዶሊን ኣዝዩ ዓሚቝን ቅስትንን ቅስትን ዘለዎ ላዕለዋይ ክፋልን ኣለዎ-ክልቲኦም ካብ ዕንጨይቲ ዝተቐርጹ። እቲ ብፍላት ዝድገፍ ማንዶሊን ንኣካላት ዝኸውን ቀጢን ንጣብ ዕንጨይቲ ይጥቀም፣ ብውሽጢ ብውሽጢ ተንቀሳቒሱ ንሓይሊ ብተመሳሳሊ መንገዲ ምስ ጊታር። ነፍሲ ወከፍ ቅዲ መሳርሒ ናይ ገዛእ ርእሱ ጽሬት ድምጺ ዘለዎ ኮይኑ ምስ ፍሉያት መልክዓት ሙዚቃ ዝተኣሳሰር እዩ። ኒያፖሊታን ማንዶሊን ኣብ ኤውሮጳዊ ክላሲካል ሙዚቃን ባህላዊ ሙዚቃን ብግልጺ ይቐርቡ። ዝተቐርጸ ላዕለዋይ መሳርሒ ኣብ ኣመሪካዊ ህዝባዊ ሙዚቃን ብሉግራስ ሙዚቃን ልሙድ እዩ። ፍላት ዝድገፍ መሳርሒ ኣብ ኣየርላንዳውያን፣ ብሪጣንያውያንን ብራዚልን ህዝባዊ ሙዚቃ ልሙድ እዩ። ገለ ዘመናዊ ብራዚላዊ መሳርሒታት ካብቲ መደበኛ ራብዓይ ኮርስ ሓሙሻይ ደረጃ ንታሕቲ ዝተቓነየ ተወሳኺ ሓሙሻይ ኮርስ ኣለዎም።,ክንደይ ቅዲታት ማንዶሊን ልሙድ እዩ?,ናፖሊታን,ብራዚላዊ,እንግሊዛዊ,ኣርባዕተ
"Computer security, also known as cybersecurity or IT security, is the protection of information systems from theft or damage to the hardware, the software, and to the information on them, as well as from disruption or misdirection of the services they provide. It includes controlling physical access to the hardware, as well as protecting against harm that may come via network access, data and code injection, and due to malpractice by operators, whether intentional, accidental, or due to them being tricked into deviating from secure procedures.",134,What is the acronym for computer security?,cybersecurity,—,—,—,1,ብሳይበር ሴኩሪቲ ወይ IT ድሕንነት ዝፍለጥ ናይ ኮምፒተር ድሕነት፡ ካብ ስርቂ ወይ ኣብ ልዕሊ እቲ ሃርድዌር ዝወርድ ጉድኣት፡ ከምኡ’ውን ኣብ ልዕሊኦም ዘሎ ሓበሬታ፡ ከምኡ’ውን ካብቲ ዝህብዎ ኣገልግሎት፡ ካብ ምዝንባዕ ወይ ብጌጋ ናይቲ ዝህብዎ ኣገልግሎት፡ ምክልኻል ስርዓታት ሓበሬታ እዩ። ንኣካላዊ ምብጻሕ ናይቲ ሃርድዌር ምቁጽጻር፡ ከምኡ’ውን ብመንገዲ መርበብ ሓበሬታ፡ ዳታን ኮድን መርፍእ ክመጽእ ዝኽእል ጉድኣት፡ ከምኡ’ውን ብሰንኪ ስሕተት ብኦፕሬተራት፡ ኮነ ኢልካ፡ ብኣጋጣሚ፡ ወይ ድማ ብሰንኪ ውሑስ ኣገባብ ንምውጻእ ከም ዝታለሉ፡ ካብ ስሕተት ብኦፕሬተራት ምክልኻል የጠቓልል።,ንኮምፒተር ሴኩሪቲ ዝኸውን ኣሕጽሮተ ቃል እንታይ እዩ?,ሳይበር ሴኩሪቲ,—,—,—
"Following the Távora affair, the new Count of Oeiras knew no opposition. Made ""Marquis of Pombal"" in 1770, he effectively ruled Portugal until Joseph I's death in 1779. However, historians also argue that Pombal’s ""enlightenment,"" while far-reaching, was primarily a mechanism for enhancing autocracy at the expense of individual liberty and especially an apparatus for crushing opposition, suppressing criticism, and furthering colonial economic exploitation as well as intensifying book censorship and consolidating personal control and profit.",135,What affair caused the new Count of Oeiras to not oppose?,1779,Joseph,1770,Távora,4,"ድሕሪ ጉዳይ ታቮራ፡ እቲ ሓድሽ ቁጽሪ ኦኤራስ ዝኾነ ተቓውሞ ኣይፈልጥን ነይሩ። ኣብ 1770 ""Marquis of Pombal"" ዝተሰርሐት ኮይና፡ ንፖርቱጋል ብውጽኢታዊ መገዲ ክሳብ ዮሴፍ i ብ1779 ዝሞተት ብውጽኢታዊ መገዲ ገዝኣ።እንተኾነ፡ ጸሓፍቲ ታሪኽ፡ ንፖምቦል ዝሰርሖ ""ምብራህ""፡ ኣዝዩ ርሑቕ እናሃለወ፡ ብቐንዱ ንኣውቶክራሲ ንምትዕርራይ፡ ንውሽጣዊ ምቕጥቃጥ፡ ንምቅራቕ ዝጽዕር፡ ንምፍታው ዝውዕል መሳርሒ፡ ንምትዕጽጻፍ፡ ንምቅራቕ ዝውዕል መሳርሒ፡ ንምትዕጽጻፍ፡ ንኣውቶክራሲ ንምትዕርራይ፡ ንምትዕራቕ፡ ንኣውቶክራሲ ንምትዕርራይ፡ ንምትዕራቕ፡ ንምልዋጥ፡ ንኣውቶክራሲ ከም ዘዕቢ፡ ንምልዋጥ ዝጥቀመሉ ኣገባብ እዩ ነይሩ፡ እዚ ኸኣ፡ ንፖምባል ዝኣመነሉ ኣገባብ ከም ዝከታተሎ’ውን ይማጐቱ። መጽሓፍ ሳንሱርን ምድልዳል ውልቃዊ ምቁጽጻርን መኽሰብን ።",እንታይ ጉዳይ እዩ ነቲ ሓድሽ ቁጽሪ ኦኤራስ ከይቃወም ዝደረኾ?,1779,ዮሴፍ,1770 .,ታቮራ
"Founded to preach the Gospel and to combat heresy, the teaching activity of the order and its scholastic organization placed the Preachers in the forefront of the intellectual life of the Middle Ages. The order is famed for its intellectual tradition, having produced many leading theologians and philosophers. The Dominican Order is headed by the Master of the Order, who is currently Bruno Cadoré. Members of the order generally carry the letters O.P., standing for Ordinis Praedicatorum, meaning of the Order of Preachers, after their names.",136,Who heads the Dominican Order?,Gospel,Dominican,O.P.,the Master of the Order,4,"ወንጌል ንምስባኽን ንመናፍቕነት ንምምካትን ዝተመስረተ ናይ ስርዓት ምምሃር ንጥፈታትን ስኮላስቲክ ትካላቱን ነቶም ሰበኽቲ ኣብ ቅድሚት ናይቲ ኣብ ማእከላይ ዘመን ዝነበረ ምሁራዊ ህይወት ኣቐመጦም። እቲ ስርዓት ብኣእምሮኣዊ ትውፊቱ ዝፍለጥ ኮይኑ፡ ብዙሓት መሪሕ ስነ-መለኮታውያንን ፈላስፋታትን ኣፍርዩ እዩ። እቲ ዶሚኒካን ትእዛዝ ብማስተር ናይቲ ትእዛዝ ዝምራሕ ኮይኑ፡ ንሱ ኣብዚ እዋን ብሩኖ ካዶረ እዩ። ኣባላት ናይቲ ትእዛዝ ብሓፈሻ ነቲ ደብዳቤታት o.p., ደው ዝብል ን ordinis praedicatorum, ትርጉም ናይ ስርዓት ሰበኽቲ, ድሕሪ ኣስማቶም ይሕዙ.",ንዶሚኒካን ትእዛዝ መን ይመርሕ?,ወንጌል,ዶሚኒካን,O.P.,እቲ ጐይታ ናይቲ ትእዛዝ .
"The 2008 Sichuan earthquake or the Great Sichuan earthquake, measured at 8.0 Ms and 7.9 Mw, and occurred at 02:28:01 PM China Standard Time at epicenter (06:28:01 UTC) on May 12 in Sichuan province, killed 69,197 people and left 18,222 missing.",138,How many people are missing from the 2008 quake?,"18,222",Great Sichuan,Sichuan,2008,1,እቲ ኣብ 2008 ዝነበረ ምንቅጥቃጥ ምድሪ ሲቹዋን ወይ ዓቢ ምንቅጥቃጥ ምድሪ ሲቹዋን፡ ኣብ 8.0 ሚ.ሰ.,ካብቲ ናይ 2008 ምንቅጥቃጥ ምድሪ ክንደይ ሰባት ይጎድሉ ኣለዉ?,"18,222",ዓቢ ሲቹዋን,ሲቹዋን,2008 ዓ.ም.
"Compression is useful because it helps reduce resource usage, such as data storage space or transmission capacity. Because compressed data must be decompressed to use, this extra processing imposes computational or other costs through decompression; this situation is far from being a free lunch. Data compression is subject to a space–time complexity trade-off. For instance, a compression scheme for video may require expensive hardware for the video to be decompressed fast enough to be viewed as it is being decompressed, and the option to decompress the video in full before watching it may be inconvenient or require additional storage. The design of data compression schemes involves trade-offs among various factors, including the degree of compression, the amount of distortion introduced (when using lossy data compression), and the computational resources required to compress and decompress the data.",139,What is useful to reduce resource usage?,Compression,mpeg.n.01,crush.n.04,squeeze.n.01,1,ምጽቃጥ ጠቓሚ እዩ ምኽንያቱ ኣጠቓቕማ ሃፍቲ ንምንካይ ስለ ዝሕግዝ፣ ከም ናይ ዳታ መኽዘን ቦታ ወይ ናይ ምትሕልላፍ ዓቕሚ። ዝተጸቕጠ መረዳእታ ንኽጥቀም ክጽቀጥ ስለዘለዎ፡ እዚ ተወሳኺ መስርሕ ብመንገዲ ዲኮምፕረሽን ስሌታዊ ወይ ካልእ ወጻኢታት የስዕብ፤ እዚ ኩነታት እዚ ነጻ ምሳሕ ካብ ምዃን ዝረሓቐ እዩ። ዳታ ምጽቃጥ ንህዋ–ግዜ ዝተሓላለኸ ምትሕውዋስ ይግዛእ። ንኣብነት ንቪድዮ ዝኸውን ናይ ምጽቃጥ ስኬም፡ እቲ ቪድዮ እናተመላለሰ እንከሎ፡ እቲ ቪድዮ ከም ዝቕንጠጥ ምእንቲ ክርአ ዝኽእል ቅልጡፍ ምሕንጣጥ ክሓትት ይኽእል፡ ቅድሚ ምርኣይ ዘይምቹእ ክኸውን ወይ ተወሳኺ መኽዘን ከድልዮ ይኽእል ወይ ድማ ነቲ ቪድዮ ምሉእ ብምሉእ ዲኮምፕረስ ምግባር ዝብል ኣማራጺ። ዲዛይን ናይ ዳታ ምጽቃጥ ስኬማት ኣብ መንጎ ዝተፈላለዩ ረቛሒታት ምትሕውዋስ ዘጠቓልል እዩ፣ እዚ ድማ ደረጃ ምጽቃጥ፣ መጠን ምዝባዕ (ከሳሲ ዳታ ምጽቃጥ ኣብ እንጥቀመሉ እዋን)፣ ከምኡ እውን ነቲ ዳታ ንምፅቃጥን ንምቁፅፃርን ዘድሊ ናይ ስሌታዊ ፀጋታት ሓዊሱ።,ኣጠቓቕማ ሃፍቲ ንምንካይ እንታይ ይጠቅም?,ምጽቃጥ .,MPEG.N.01,crush.n.04,ስኩዊዝ.N.01
"The history of science is the study of the development of science and scientific knowledge, including both the natural sciences and social sciences. (The history of the arts and humanities is termed as the history of scholarship.) Science is a body of empirical, theoretical, and practical knowledge about the natural world, produced by scientists who emphasize the observation, explanation, and prediction of real world phenomena. Historiography of science, in contrast, often draws on the historical methods of both intellectual history and social history.",140,The history of science studies the development of what?,scientific knowledge,—,—,—,1,ታሪኽ ሳይንስ ንመጽናዕቲ ምዕባለ ሳይንስን ሳይንሳዊ ፍልጠትን ማለት ንኽልቲኡ ተፈጥሮኣዊ ሳይንስን ማሕበራዊ ስነ-ፍልጠትን ሓዊሱ እዩ። (ታሪኽ ስነ-ጥበብን ሰብኣዊ ስነ-ፍልጠትን ከም ታሪኽ ምሁርነት ተባሂሉ ይጽዋዕ።) ሳይንስ ብዛዕባ ተፈጥሮኣዊ ዓለም ዝምልከት ተሞክሮኣዊ፡ ክልሰ-ሓሳባውን ግብራዊ ፍልጠትን፡ ንትዕዝብቲ፡ መብርሂን ምግማትን ናይ ሓቀኛ ዓለም ተርእዮታት ዘጉልሑ ተመራመርቲ ስነ-ፍልጠት ዝፍረዩ ሰባት እዩ። ብኣንጻሩ ታሪኽ ስነ-ፍልጠት፡ መብዛሕትኡ ግዜ ካብ ታሪኻዊ ኣገባባት ክልቲኡ ምሁራዊ ታሪኽን ማሕበራዊ ታሪኽን ዝስሕብ እዩ።,ታሪኽ ሳይንስ ንልምዓት እንታይ እዩ ዘጽንዕ?,ሳይንሳዊ ፍልጠት,—,—,—
"The institutes of technology and polytechnics have been in existence since at least the 18th century, but became popular after World War II with the expansion of engineering and applied science education, associated with the new needs created by industrialization. The world's first institution of technology, the Berg-Schola (today its legal successor is the University of Miskolc) was founded by the Court Chamber of Vienna in Selmecbánya, Kingdom of Hungary in 1735 in order to train specialists of precious metal and copper mining according to the requirements of the industrial revolution in Hungary. The oldest German Institute of Technology is the Braunschweig University of Technology (founded in 1745 as ""Collegium Carolinum""). Another exception is the École Polytechnique, which has educated French élites since its foundation in 1794. In some cases, polytechnics or institutes of technology are engineering schools or technical colleges.",141,When was the last century institutes of technology and polytechnics in existence?,the Braunschweig University of Technology,the University of Miskolc,at least the 18th century,German Institute of Technology,3,"ትካላት ቴክኖሎጅን ፖሊቴክኒክስን እንተወሓደ ካብ መበል 18 ክፍለ ዘመን ጀሚሮም ኣብ ህላወ ዝነበሩ ኮይኖም፡ ድሕሪ ካልኣይ ኲናት ዓለም ግን ምስ ምስፍሕፋሕ ምህንድስናን ተግባራዊ ሳይንስን ትምህርቲ፡ ምስቲ ብኢንዱስትርያዊ ምግባር ዝተፈጥረ ሓድሽ ድሌታት ዝተኣሳሰር እዩ። ናይ ዓለምና ናይ መጀመርታ ትካል ቴክኖሎጂ በርግ-ስኮላ (ሎሚ ሕጋዊ ተካኢኡ ዩኒቨርሲቲ ሚስኮልክ እዩ) ብቤት ፍርዲ ቪየና ኣብ ሰልመክባንያ፡ ንግስነት ሃንጋሪ ብ1735 ብቤት ፍርዲ ቤት ፍርዲ ተመስሪቱ፡ እዚ ድማ ብመሰረት ጠለባት ናይቲ ኣብ ሃንጋሪ ዝርከብ ናይ ኢንዱስትሪ ሰውራ፡ ክኢላታት ክቡር ሓጺንን ነሓስ ዕደናን ንምስልጣን እዩ። እቲ ዝዓበየ ጀርመናዊ ኢንስቲትዩት ቴክኖሎጂ ብራውንሽዋይግ ዩኒቨርሲቲ ቴክኖሎጂ (ብ1745 ""ኮለጅየም ካሮሊነም"" ተባሂሉ ዝተመስረተ) እዩ። ካልእ ፍሉይ ዝገብሮ ድማ እቲ ብ1794 ጀሚሩ ንፈረንሳውያን ኤሊተስ ዘምሃረ ኤኮል ፖሊቴክኒክ ዝበሃል እዩ።ኣብ ገለ ገለ ኣጋጣሚታት ፖሊቴክኒክስ ወይ ኢንስቲትዩት ቴክኖሎጂ ምህንድስናዊ ኣብያተ ትምህርቲ ወይ ቴክኒካዊ ኮለጃት እዮም።",ናይ መወዳእታ ክፍለ ዘመን ትካላት ቴክኖሎጅን ፖሊቴክኒክስን ኣብ ህላወ መዓስ እየን ነይረን?,ብራውንሽዋይግ ዩኒቨርሲቲ ቴክኖሎጂ,ዩኒቨርሲቲ ሚስኮልክ,እንተወሓደ መበል 18 ክፍለ ዘመን,ጀርመናዊ ኢንስቲትዩት ቴክኖሎጂ
"Because of its location in South Jersey, hugging the Atlantic Ocean between marshlands and islands, Atlantic City was viewed by developers as prime real estate and a potential resort town. In 1853, the first commercial hotel, The Belloe House, located at Massachusetts and Atlantic Avenue, was built.",142,What year did Atlantic City receive its first commercial hotel?,South Jersey,1853,The Belloe House,the Atlantic Ocean,2,ኣብ ሳውዝ ጀርሲ ብዝነበረሉ ቦታ፡ ኣብ መንጎ ማርሽላንድን ደሴታትን ዝርከብ ኣትላንቲክ ውቅያኖስ ብምሕቋፍ፡ ኣትላንቲክ ሲቲ ብኣማዕበልቲ ከም ፕራይም ሪል እስቴትን ሓንቲ መዘናግዒት ከተማን ተራእያ። ኣብ 1853 ኣብ ማሳቹሰትስን ኣትላንቲክ ኣቨኑን ዝርከብ ናይ መጀመርታ ንግዳዊ ሆቴል ቤሎኤ ሃውስ ተሃኒጹ።,ኣትላንቲክ ሲቲ ናይ መጀመርታ ንግዳዊት ሆቴል ዝረኸበት ዓመት እንታይ ዓመት እያ?,ደቡብ ጀርሲ,1853,እቲ ቤሎይ ሃውስ .,እቲ ኣትላንቲክ ውቅያኖስ .
"Depleted uranium is also used as a shielding material in some containers used to store and transport radioactive materials. While the metal itself is radioactive, its high density makes it more effective than lead in halting radiation from strong sources such as radium. Other uses of depleted uranium include counterweights for aircraft control surfaces, as ballast for missile re-entry vehicles and as a shielding material. Due to its high density, this material is found in inertial guidance systems and in gyroscopic compasses. Depleted uranium is preferred over similarly dense metals due to its ability to be easily machined and cast as well as its relatively low cost. The main risk of exposure to depleted uranium is chemical poisoning by uranium oxide rather than radioactivity (uranium being only a weak alpha emitter).",143,Why is depleted uranium used as a shielding material?,its high density,—,—,—,1,ዝወደቐ ዩራንየም ኣብ ገለ ንመኽዘንን ንምጉዕዓዝን ዝውዕሉ መትሓዚታት ከም መከላኸሊ ንብረት እውን ይጥቀመሉ። እቲ ብረት ንባዕሉ ራድዮኣክቲቭ ክኸውን ከሎ፡ ልዑል ጽቕጥቕጡ ግን ካብ ከም ራድየም ዝኣመሰሉ ድልዱላት ምንጭታት ጨረርታ ደው ኣብ ምባል ካብ ምምራሕ ንላዕሊ ውጽኢታዊ ይገብሮ። ካልእ ኣጠቓቕማታት ዝወደቐ ዩራንየም ንመቆጻጸሪ ነፈርቲ ዝኸውን መቃብር መቆጻጸሪታት፣ ከም ባላስት ንሚሳይል ዳግማይ ዝኣትዉ ተሽከርከርቲን ከም መከላኸሊ ንብረትን ይርከብዎም። ብሰንኪ ልዑል ጽቕጥቕጡ እዚ ንብረት ኣብ ስርዓተ-ምትሕውዋስ መምርሒታትን ኣብ ጃይሮስኮፒክ ኮምፓስን ይርከብ። ዝወደቐ ዩራንየም ካብ ተመሳሳሊ ጽዑቕ ብረታት ብሰንኪ ብቐሊሉ ብማሽን ዝተሰርሐን ክድርበን ዝኽእል ዓቕሚ ከምኡ’ውን ብተዛማዲ ትሑት ወጻኢታቱ ይምረጽ። እቲ ቀንዲ ሓደጋ ምቅላዕ ንዝወዳደሩ ዩራንየም፡ ራድዮኣክቲቪቲ ዘይኮነስ ብዩራንየም ኦክሳይድ ብዩራንየም ኦክሳይድ ኬሚካላዊ መርዛም ምዃኑ (ዩራንየም ድኹም ኣልፋ ፍንጃል ጥራይ ምዃኑ) እዩ።,ስለምንታይ ከም መከላኸሊ ንብረት ዝውዕል ዩራንየም ዝውድእ?,ልዑል ጽቕጥቕጣቱ .,—,—,—
"The Premier League is a corporation in which the 20 member clubs act as shareholders. Seasons run from August to May. Teams play 38 matches each (playing each team in the league twice, home and away), totalling 380 matches in the season. Most games are played on Saturday and Sunday afternoons; others during weekday evenings. It is currently sponsored by Barclays Bank and thus officially known as the Barclays Premier League and is colloquially known as the Premiership. Outside the UK it is commonly referred to as the English Premier League (EPL).",144,How many games are played each season?,38,Barclays Bank,the Barclays Premier League,the season,1,ፕረምየርሊግ 20 ኣባላት ክለባት ከም በዓል ዋና ኣክስዮን ዝሰርሓሉ ኮርፖሬሽን እዩ። ካብ ነሓሰ ክሳብ ግንቦት ዝካየድ ወቕትታት ይካየድ። ጋንታታት ነፍሲ ወከፈን 38 ጸወታታት ይጻወታ (ንነፍሲ ወከፍ ጋንታ ኣብቲ ሊግ ክልተ ግዜ ብምጽዋት፡ ኣብ ሜድኣን ኣብ ርሑቕን)፡ ብድምር 380 ጸወታታት ኣብዚ ዓመተ ስፖርት ። መብዛሕትኡ ጸወታታት ኣብ ቀዳምን ሰንበትን ድሕሪ ቀትሪ እዩ ዝጻወት፤ ካልኦት ኣብ ናይ ሰሙን ምሸት ምሸት። ኣብዚ ሕዚ እዋን ብባርክለይስ ባንክ ዝምወል ኮይኑ በዚ ድማ ብወግዒ ብባርክለይስ ፕረምየርሊግ ዝፍለጥ ኮይኑ ብኮሎክሊሊ ብፕሪመርሊግ ዝፍለጥ እዩ። ካብ ዓዲ እንግሊዝ ወጻኢ ልሙድ ፕረምየርሊግ እንግሊዝ (EPL) ተባሂሉ ይጽዋዕ።,ኣብ ነፍሲ ወከፍ ዓመተ ውድድር ክንደይ ጸወታታት ይጻወት?,38 .,ባርክለይስ ባንክ,ባርክለይስ ፕረምየርሊግ,እቲ ወቕቲ
"The Arena Football League (AFL) is the highest level of professional indoor American football in the United States. It was founded in 1987 by Jim Foster, making it the third longest-running professional football league in North America, after the Canadian Football League and the National Football League. It is played indoors on a 68-yard field (about half the distance of an NFL field), resulting in a faster-paced and higher-scoring game. The sport was invented in the early 1980s and patented by Foster, a former executive of the United States Football League and the National Football League.",145,How large is the Arena Football League field?,North America,68-yard,the early 1980s,American,2,ሊግ ኩዕሶ እግሪ ሜዳ (AFL) ኣብ ኣሜሪካ ዝለዓለ ደረጃ ፕሮፌሽናል ናይ ውሽጢ ገዛ ኣሜሪካዊ ኩዕሶ እግሪ እዩ። ኣብ 1987 ብጂም ፎስተር ዝተመስረተት ኮይና፡ ድሕሪ ሊግ ኩዕሶ እግሪ ካናዳን ሃገራዊ ሊግ ኩዕሶ እግርን፡ ኣብ ሰሜን ኣመሪካ ሳልሳይ ዝነውሐ ግዜ ዝወሰደ ፕሮፌሽናል ኩዕሶ እግሪ ሊግ ኣብ ሰሜን ኣመሪካ ሳልሳይ ደረጃ ዝሓዘት ጋንታ ኩዕሶ እግሪ ክትምራሕ ምዃና ተፈሊጡ። ኣብ ውሽጢ ገዛ ኣብ 68 ያርድ ሜዳ (ኣስታት ፍርቂ ርሕቀት ናይ NFL ሜዳ) ይጻወት፣ ውጽኢቱ ድማ ዝቐልጠፈን ዝለዓለ ነጥቢ ዝረኸበን ጸወታ እዩ። እዚ ስፖርት ኣብ መጀመርታ 1980ታት ዝተማህዘ ኮይኑ፡ ብፎስተር፡ ኣካያዲ ስራሕ ሊግ ኩዕሶ እግሪ ሕቡራት መንግስታት ኣመሪካን ሃገራዊ ሊግ ኩዕሶ እግሪን ዝነበረ ፎስተር ፓተንት ዝተዋህቦ እዩ።,ሜዳ ሊግ ኩዕሶ እግሪ ዓረና ክንደይ ዝኣክል እዩ?,ሰሜን ኣሜሪካ,68-ያርድ,ኣብ መጀመርታ 1980ታት .,ኣሜሪካዊ
