passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"The BeiDou Navigation Satellite System (BDS, simplified Chinese: 北斗卫星导航系统; traditional Chinese: 北斗衛星導航系統; pinyin: Běidǒu wèixīng dǎoháng xìtǒng) is a Chinese satellite navigation system. It consists of two separate satellite constellations – a limited test system that has been operating since 2000, and a full-scale global navigation system that is currently under construction.",26,How many satellite constellations is the BeiDou Navigation Satellite System made of?,craps.n.01,Navigation Satellite System,two,BDS,3,"ባይዶው ናቪጌሽን ሳተላይት ስርዓት (BDS, ዝተቐለለ ቻይናዊ: በይዶው ሳተላይት ናቪጌሽን ስርዓት; ባህላዊ ቻይናዊ: በይዶው ሳተላይት ናቪጌሽን ስርዓት; Pinyin: BěIDኪንግ: BěIDኪንግ déxīng døháng xìtgrang) ናይ ቻይና ናይ ሳተላይት ምምራሕ ስርዓት እዩ። ክልተ ዝተፈላለዩ ናይ ሳተላይት ኮንስተሌሽን ዝሓዘት እያ - ካብ 2000 ጀሚሩ ዝሰርሕ ውሱን ስርዓተ ፈተና፡ ከምኡ’ውን ኣብዚ እዋን’ዚ ኣብ ህንጸት ዝርከብ ምሉእ ዓለማዊ ስርዓተ ምምራሕ።",እቲ ናይ በይዶው ናቪጌሽን ሳተላይት ስርዓት ካብ ክንደይ ሳተላይት ኮንስተሌሽንስ ይስራሕ?,craps.n.01,ናይ ናቪጌሽን ሳተላይት ስርዓት,ክልተ,BDS .
"The establishment of the Swiss Confederation is traditionally dated to 1 August 1291, which is celebrated annually as the Swiss National Day. The country has a long history of armed neutrality—it has not been in a state of war internationally since 1815—and did not join the United Nations until 2002. Nevertheless, it pursues an active foreign policy and is frequently involved in peace-building processes around the world. In addition to being the birthplace of the Red Cross, Switzerland is home to numerous international organizations, including the second largest UN office. On the European level, it is a founding member of the European Free Trade Association, but notably it is not part of the European Union, nor the European Economic Area. However the country does participate in the Schengen Area and the EU's single market through a number of bilateral treaties.",27,When was the Swiss Confederation founded?,the European Free Trade Association,August 1291,the Red Cross,the United Nations,2,ምምስራት ኮንፈደረሽን ስዊዘርላንዳውያን ብባህሊ ብ1 ነሓሰ 1291 ዓ.ም.ፈ. እታ ሃገር ነዊሕ ታሪኽ ዕጥቃዊ ገለልትነት ኣለዋ- ካብ 1815 ጀሚሩ ኣብ ዓለምለኻዊ ውግእ ኣብ ናይ ኲናት ኩነታት ኣይጸንሐን- ክሳብ 2002 ድማ ናብ ሕቡራት ሃገራት ኣይተጸንበረን።እንተኾነ ግን ንጡፍ ናይ ወጻኢ ፖሊሲ ይኽተልን ኣብ መላእ ዓለም ኣብ መስርሕ ህንጸት ሰላም ብተደጋጋሚ ይሳተፍን። ስዊዘርላንድ ኣብ ርእሲ ትውልዲ ቀይሕ መስቀል ምዃና፡ ካልኣይቲ ዝዓበየት ቤት ጽሕፈት ሕቡራት ሃገራት ሓዊሱ ብዙሓት ኣህጉራውያን ትካላት ዝነብሩላ እያ። ብደረጃ ኤውሮጳ፡ መስራቲ ኣባል ማሕበር ናጻ ንግዲ ኤውሮጳ ኮይኑ፡ ብፍላይ ግን ኣካል ሕብረት ኤውሮጳ፡ ወይ ኤውሮጳዊ ቁጠባዊ ከባቢ ከምዘይኮነ ብፍላይ ኣይኮነን። እንተኾነ ግን እታ ሃገር ኣብ ከባቢ ሸንገንን ኣብ ሓደ ዕዳጋ ሕብረት ኤውሮጳን ብሓያሎ ክልተኣዊ ውዕላት ትሳተፍ።,እቲ ስዊዘርላንዳዊ ኮንፈደረሽን መዓስ እዩ ተመስሪቱ?,ማሕበር ናጻ ንግዲ ኤውሮጳ,ነሓሰ 1291,ቀይሕ መስቀል .,ውድብ ሕቡራት ሃገራት
"Red is the color at the end of the spectrum of visible light next to orange and opposite violet. Red color has a predominant light wavelength of roughly 620–740 nanometres. Red is one of the additive primary colors of visible light, along with green and blue, which in Red Green Blue (RGB) color systems are combined to create all the colors on a computer monitor or television screen. Red is also one of the subtractive primary colors, along with yellow and blue, of the RYB color space and traditional color wheel used by painters and artists.",28,What is the largest wavelength of light for red?,RYB,Red Green Blue,roughly 620–740 nanometres,RGB,3,ቀይሕ ኣብ መወዳእታ ስፔክትረም ናይቲ ኣብ ጥቓ ኣራንሺን ኣንጻር ቫዮሌትን ዝርአ ብርሃን ሕብሪ እዩ። ቀይሕ ሕብሪ ብግምት 620–740 ናኖሜትር ዝዓብለለ ብርሃን ማዕበል ኣለዎ። ቀይሕ ሓደ ካብቶም ተወሰኽቲ ቀዳሞት ሕብርታት ናይ ዝርአ ብርሃን ኮይኑ፡ ምስ ቀጠልያን ሰማያውን ኮይኑ፡ ብቐይሕ ቀጠልያ ሰማያዊ (RGB) ሕብራዊ ስርዓታት ተደሚሩ ኩሉ ሕብርታት ኣብ ናይ ኮምፒተር ሞኒተር ወይ ናይ ተለቪዥን ስክሪን ይፈጥር። ቀይሕ እውን ሓደ ካብቶም ዝጎደሉ ቀዳሞት ሕብርታት እዩ፣ ምስ ብጫን ሰማያውን፣ ናይ RYB ናይ ሕብሪ ቦታን ባህላዊ ናይ ሕብሪ መንኰርኰርን ብቐባእን ስነጥበባውያንን ዝጥቀሙሉ ባህላዊ መንኰርኰር ሕብርታትን እዩ።,ንቐይሕ ዝዓበየ ማዕበል ብርሃን እንታይ እዩ?,ዓሳ,ቀይሕ ቀጠልያ ሰማያዊ,ብግምት 620–740 ናኖሜተር,RGB .
"A great power is a sovereign state that is recognized as having the ability and expertise to exert its influence on a global scale. Great powers characteristically possess military and economic strength, as well as diplomatic and soft power influence, which may cause middle or small powers to consider the great powers' opinions before taking actions of their own. International relations theorists have posited that great power status can be characterized into power capabilities, spatial aspects, and status dimensions. Sometimes the status of great powers is formally recognized in conferences such as the Congress of Vienna or an international structure such as the United Nations Security Council (China, France, Russia, the United Kingdom and the United States serve as the body's five permanent members). At the same time the status of great powers can be informally recognized in a forum such as the G7 which consists of Canada, France, Germany, Italy, Japan, the United Kingdom and the United States of America.",29,"Who said that power capabilities can be characterized into power capabilities, spatial aspects, and status dimensions?",Canada,Germany,five,International relations theorists,4,ዓቢ ሓይሊ ብዓለምለኻዊ ደረጃ ጽልዋኡ ንምክያድ ዓቕምን ክእለትን ከም ዘለዎ ኣፍልጦ ዝወሃቦ ልኡላዊ ኩነታት እዩ። ዓበይቲ ሓይልታት ብባህርያዊ መንገዲ ወተሃደራውን ቁጠባውን ሓይሊ ዝውንኑ፡ ከምኡ’ውን ዲፕሎማስያውን ልስሉስን ጽልዋ ዘለዎ ጽልዋ፡ እዚ ድማ ማእከላይ ወይ ንኣሽቱ ሓይልታት ቅድሚ ናይ ገዛእ ርእሶም ስጉምቲ ምውሳድ ንርእይቶታት ዓበይቲ ሓይልታት ኣብ ግምት ከእትዉ ክገብሩ ይኽእሉ። ዓለምለኻዊ ዝምድናታት ክልሰ-ሓሳባውያን፡ ዓቢ ናይ ስልጣን ኩነታት ናብ ዓቕሚ ሓይሊ፡ ቦታዊ መዳያትን ደረጃታት ኩነታትን ክግለጽ ከም ዝኽእል ኣቐሚጦም ኣለዉ። ሓደ ሓደ ግዜ ደረጃ ዓበይቲ ሓይልታት ኣብ ከም በዓል ጉባኤ ቪየና ወይ ከም ቤት ምኽሪ ጸጥታ ሕቡራት ሃገራት ዝኣመሰለ ኣህጉራዊ ቅርጺ ዝኣመሰሉ ዋዕላታት ብወግዒ ኣፍልጦ ይወሃቦ (ቻይና፡ ፈረንሳ፡ ሩስያ፡ ዓባይ ብሪጣንያን ኣመሪካን ከም ሓሙሽተ ቀወምቲ ኣባላት ናይቲ ኣካል የገልግላ)። ኣብ ተመሳሳሊ እዋን ደረጃ ዓበይቲ ሓይልታት ኣብ ከም በዓል G7 ዝኣመሰለት ካናዳ፣ ፈረንሳ፣ ጀርመን፣ ጣልያን፣ ጃፓን፣ ዓባይ ብሪጣንያን ሕቡራት መንግስታት ኣሜሪካን ዝሓዘት ከም G7 ዝኣመሰለ መድረኽ ብዘይወግዓዊ ኣፍልጦ ክወሃቦ ይኽእል።,ዓቕሚ ሓይሊ ናብ ዓቕሚ ሓይሊ፣ ቦታዊ መዳያትን ደረጃታት ኩነታትን መለለዪ ክግበረሉ ከምዝኽእል መን እዩ?,ካናዳ,ጀርመን,ሓሙሽተ,ዓለምለኻዊ ዝምድናታት ክልሰ-ሓሳባውያን
"Of approximately 100 million native speakers of German in the world, roughly 80 million consider themselves Germans.[citation needed] There are an additional 80 million people of German ancestry mainly in the United States, Brazil (mainly in the South Region of the country), Argentina, Canada, South Africa, the post-Soviet states (mainly in Russia and Kazakhstan), and France, each accounting for at least 1 million.[note 2] Thus, the total number of Germans lies somewhere between 100 and more than 150 million, depending on the criteria applied (native speakers, single-ancestry ethnic Germans, partial German ancestry, etc.).",30,How many native speakers of German speak Deutsch?,Kazakhstan,German,the South Region,approximately 100 million,4,ካብቶም ኣስታት 100 ሚልዮን ተወለድቲ ጀርመናውያን ኣብ ዓለም፡ ብግምት 80 ሚልዮን ንርእሶም ጀርመናውያን ይቖጽሩ።[ክልሰኛታት ኣድላዪ] ተወሳኺ 80 ሚልዮን ህዝቢ ጀርመናዊ መበቆል ኣሎ ብቐንዱ ኣብ ኣመሪካ፡ ብራዚል (ብቐንዱ ኣብ ደቡባዊ ዞባ እታ ሃገር)፡ ጀርመናውያን፡ ደቡብ ኣፍሪቃ፡ ድሕሪ ሶቭየት ዝነበረ ጀርመናዊ፡ ድሕሪ ሶቭየት (ብቐንዱ ኣብ ሩስያን ካዛኪስታንን)፡ ከምኡ’ውን ፈረንሳ፡ ብውሑድ 1 ሚልዮን እምነ-እታ 1 ሚልዮን ዝቑጸር 1000። ኣብ ገለ ቦታ ኣብ መንጎ 100ን ልዕሊ 150 ሚልዮንን ይድቅስ፣ ከከምቲ ኣብ ግብሪ ዝውዕል መዐቀኒ (መበቆላውያን ተዛረብቲ፣ ንጽል-ኣካላት ብሄራት ጀርመናውያን፣ ከፊላዊ ጀርመናዊ መበቆል ወዘተ)።,ክንደይ ተወለድቲ ተዛረብቲ ጀርመናውያን ንዶይች ይዛረቡ?,ካዛኪስታን,ጀርመንኛ,ዞባ ደቡብ .,ኣስታት 100 ሚልዮን
"After boiling, the hopped wort is now cooled, ready for the yeast. In some breweries, the hopped wort may pass through a hopback, which is a small vat filled with hops, to add aromatic hop flavouring and to act as a filter; but usually the hopped wort is simply cooled for the fermenter, where the yeast is added. During fermentation, the wort becomes beer in a process which requires a week to months depending on the type of yeast and strength of the beer. In addition to producing ethanol, fine particulate matter suspended in the wort settles during fermentation. Once fermentation is complete, the yeast also settles, leaving the beer clear.",31,How long does it take for hopped wort to become brewed?,—,a week to month,a week to months,—,2,ድሕሪ ምፍላሕ፡ እቲ ዝዘልለሉ ወርት ሕጂ ይዝሕል፡ ነቲ ማይ ብሑቝ ድሉው ኮይኑ ኣሎ። ኣብ ገለ እንዳ ቢራ፡ እቲ ዝዘልል ወርት ብሆፕባክ ኣቢሉ ክሓልፍ ይኽእል፡ እዚ ድማ ብሆፕስ ዝተመልአ ንእሽቶ ቫት ኮይኑ፡ ሽታ ዘለዎ መቐረት ሆፕ ንምውሳኽን ከም መጽረዪ ንምስራሕን፤ መብዛሕትኡ ግዜ ግን እቲ ዝዘለለ ወርት ንመብዛሕትኡ ጥራይ እዩ ዝዝሕል፣ ኣብኡ እቲ ማይ ብሑቝ ይውሰኸሉ። ኣብ እዋን ምብላዕ፡ እቲ ወርት ኣብ መስርሕ ቢራ ይኸውን እዚ ድማ ከከም ዓይነት ማይ ብሑቝን ሓይልን ናይቲ ቢራን ካብ ሰሙን ክሳብ ኣዋርሕ ዝሓትት እዩ። ኣብ ርእሲ ምፍራይ ኤታኖል፡ ኣብ ወርት ዝተሰቕለ ረቂቕ ንጥረ ነገር ኣብ እዋን ምብላዕ ይሰፍር። ምብላዕ ምስ ተዛዘመ፡ እቲ ማይ ብሑቝ እውን ይሰፍር፡ ነቲ ቢራ ንጹር ገዲፉ።,ሆፕ ዎርት ንኽሰርሕ ክንደይ ግዜ ይወስድ?,—,ካብ ሰሙን ክሳብ ወርሒ,ካብ ሰሙን ክሳብ ኣዋርሕ,—
"A great power is a sovereign state that is recognized as having the ability and expertise to exert its influence on a global scale. Great powers characteristically possess military and economic strength, as well as diplomatic and soft power influence, which may cause middle or small powers to consider the great powers' opinions before taking actions of their own. International relations theorists have posited that great power status can be characterized into power capabilities, spatial aspects, and status dimensions. Sometimes the status of great powers is formally recognized in conferences such as the Congress of Vienna or an international structure such as the United Nations Security Council (China, France, Russia, the United Kingdom and the United States serve as the body's five permanent members). At the same time the status of great powers can be informally recognized in a forum such as the G7 which consists of Canada, France, Germany, Italy, Japan, the United Kingdom and the United States of America.",32,"Who have posited that great powers status can be characterized into power capabilities, spatial aspects, and status dimensions?",Germany,five,International relations theorists,Canada,3,ዓቢ ሓይሊ ብዓለምለኻዊ ደረጃ ጽልዋኡ ንምክያድ ዓቕምን ክእለትን ከም ዘለዎ ኣፍልጦ ዝወሃቦ ልኡላዊ ኩነታት እዩ። ዓበይቲ ሓይልታት ብባህርያዊ መንገዲ ወተሃደራውን ቁጠባውን ሓይሊ ዝውንኑ፡ ከምኡ’ውን ዲፕሎማስያውን ልስሉስን ጽልዋ ዘለዎ ጽልዋ፡ እዚ ድማ ማእከላይ ወይ ንኣሽቱ ሓይልታት ቅድሚ ናይ ገዛእ ርእሶም ስጉምቲ ምውሳድ ንርእይቶታት ዓበይቲ ሓይልታት ኣብ ግምት ከእትዉ ክገብሩ ይኽእሉ። ዓለምለኻዊ ዝምድናታት ክልሰ-ሓሳባውያን፡ ዓቢ ናይ ስልጣን ኩነታት ናብ ዓቕሚ ሓይሊ፡ ቦታዊ መዳያትን ደረጃታት ኩነታትን ክግለጽ ከም ዝኽእል ኣቐሚጦም ኣለዉ። ሓደ ሓደ ግዜ ደረጃ ዓበይቲ ሓይልታት ኣብ ከም በዓል ጉባኤ ቪየና ወይ ከም ቤት ምኽሪ ጸጥታ ሕቡራት ሃገራት ዝኣመሰለ ኣህጉራዊ ቅርጺ ዝኣመሰሉ ዋዕላታት ብወግዒ ኣፍልጦ ይወሃቦ (ቻይና፡ ፈረንሳ፡ ሩስያ፡ ዓባይ ብሪጣንያን ኣመሪካን ከም ሓሙሽተ ቀወምቲ ኣባላት ናይቲ ኣካል የገልግላ)። ኣብ ተመሳሳሊ እዋን ደረጃ ዓበይቲ ሓይልታት ኣብ ከም በዓል G7 ዝኣመሰለት ካናዳ፣ ፈረንሳ፣ ጀርመን፣ ጣልያን፣ ጃፓን፣ ዓባይ ብሪጣንያን ሕቡራት መንግስታት ኣሜሪካን ዝሓዘት ከም G7 ዝኣመሰለ መድረኽ ብዘይወግዓዊ ኣፍልጦ ክወሃቦ ይኽእል።,ዓበይቲ ሓይልታት ኩነታት ናብ ዓቕሚ ሓይሊ፣ ቦታዊ መዳያትን ደረጃታት ኩነታትን ክልለ ከምዝኽእል መን እዩ ዝብል ሓሳብ ኣቕሪቡ?,ጀርመን,ሓሙሽተ,ዓለምለኻዊ ዝምድናታት ክልሰ-ሓሳባውያን,ካናዳ
"On 29 November 1947, the United Nations General Assembly recommended the adoption and implementation of the Partition Plan for Mandatory Palestine. This UN plan specified borders for new Arab and Jewish states and also specified an area of Jerusalem and its environs which was to be administered by the UN under an international regime. The end of the British Mandate for Palestine was set for midnight on 14 May 1948. That day, David Ben-Gurion, the executive head of the Zionist Organization and president of the Jewish Agency for Palestine, declared ""the establishment of a Jewish state in Eretz Israel, to be known as the State of Israel,"" which would start to function from the termination of the mandate. The borders of the new state were not specified in the declaration. Neighboring Arab armies invaded the former Palestinian mandate on the next day and fought the Israeli forces. Israel has since fought several wars with neighboring Arab states, in the course of which it has occupied the West Bank, Sinai Peninsula (1956–57, 1967–82), part of Southern Lebanon (1982–2000), Gaza Strip (1967–2005; still considered occupied after 2005 disengagement) and the Golan Heights. It extended its laws to the Golan Heights and East Jerusalem, but not the West Bank. Efforts to resolve the Israeli–Palestinian conflict have not resulted in peace. However, peace treaties between Israel and both Egypt and Jordan have successfully been signed. Israel's occupation of Gaza, the West Bank and East Jerusalem is the world's longest military occupation in modern times.[note 2]",33,Who recommended the adoption and implementation of the Partition Plan for Mandatory Palestine?,the next day,David Ben-Gurion,UN,29 November 1947,3,"ሓፈሻዊ ባይቶ ሕቡራት ሃገራት ብ29 ሕዳር 1947 ዓ.ም.ፈ. እዚ ናይ ሕቡራት ሃገራት ውጥን ንሓድሽ ሃገራት ዓረብን ኣይሁድን ዶባት ዝገለጸ ኮይኑ፡ ኣብ ትሕቲ ኣህጉራዊ ስርዓት ብውድብ ሕቡራት ሃገራት ክመሓደር ዝነበሮ ናይ ኢየሩሳሌምን ከባቢኡን ከባቢ ኢየሩሳሌምን ከባቢኡን ዝገለጸ እዩ። መወዳእታ ናይ እንግሊዝ ስልጣን ንፍልስጤም ብ14 ግንቦት 1948 ፍርቂ ለይቲ ተቐሚጡ።እታ መዓልቲ እቲኣ፡ ዴቪድ ቤን-ጉርዮን፡ ፈጻሚ ሓላፊ ናይቲ ጽዮናዊ ውዳበን ፕረዚደንት ናይቲ ኣይሁዳዊ ትካል ፍልስጤምን፡ ""ምቛም ናይ ኣይሁዳዊት ሃገር ኣብ ኤረትዝ እስራኤል፡ ካብ ምቕድማድ ናይቲ ምእራም ክፍለጣ ዝጀመረ፡ ""መንግስቲ ኣይሁድ ኣብ ኤረትዝ እስራኤላውያን ምምስራት"" ኢሉ ኣዊጁ። ዶባት ናይታ ሓዳስ ሃገር ኣብቲ ኣዋጅ ኣይተገልጸን። ጎረባብቲ ሰራዊት ዓረብ ነቲ ናይ ቀደም ፍልስጤማውያን ስልጣን ብምዋሮም ንጽባሒቱ ብምኻድ ንሓይልታት እስራኤል ተዋጊኦም እዮም። እስራኤል ካብ ሽዑ ጀሚራ ምስ ጎረባብቲ ሃገራት ዓረብ ንሓያሎ ውግኣት ተቓሊሳ፣ ኣብ መስርሓ ንዌስት ገምገም፣ ሓውሲ ደሴት ሲናይ (1956–57፣ 1967–82)፣ ክፋል ደቡባዊ ሊባኖስ (1982–2000)፣ ጋዛ ስትሪፕ (1967–2005፤ ክሳብ 205 ዘይምፍታው) ዝቑጸር ዝነበረን ልኡኽን ልዕል ኢሉ ዝቑጸር)። ሕግታታ ናብ ጎላን ሃይትስን ምብራቕ ኢየሩሳሌምን ኣናዊሓቶ እምበር ናብ ምዕራባዊ ገማግም ባሕሪ ኣይኮነን። ንግጭት እስራኤልን ፍልስጤምን ንምፍታሕ ዝተገብረ ጻዕሪ ሰላም ኣይረኸበን። ይኹን እምበር፡ ኣብ መንጎ እስራኤልን ግብጽን ዮርዳኖስን ዝግበር ዝነበረ ውዕል ሰላም ብዓወት ተፈሪሙ እዩ። እስራኤል ንጋዛ፡ ምዕራባዊ ገማግም ባሕሪን ምብራቕ ኢየሩሳሌምን ዝገበርዎ ምግዛእ፡ ኣብ ዘመናዊ ግዜ ኣብ ዓለም ዝነውሐ ወተሃደራዊ መግዛእቲ እዩ።[መተሓሳሰቢ 2]",ንመከላኸሊ ፍልስጤም ዝምልከት ውጥን ምምቕቓል ንኽቕበልን ክትግበርን መን እዩ ዝመኸነ?,ንጽባሒቱ,ዳዊት ቤን-ወርዮን,እና,29 ሕዳር 1947 ዓ.ም.
"Kanye Omari West (/ˈkɑːnjeɪ/; born June 8, 1977) is an American hip hop recording artist, record producer, rapper, fashion designer, and entrepreneur. He is among the most acclaimed musicians of the 21st century, attracting both praise and controversy for his work and his outspoken public persona.",34,When was Kanye Omari born?,American,the 21st century,"June 8, 1977",Kanye Omari West,3,Kanye Omari West (/ˈkɑːnjeɪ/; 8 ሰነ 1977 ዓ.ም. ካብቶም ኣብ መበል 21 ክፍለ ዘመን ዝነበሩ ኣዝዮም ናእዳ ዝረኸቡ ሙዚቀኛታት ሓደ ኮይኑ፡ ብስርሑን ብግልጺ ዝዛረብ ህዝባዊ ፐርሶናኡን ንኽልቲኡ ናእዳን ክትዕን ዝስሕብ እዩ።,ካንየ ኦማሪ መዓስ እዩ ተወሊዱ?,ኣሜሪካዊ,መበል 21 ክፍለ ዘመን,8 ሰነ 1977 ዓ.ም.,ከምኡውን ምዕራብ ምብራቕ .
"In 1986, eight years before the launch of Turner Classic Movies, Ted Turner acquired the Metro-Goldwyn-Mayer film studio for $1.5 billion. Concerns over Turner Entertainment's corporate debt load resulted in Turner selling the studio that October back to Kirk Kerkorian, from whom Turner had purchased the studio less than a year before. As part of the deal, Turner Entertainment retained ownership of MGM's library of films released up to May 9, 1986. Turner Broadcasting System was split into two companies; Turner Broadcasting System and Metro-Goldwyn-Mayer and reincorporated as MGM/UA Communications Co.",35,Who purchased Metro-Goldwyn-Mayer in 1986?,less than a year before,Turner,eight years,"May 9, 1986",2,ቴድ ተርነር ኣብ 1986 ቅድሚ ምጅማር ተርነር ክላሲክ ፊልምታት ቅድሚ ምጅማሩ ሸሞንተ ዓመት ቅድሚ ምጅማሩ፡ ነቲ ሜትሮ-ጎልድዊን-ማየር ፊልም ስቱድዮ ብ1.5 ቢልዮን ዶላር ኣግዚኡዎ። ብዛዕባ ተርነር ኢንተርተይንመንት ናይ ትካላት ዕዳ ጽዕነት ስክፍታታት ውጽኢቱ ተርነር ነቲ ስቱድዮ ክሸይጥ ምኽንያት ኮይኑ ኣብታ ወርሒ ጥቅምቲ ናብቲ ተርነር ቅድሚ ሓደ ዓመት ዘይመልእ ነቲ ስቱድዮ ዝዓደጎ ኪርክ ኬርኮርያን ተመሊሱ። ከም ኣካል ናይቲ ስምምዕ፡ ተርነር ኢንተርተይንመንት ዋንነት ናይቲ ክሳብ 9 ግንቦት 1986 ዝወጸ ናይ MGM ቤተ መጻሕፍቲ ፊልምታት ዓቂቡ።ስርዓተ ፈነወ ተርነር ኣብ ክልተ ኩባንያታት ተኸፋፊሉ ነበረ፤ ተርነር ብሮድካስቲንግ ሲስተምን ሜትሮ-ጎልድዊን-ሜየርን ዳግማይ ከም MGM/UA Communications Co incorporatedን.,ኣብ 1986 ንሜትሮ-ጎልድዊን-ማየር ዝገዝአ መን እዩ?,ቅድሚ ሓደ ዓመት ዘይመልእ,ተርነር,ሸሞንተ ዓመት,"ግንቦት 9, 1986"
"House music is a genre of electronic dance music that originated in Chicago in the early 1980s. It was initially popularized in Chicago, circa 1984. House music quickly spread to other American cities such as Detroit, New York City, and Newark – all of which developed their own regional scenes. In the mid-to-late 1980s, house music became popular in Europe as well as major cities in South America, and Australia. Early house music commercial success in Europe saw songs such as ""Pump Up The Volume"" by MARRS (1987), ""House Nation"" by House Master Boyz and the Rude Boy of House (1987), ""Theme from S'Express"" by S'Express (1988) and ""Doctorin' the House"" by Coldcut (1988) in the pop charts. Since the early to mid-1990s, house music has been infused in mainstream pop and dance music worldwide.",36,Where was house music originally popularized?,Boyz,Chicago,late 1980s,Theme from S'Express,2,"ሃውስ ሙዚቃ ኣብ መጀመርታ 1980ታት ኣብ ቺካጎ ዝጀመረ ኤሌክትሮኒካዊ ሳዕስዒት ሙዚቃ ቅዲ እዩ። ኣብ መጀመርታ ኣብ ቺካጎ ህቡብነት ተገይሩሉ፣ ከባቢ 1984. ናይ ገዛ ሙዚቃ ብቕልጡፍ ናብ ካልኦት ከተማታት ኣመሪካ ከም ዲትሮይት፣ ከተማ ኒውዮርክን ኒውኣርክን ተዘርጊሑ - እዚ ኹሉ ናይ ገዛእ ርእሶም ዞባዊ ትርኢታት ኣማዕቢሎም። ኣብ መፋርቕ ክሳብ መወዳእታ 1980ታት፡ ኣብ ኤውሮጳ ከምኡ’ውን ኣብ ዓበይቲ ከተማታት ደቡብ ኣመሪካ፡ ከምኡ’ውን ኣብ ኣውስትራልያ፡ ናይ ገዛ ሙዚቃ ህቡብ ኰነ። ኣብ ኤውሮጳ ናይ መጀመርታ ገዛ ሙዚቃ ንግዳዊ ዓወት ከም ""Pump Up The Volume"" ብ Marrs (1987), ""House Nation"" ብ House Master Boyz and The Rade Boy of House (1987), ""Theme from S'Express"" ብ S'Express (1988) ከምኡ'ውን ""Doctorin' The House"" ኣብ ፖፕ ቻርትስ ""Doctorin' The House""ን ዝኣመሰላ ደርፍታት ርእዩ። ካብ መጀመርታ ክሳብ መፋርቕ 1990ታት ዝነበረ ናይ ገዛ ሙዚቃ ኣብ መላእ ዓለም ኣብ ቀንዲ ፖፕን ሳዕስዒትን ሙዚቃ ተሓዊሱ ኣሎ።",ናይ ገዛ ሙዚቃ ፈለማ ኣበይ ተፈታዊ ኮይኑ?,ቦይዝ,ቺካጎ,ኣብ መወዳእታ 1980ታት,ቴማ ካብ S'Express
"LaserDisc was first available on the market, in Atlanta, Georgia, on December 15, 1978, two years after the introduction of the VHS VCR, and four years before the introduction of the CD (which is based on laser disc technology). Initially licensed, sold, and marketed as MCA DiscoVision (also known as simply ""DiscoVision"") in North America in 1978, the technology was previously referred to internally as Optical Videodisc System, Reflective Optical Videodisc, Laser Optical Videodisc, and Disco-Vision (with a dash), with the first players referring to the format as ""Video Long Play"".",37,Where was LaserDisc first available on the market?,Reflective Optical Videodisc,Video Long Play,Atlanta,Optical Videodisc System,3,"ሌዘርዲስክ ንመጀመርያ ግዜ ኣብ ዕዳጋ፡ ኣብ ኣትላንታ፡ ጆርጅያ፡ ብ15 ታሕሳስ 1978፡ ድሕሪ ክልተ ዓመት ምትእትታው VHS VCR፡ ከምኡ’ውን ቅድሚ ኣርባዕተ ዓመት ምትእትታው ሲዲ (ኣብ ሌዘር ዲስክ ቴክኖሎጂ ዝተመርኮሰ) ተረኺቡ ነይሩ። ኣብ መጀመርታ ፍቓድ ዘለዎ፣ ዝሽየጥን ኣብ ሰሜን ኣሜሪካ ብ1978 ኣብ ሰሜን ኣሜሪካ ብMCA discovision (ብቐሊል ""Discovision"" ተባሂሉ ይፍለጥ) ተባሂሉ ዝግመት፣ እቲ ቴክኖሎጂ ቅድሚ ሕጂ ብውሽጢ ብውሽጣዊ መንገዲ ብኦፕቲካል ቪድዮዲስክ ሲስተም፣ ዘንጸባረቕ ብርሃን ቪድዮዲስክ፣ ሌዘር ኦፕቲካል ቪድዮዲስክን ዲስኮ-ቪዥንን (ምስ ዳሽ) ተባሂሉ ይጽዋዕ ነበረ፣ እቶም ናይ መጀመርታ ተጻወትቲ ድማ ነቲ ቅርጺ ""Video Long Play"" ዝብልዎ ጠቒሱ።",ሌዘርዲስክ መጀመርታ ኣብ ዕዳጋ ኣበይ ተረኺቡ?,ኣስተንትኖኣዊ ብርሃናዊ ቪድዮዲስክ,ቪድዮ ነዊሕ ጸወታ,ኣትላንታ,ብርሃናዊ ቪድዮዲስክ ስርዓት
