passage,question_number,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,translated_passage,translated_question,translated_mc_answer1,translated_mc_answer2,translated_mc_answer3,translated_mc_answer4
"American Idol is an American singing competition series created by Simon Fuller and produced by 19 Entertainment, and is distributed by FremantleMedia North America. It began airing on Fox on June 11, 2002, as an addition to the Idols format based on the British series Pop Idol and has since become one of the most successful shows in the history of American television. The concept of the series is to find new solo recording artists, with the winner being determined by the viewers in America. Winners chosen by viewers through telephone, Internet, and SMS text voting were Kelly Clarkson, Ruben Studdard, Fantasia Barrino, Carrie Underwood, Taylor Hicks, Jordin Sparks, David Cook, Kris Allen, Lee DeWyze, Scotty McCreery, Phillip Phillips, Candice Glover, Caleb Johnson, and Nick Fradiani.",91,Who distributed American Idol?,Kelly Clarkson,Scotty McCreery,FremantleMedia North America,Ruben Studdard,3,"American Idol እዩ ሓደ American singing ውድድር ተኸታታሊ created ብ Simon Fuller እና produced ብ 19 ,ምዝንጋዕ እና እዩ distributed ብ FremantleMedia ሰሜን .America እቲ ነገር ጀሚሩ airing አብ ልዕሊ ቡኻርያ አብ ልዕሊ ሰነ ,11 ,2002 ከም ሓደ ተወሳኺ ናብ እቲ Idols format መሰረት ዝገበረ አብ ልዕሊ እቲ British ተኸታታሊ ኣቦ Idol እና ኣለዎ ካብ ምዃን ሓደ ካብ እቲ ብጥዕሚ ዕውት shows አብ ውሽጢ እቲ ታሪኽ ካብ American .television እቲ ጭብጢ ካብ እቲ ተኸታታሊ እዩ ናብ ርኸብ ሓድሽ solo recording ,artists ምስ እቲ winner ፍጥረት ብጉስ ብ እቲ viewers አብ ውሽጢ .America Winners chosen ብ viewers ብውሽጢ ,telephone ,Internet እና SMS ጽሑፍ voting ኔሮም Kelly ,Clarkson Ruben ,Studdard Fantasia ,Barrino Carrie ,Underwood Taylor ,Hicks Jordin ,Sparks David ,ሰራሒ ፀብሒ Kris ,Allen Lee ,DeWyze Scotty ,McCreery Phillip ,Phillips Candice ,Glover Caleb ,Johnson እና Nick .Fradiani",መን distributed American ?Idol,Kelly Clarkson,Scotty McCreery,FremantleMedia ሰሜን America,Ruben Studdard
"Symbiotic relationships include those associations in which one organism lives on another (ectosymbiosis, such as mistletoe), or where one partner lives inside the other (endosymbiosis, such as lactobacilli and other bacteria in humans or Symbiodinium in corals). Symbiosis is also classified by physical attachment of the organisms; symbiosis in which the organisms have bodily union is called conjunctive symbiosis, and symbiosis in which they are not in union is called disjunctive symbiosis.",92,What kind of relationships exist in which one organism lives on another?,Symbiotic,one,Symbiodinium,lactobacilli,1,"Symbiotic relationships ይሓውስ እቲኦም associations አብ ውሽጢ አየናይ ሓደ organism ይነብር አብ ልዕሊ ካልእ (,ectosymbiosis ከምዚ ከም ),mistletoe ወይ አበይ ሓደ መሳርሕቲ ይነብር ኣብ ውሽጢ እቲ ካልእ (,endosymbiosis ከምዚ ከም lactobacilli እና ካልእ bacteria አብ ውሽጢ humans ወይ Symbiodinium አብ ውሽጢ ).corals Symbiosis እዩ እውን classified ብ ኣካላዊ ዝተሓሓዝ ካብ እቲ ;organisms symbiosis አብ ውሽጢ አየናይ እቲ organisms ኣለኒ bodily union እዩ ዝተፀወዐ conjunctive ,symbiosis እና symbiosis አብ ውሽጢ አየናይ ንሶም እዮም ዘይኮነ አብ ውሽጢ union እዩ ዝተፀወዐ disjunctive .symbiosis",እንታይ ርህሩህ ካብ relationships ምህላው አብ ውሽጢ አየናይ ሓደ organism ይነብር አብ ልዕሊ ?ካልእ,Symbiotic,ሓደ,Symbiodinium,lactobacilli
"An antenna (plural antennae or antennas), or aerial, is an electrical device which converts electric power into radio waves, and vice versa. It is usually used with a radio transmitter or radio receiver. In transmission, a radio transmitter supplies an electric current oscillating at radio frequency (i.e. a high frequency alternating current (AC)) to the antenna's terminals, and the antenna radiates the energy from the current as electromagnetic waves (radio waves). In reception, an antenna intercepts some of the power of an electromagnetic wave in order to produce a tiny voltage at its terminals, that is applied to a receiver to be amplified.",93,What is an electrical device that converts electric power into radio waves?,antenna,AC,dipole.n.02,omnidirectional antenna.n.01,1,"ሓደ antenna (ብዙሕ antennae ወይ ),antennas ወይ ,aerial እዩ ሓደ electrical መሳርሒ አየናይ converts electric ሓይሊ ናብ ውሽጢ radio ,waves እና vice .versa እቲ ነገር እዩ ብልሙድ ዘገልገለ ምስ ሓደ radio transmitter ወይ radio .receiver አብ ውሽጢ ,transmission ሓደ radio transmitter supplies ሓደ electric እዋናዊ oscillating ኣብ radio ድግግም (..i.e ሓደ ላዕሊ ድግግም alternating እዋናዊ ())AC ናብ እቲ 'antenna's ,terminals እና እቲ antenna radiates እቲ ጉልበት ካብ እቲ እዋናዊ ከም electromagnetic waves (radio ).waves አብ ውሽጢ ,መቐበሊ ጋሻ ሓደ antenna intercepts ንእሽተይ ካብ እቲ ሓይሊ ካብ ሓደ electromagnetic ማዕበል አብ ውሽጢ ስርዓት ናብ ምፍራይ ሓደ ደቃቅ voltage ኣብ ናቱ ,terminals እቲ እዩ applied ናብ ሓደ receiver ናብ ኩን .amplified",እንታይ እዩ ሓደ electrical መሳርሒ እቲ converts electric ሓይሊ ናብ ውሽጢ radio ?waves,antenna,AC,..dipole.n.02,omnidirectional ..antenna.n.01
"The Gregorian calendar was a reform of the Julian calendar instituted in 1582 by Pope Gregory XIII, after whom the calendar was named, by papal bull Inter gravissimas dated 24 February 1582. The motivation for the adjustment was to bring the date for the celebration of Easter to the time of year in which it was celebrated when it was introduced by the early Church. Although a recommendation of the First Council of Nicaea in 325 specified that all Christians should celebrate Easter on the same day, it took almost five centuries before virtually all Christians achieved that objective by adopting the rules of the Church of Alexandria (see Easter for the issues which arose).",94,Who created the Gregorian calendar?,Easter on the same day,almost five centuries,Pope Gregory XIII,Inter,3,"እቲ Gregorian calendar ኔሩ ሓደ reform ካብ እቲ Julian calendar instituted አብ ውሽጢ 1582 ብ Pope Gregory ,XIII ድሕሪ መን እቲ calendar ኔሩ ,named ብ papal ብዕራይ Inter gravissimas dated 24 ለካቲት .1582 እቲ ምልዕዓል ን እቲ adjustment ኔሩ ናብ ኣምፅእ እቲ ዕለት ን እቲ celebration ካብ Easter ናብ እቲ ግዜ ካብ ዓመት አብ ውሽጢ አየናይ እቲ ነገር ኔሩ celebrated መዓዝ እቲ ነገር ኔሩ introduced ብ እቲ ብግዘ .ቤተ ክርስትያን ዋላ እኳ ሓደ recommendation ካብ እቲ መጀመርታ ዋዕላ ካብ Nicaea አብ ውሽጢ 325 specified እቲ ኩሎም Christians ይሓይሽ ምኽባር Easter አብ ልዕሊ እቲ ማዕረ ,መዓልቲ እቲ ነገር ምውሳድ ዳርጋ ሓሙሽተ centuries ቅድሚ virtually ኩሎም Christians achieved እቲ ዕላማ ብ adopting እቲ ስርዓታት ካብ እቲ ቤተ ክርስትያን ካብ Alexandria (ረአ Easter ን እቲ ፀገማት አየናይ ).arose",መን created እቲ Gregorian ?calendar,Easter አብ ልዕሊ እቲ ማዕረ መዓልቲ,ዳርጋ ሓሙሽተ centuries,Pope Gregory XIII,Inter
"After independence, the Chief Commissioner's Province of H.P. came into being on 15 April 1948 as a result of integration of 28 petty princely states (including feudal princes and zaildars) in the promontories of the western Himalaya, known in full as the Simla Hills States and four Punjab southern hill states by issue of the Himachal Pradesh (Administration) Order, 1948 under Sections 3 and 4 of the Extra-Provincial Jurisdiction Act, 1947 (later renamed as the Foreign Jurisdiction Act, 1947 vide A.O. of 1950). The State of Bilaspur was merged in the Himachal Pradesh on 1 April 1954 by the Himachal Pradesh and Bilaspur (New State) Act, 1954. Himachal became a part C state on 26 January 1950 with the implementation of the Constitution of India and the Lt. Governor was appointed. Legislative Assembly was elected in 1952. Himachal Pradesh became a union territory on 1 November 1956. Following area of Punjab State namely Simla, Kangra, Kulu and Lahul and Spiti Districts, Nalagarh tehsil of Ambala District, Lohara, Amb and Una kanungo circles, some area of Santokhgarh kanungo circle and some other specified area of Una tehsil of Hoshiarpur District besides some parts of Dhar Kalan Kanungo circle of Pathankot tehsil of Gurdaspur District; were merged with Himachal Pradesh on 1 November 1966 on enactment of Punjab Reorganisation Act, 1966 by the Parliament. On 18 December 1970, the State of Himachal Pradesh Act was passed by Parliament and the new state came into being on 25 January 1971. Thus Himachal emerged as the 18th state of the Indian Union.",95,What was the Chief Commissioner's Province of H.P. known as?,the Simla Hills States,18th,four,Dhar Kalan Kanungo,1,"ድሕሪ ,independence እቲ ሓለቓ 'Commissioner's ገጸር ካብ ..H.P መጺኡ ናብ ውሽጢ ፍጥረት አብ ልዕሊ 15 ጉንበት 1948 ከም ሓደ ውፅኢት ካብ integration ካብ 28 petty princely states (ይሓውስ feudal princes እና )zaildars አብ ውሽጢ እቲ promontories ካብ እቲ western ,Himalaya ፍሉጥ አብ ውሽጢ ሙሉእ ከም እቲ Simla Hills States እና ዓርባዕተ Punjab southern ኮረብታ states ብ ፀገም ካብ እቲ Himachal Pradesh ()Administration ,ስርዓት 1948 ትሕቲ Sections 3 እና 4 ካብ እቲ -Extra-Provincial Jurisdiction ,ፍፃመ 1947 (ዳሕራይ renamed ከም እቲ ናይ ወፃእ Jurisdiction ,ፍፃመ 1947 vide ..A.O ካብ ).1950 እቲ ግዝኣት ካብ Bilaspur ኔሩ merged አብ ውሽጢ እቲ Himachal Pradesh አብ ልዕሊ 1 ጉንበት 1954 ብ እቲ Himachal Pradesh እና Bilaspur (ሓድሽ )ግዝኣት ,ፍፃመ .1954 Himachal ኮይኑ ሓደ ክፋል C ግዝኣት አብ ልዕሊ 26 ጥሪ 1950 ምስ እቲ implementation ካብ እቲ Constitution ካብ ህንዲ እና እቲ .Lt Governor ኔሩ .appointed Legislative ኣኼባ ኔሩ elected አብ ውሽጢ .1952 Himachal Pradesh ኮይኑ ሓደ union ግዝኣት አብ ልዕሊ 1 ሕዳር .1956 ምኽታል ስፍሓት ካብ Punjab ግዝኣት namely ,Simla ,Kangra Kulu እና Lahul እና Spiti ,Districts Nalagarh tehsil ካብ Ambala ,ኣውራጃ ,Lohara Amb እና Una kanungo ,circles ንእሽተይ ስፍሓት ካብ Santokhgarh kanungo ክቢ እና ንእሽተይ ካልእ specified ስፍሓት ካብ Una tehsil ካብ Hoshiarpur ኣውራጃ ጎና ጎኒ ንእሽተይ parts ካብ Dhar Kalan Kanungo ክቢ ካብ Pathankot tehsil ካብ Gurdaspur ;ኣውራጃ ኔሮም merged ምስ Himachal Pradesh አብ ልዕሊ 1 ሕዳር 1966 አብ ልዕሊ enactment ካብ Punjab Reorganisation ,ፍፃመ 1966 ብ እቲ .Parliament አብ ልዕሊ 18 ታሕሳስ ,1970 እቲ ግዝኣት ካብ Himachal Pradesh ፍፃመ ኔሩ ሓሊፉ ብ Parliament እና እቲ ሓድሽ ግዝኣት መጺኡ ናብ ውሽጢ ፍጥረት አብ ልዕሊ 25 ጥሪ .1971 ስለዝኾነ Himachal emerged ከም እቲ 18th ግዝኣት ካብ እቲ Indian .Union",እንታይ ኔሩ እቲ ሓለቓ 'Commissioner's ገጸር ካብ ..H.P ፍሉጥ ?ከም,እቲ Simla Hills States,18th,ዓርባዕተ,Dhar Kalan Kanungo
"Mali (i/ˈmɑːli/; French: [maˈli]), officially the Republic of Mali (French: République du Mali), is a landlocked country in West Africa. Mali is the eighth-largest country in Africa, with an area of just over 1,240,000 square kilometres (480,000 sq mi). The population of Mali is 14.5 million. Its capital is Bamako. Mali consists of eight regions and its borders on the north reach deep into the middle of the Sahara Desert, while the country's southern part, where the majority of inhabitants live, features the Niger and Senegal rivers. The country's economy centers on agriculture and fishing. Some of Mali's prominent natural resources include gold, being the third largest producer of gold in the African continent, and salt. About half the population lives below the international poverty line of $1.25 (U.S.) a day. A majority of the population (55%) are non-denominational Muslims.",96,What is the official name of Mali?,the Republic of Mali,55%,1.25,"480,000 sq mi",1,"Mali (//;i/ˈmɑːli :French []),maˈli officially እቲ Republic ካብ Mali (:French République du ),Mali እዩ ሓደ landlocked ሃገር አብ ውሽጢ ምዕራብ .Africa Mali እዩ እቲ -eighth-largest ሃገር አብ ውሽጢ ,Africa ምስ ሓደ ስፍሓት ካብ ጥራሕ ልዕሊ ,,1,240,000 ርባዕ kilometres (,480,000 sq ).mi እቲ በዝሒ ህዝቢ ካብ Mali እዩ .14.5 .ሚልዮን ናቱ ሃብቲ እዩ .Bamako Mali consists ካብ ሸሞንተ regions እና ናቱ borders አብ ልዕሊ እቲ ሰሜን ብፅሕ ጥሉቅ ናብ ውሽጢ እቲ ማእኸል ካብ እቲ Sahara ,ምድረ በዳ እስካብ እቲ 'country's southern ,ክፋል አበይ እቲ መብዛሕትኡ ካብ inhabitants ,ንበር መለለይታት እቲ Niger እና Senegal .rivers እቲ 'country's ቁጠባ centers አብ ልዕሊ ግብርና እና .fishing ንእሽተይ ካብ 'Mali's ጠቃሚ ተፈጥራዊ ምንጭታት ይሓውስ ,ወርቂ ፍጥረት እቲ ሳልሳይ largest producer ካብ ወርቂ አብ ውሽጢ እቲ African ,ኣህጉር እና .ጨው ብዝዕባ ፍርቂ እቲ በዝሒ ህዝቢ ይነብር ትሕቲ እቲ ዓለም ለኻዊ ድኽነት መስመር ካብ $.1.25 (..)U.S ሓደ .መዓልቲ ሓደ መብዛሕትኡ ካብ እቲ በዝሒ ህዝቢ (%)55 እዮም -non-denominational .Muslims",እንታይ እዩ እቲ ዘፍለጠ ሽም ካብ ?Mali,እቲ Republic ካብ Mali,%55,.1.25,",480,000 sq mi"
"Immunology is a branch of biomedical science that covers the study of immune systems in all organisms. It charts, measures, and contextualizes the: physiological functioning of the immune system in states of both health and diseases; malfunctions of the immune system in immunological disorders (such as autoimmune diseases, hypersensitivities, immune deficiency, and transplant rejection); the physical, chemical and physiological characteristics of the components of the immune system in vitro, in situ, and in vivo. Immunology has applications in numerous disciplines of medicine, particularly in the fields of organ transplantation, oncology, virology, bacteriology, parasitology, psychiatry, and dermatology.",97,What is the branch of biomedical science that covers the study of immune systems in all organisms called?,Immunology,—,immunopathology.n.01,immunochemistry.n.01,1,"Immunology እዩ ሓደ ቅርንጫፍ ካብ biomedical ሳይንስ እቲ covers እቲ መፅናዕቲ ካብ immune systems አብ ውሽጢ ኩሎም .organisms እቲ ነገር ,charts ,ይዕቅን እና contextualizes :እቲ physiological functioning ካብ እቲ immune ስርዓት አብ ውሽጢ states ካብ ክልቲኡ ጥዕና እና ;ሕማማት malfunctions ካብ እቲ immune ስርዓት አብ ውሽጢ immunological disorders (ከምዚ ከም autoimmune ,ሕማማት ,hypersensitivities immune ,deficiency እና transplant );rejection እቲ ,ኣካላዊ chemical እና physiological ባህርያት ካብ እቲ components ካብ እቲ immune ስርዓት አብ ውሽጢ ,vitro አብ ውሽጢ ,situ እና አብ ውሽጢ .vivo Immunology ኣለዎ applications አብ ውሽጢ numerous disciplines ካብ ,መድሓኒት ብፍላይ አብ ውሽጢ እቲ fields ካብ organ ,transplantation ,oncology ,virology ,bacteriology ,parasitology ,psychiatry እና .dermatology",እንታይ እዩ እቲ ቅርንጫፍ ካብ biomedical ሳይንስ እቲ covers እቲ መፅናዕቲ ካብ immune systems አብ ውሽጢ ኩሎም organisms ?ዝተፀወዐ,Immunology,—,..immunopathology.n.01,..immunochemistry.n.01
"The beginning of the Neolithic culture is considered to be in the Levant (Jericho, modern-day West Bank) about 10,200 – 8,800 BC. It developed directly from the Epipaleolithic Natufian culture in the region, whose people pioneered the use of wild cereals, which then evolved into true farming. The Natufian period was between 12,000 and 10,200 BC, and the so-called ""proto-Neolithic"" is now included in the Pre-Pottery Neolithic (PPNA) between 10,200 and 8,800 BC. As the Natufians had become dependent on wild cereals in their diet, and a sedentary way of life had begun among them, the climatic changes associated with the Younger Dryas are thought to have forced people to develop farming.",98,When is the beginning of Neolithic culture considered?,"between 10,200 and 8,800","8,800","between 12,000 and 10,200",BC,4,"እቲ መጀመርታ ካብ እቲ Neolithic ባህሊ እዩ ገምገመ ናብ ኩን አብ ውሽጢ እቲ Levant (,Jericho -modern-day ምዕራብ )ባንኪ ብዝዕባ ,10,200 – ,8,800 .BC እቲ ነገር ምዕቡል directly ካብ እቲ Epipaleolithic Natufian ባህሊ አብ ውሽጢ እቲ ,ክልል ናይ መን ህዝቢ pioneered እቲ ጥቅሚ ካብ ልቂ ,cereals አየናይ ሽዑ evolved ናብ ውሽጢ ሓቂ .farming እቲ Natufian ግዘ ኔሩ አብ መንጎ ,12,000 እና ,10,200 ,BC እና እቲ -so-called ""-""proto-Neolithic እዩ ሕዚ included አብ ውሽጢ እቲ -Pre-Pottery Neolithic ()PPNA አብ መንጎ ,10,200 እና ,8,800 .BC ከም እቲ Natufians ዝነበረ ምዃን dependent አብ ልዕሊ ልቂ cereals አብ ውሽጢ ናቶም ,ኣመጋግባ እና ሓደ sedentary መንገዲ ካብ ህይወት ዝነበረ begun ካብዞም ,ንሶም እቲ climatic changes ተሓባበረ ምስ እቲ Younger Dryas እዮም ሓሳብ ናብ ኣለኒ forced ህዝቢ ናብ ዕበ .farming",መዓዝ እዩ እቲ መጀመርታ ካብ Neolithic ባህሊ ?ገምገመ,"አብ መንጎ ,10,200 እና ,8,800",",8,800","አብ መንጎ ,12,000 እና ,10,200",BC
"Nonverbal communication describes the process of conveying meaning in the form of non-word messages. Examples of nonverbal communication include haptic communication, chronemic communication, gestures, body language, facial expression, eye contact, and how one dresses. Nonverbal communication also relates to intent of a message. Examples of intent are voluntary, intentional movements like shaking a hand or winking, as well as involuntary, such as sweating. Speech also contains nonverbal elements known as paralanguage, e.g. rhythm, intonation, tempo, and stress. There may even be a pheromone component. Research has shown that up to 55% of human communication may occur through non-verbal facial expressions, and a further 38% through paralanguage. It affects communication most at the subconscious level and establishes trust. Likewise, written texts include nonverbal elements such as handwriting style, spatial arrangement of words and the use of emoticons to convey emotion.",99,What type of communication describes the process of conveying meaning in the form of non-word messages?,one,Nonverbal,38%,up to 55%,2,"Nonverbal ሓሳብ ንሓሳብ ምልውዋጥ describes እቲ ከይዲ ካብ conveying ትርጉም አብ ውሽጢ እቲ ፎርም ካብ -non-word .messages Examples ካብ nonverbal ሓሳብ ንሓሳብ ምልውዋጥ ይሓውስ haptic ,ሓሳብ ንሓሳብ ምልውዋጥ chronemic ,ሓሳብ ንሓሳብ ምልውዋጥ ,gestures ሰውነት ,ቋንቋ facial ,ኣገላልፃ ዓይኒ ,መርከቢ እና ከመይ ሓደ .dresses Nonverbal ሓሳብ ንሓሳብ ምልውዋጥ እውን relates ናብ intent ካብ ሓደ .መልእኽቲ Examples ካብ intent እዮም ,voluntary intentional movements ምፍታው shaking ሓደ ኢድ ወይ ,winking ከም ደሓን ከም ,involuntary ከምዚ ከም .sweating ዘረባ እውን የጠቓልል nonverbal elements ፍሉጥ ከም ,paralanguage ..e.g ,ስኒት ,intonation ,tempo እና .ጭንቀት ኣብቲ ተዝኸዉን ሙሉእ ኩን ሓደ pheromone .component ፅንዓት ኣለዎ shown እቲ ሓፍ ናብ %55 ካብ ሰብ ሓሳብ ንሓሳብ ምልውዋጥ ተዝኸዉን ይፍፀም ብውሽጢ -non-verbal facial ,expressions እና ሓደ ርሑቅ %38 ብውሽጢ .paralanguage እቲ ነገር affects ሓሳብ ንሓሳብ ምልውዋጥ ብጥዕሚ ኣብ እቲ subconscious ብርኪ እና establishes .እምነት ,ከምኡውን ዝተፀሓፈ texts ይሓውስ nonverbal elements ከምዚ ከም handwriting ,ኣገባብ spatial መስርዕ ካብ ቃላት እና እቲ ጥቅሚ ካብ emoticons ናብ ፅዒንካ ውሰድ .emotion",እንታይ ዓይነት ካብ ሓሳብ ንሓሳብ ምልውዋጥ describes እቲ ከይዲ ካብ conveying ትርጉም አብ ውሽጢ እቲ ፎርም ካብ -non-word ?messages,ሓደ,Nonverbal,%38,ሓፍ ናብ %55
"There are many styles of mandolin, but four are common, the Neapolitan or round-backed mandolin, the carved-top mandolin and the flat-backed mandolin. The round-back has a deep bottom, constructed of strips of wood, glued together into a bowl. The carved-top or arch-top mandolin has a much shallower, arched back, and an arched top—both carved out of wood. The flat-backed mandolin uses thin sheets of wood for the body, braced on the inside for strength in a similar manner to a guitar. Each style of instrument has its own sound quality and is associated with particular forms of music. Neapolitan mandolins feature prominently in European classical music and traditional music. Carved-top instruments are common in American folk music and bluegrass music. Flat-backed instruments are commonly used in Irish, British and Brazilian folk music. Some modern Brazilian instruments feature an extra fifth course tuned a fifth lower than the standard fourth course.",100,How many styles of mandolin are common?,British,four,Brazilian,Neapolitan,2,"ኣብቲ እዮም ቡዙሕ styles ካብ ,mandolin ግን ዓርባዕተ እዮም ,ልሙድ እቲ Neapolitan ወይ -round-backed ,mandolin እቲ -carved-top mandolin እና እቲ -flat-backed .mandolin እቲ -round-back ኣለዎ ሓደ ጥሉቅ ,ታሕተዋይ constructed ካብ strips ካብ ,ዕንጨይቲ glued ብሓባር ናብ ውሽጢ ሓደ .ኣጋር እቲ -carved-top ወይ -arch-top mandolin ኣለዎ ሓደ ብዙሕ ,shallower arched ,ዝባን እና ሓደ arched top—both carved ደገ ካብ .ዕንጨይቲ እቲ -flat-backed mandolin uses ቀጢን sheets ካብ ዕንጨይቲ ን እቲ ,ሰውነት braced አብ ልዕሊ እቲ ኣብ ውሽጢ ን ጥንካረ አብ ውሽጢ ሓደ ተመሳሳሊ ጉዳይ ናብ ሓደ .guitar ሕድሕድ ኣገባብ ካብ መሳርሒ ኣለዎ ናቱ ወንን ድምጺ ፅፈት እና እዩ ተሓባበረ ምስ ብፍሉይ forms ካብ .ሙዚቃ Neapolitan mandolins መለለዩ prominently አብ ውሽጢ European classical ሙዚቃ እና ባህላዊ .ሙዚቃ -Carved-top instruments እዮም ልሙድ አብ ውሽጢ American folk ሙዚቃ እና bluegrass .ሙዚቃ -Flat-backed instruments እዮም commonly ዘገልገለ አብ ውሽጢ ,Irish British እና Brazilian folk .ሙዚቃ ንእሽተይ ዘበናዊ Brazilian instruments መለለዩ ሓደ ተወሳኺ fifth ዓይነት ትምህርቲ tuned ሓደ fifth ታሕተዋይ ካብ እቲ መለክዒ fourth .ዓይነት ትምህርቲ",ከመይ ቡዙሕ styles ካብ mandolin እዮም ?ልሙድ,British,ዓርባዕተ,Brazilian,Neapolitan
"Kerry was born in Aurora, Colorado and attended boarding school in Massachusetts and New Hampshire. He graduated from Yale University class of 1966 with a political science major. Kerry enlisted in the Naval Reserve in 1966, and during 1968–1969 served an abbreviated four-month tour of duty in South Vietnam as officer-in-charge (OIC) of a Swift Boat. For that service, he was awarded combat medals that include the Silver Star Medal, Bronze Star Medal, and three Purple Heart Medals. Securing an early return to the United States, Kerry joined the Vietnam Veterans Against the War organization in which he served as a nationally recognized spokesman and as an outspoken opponent of the Vietnam War. He appeared in the Fulbright Hearings before the Senate Committee on Foreign Affairs where he deemed United States war policy in Vietnam to be the cause of war crimes.",101,How long was Kerry's tour of duty?,South Vietnam,four-month,the United States,Aurora,2,"Kerry ኔሩ ተወሊዱ አብ ውሽጢ ,Aurora Colorado እና attended boarding ቤት ትምህርቲ አብ ውሽጢ Massachusetts እና ሓድሽ .Hampshire ንሱ graduated ካብ Yale ዩኒቨርሲቲ ክፍሊ ካብ 1966 ምስ ሓደ political ሳይንስ .ዋና Kerry enlisted አብ ውሽጢ እቲ Naval ምቕማጥ አብ ውሽጢ ,1966 እና አብ እዋን 1968–1969 served ሓደ abbreviated -four-month ዙር ካብ ግዳጅ አብ ውሽጢ ደቡብ Vietnam ከም --officer-in-charge ()OIC ካብ ሓደ Swift .ጃልባ ን እቲ ,ግልጋሎት ንሱ ኔሩ awarded combat medals እቲ ይሓውስ እቲ ነሓስ ኮኾብ ,Medal Bronze ኮኾብ ,Medal እና ሰለስተ ሊሊ ልቢ .Medals Securing ሓደ ብግዘ ተመለስ ናብ እቲ United ,States Kerry joined እቲ Vietnam Veterans ተቃራኒ እቲ ውግእ ውድብ አብ ውሽጢ አየናይ ንሱ served ከም ሓደ nationally recognized spokesman እና ከም ሓደ outspoken opponent ካብ እቲ Vietnam .ውግእ ንሱ ወፀ አብ ውሽጢ እቲ Fulbright Hearings ቅድሚ እቲ Senate Committee አብ ልዕሊ ናይ ወፃእ Affairs አበይ ንሱ deemed United States ውግእ ፖሊሲ አብ ውሽጢ Vietnam ናብ ኩን እቲ ጠንቂ ካብ ውግእ .crimes",ከመይ ነዊሕ ኔሩ 'Kerry's ዙር ካብ ?ግዳጅ,ደቡብ Vietnam,-four-month,እቲ United States,Aurora
"By the 1890s the profound effect of adrenal extracts on many different tissue types had been discovered, setting off a search both for the mechanism of chemical signalling and efforts to exploit these observations for the development of new drugs. The blood pressure raising and vasoconstrictive effects of adrenal extracts were of particular interest to surgeons as hemostatic agents and as treatment for shock, and a number of companies developed products based on adrenal extracts containing varying purities of the active substance. In 1897 John Abel of Johns Hopkins University identified the active principle as epinephrine, which he isolated in an impure state as the sulfate salt. Industrial chemist Jokichi Takamine later developed a method for obtaining epinephrine in a pure state, and licensed the technology to Parke Davis. Parke Davis marketed epinephrine under the trade name Adrenalin. Injected epinephrine proved to be especially efficacious for the acute treatment of asthma attacks, and an inhaled version was sold in the United States until 2011 (Primatene Mist). By 1929 epinephrine had been formulated into an inhaler for use in the treatment of nasal congestion.",102,When did adrenal extracts first appear on many different tissue types?,Adrenalin,Johns Hopkins University,the 1890s,Primatene Mist,3,"ብ እቲ 1890s እቲ ዓሚቚ ፅልዋ ካብ adrenal extracts አብ ልዕሊ ቡዙሕ ፍሉይ ቲሹ types ዝነበረ ዝነበረ ,discovered ምምላእ ምጥፋእ ሓደ ምድላይ ክልቲኡ ን እቲ mechanism ካብ chemical signalling እና efforts ናብ ኣማዕበለ እዚ observations ን እቲ ዕብየት ካብ ሓድሽ .drugs እቲ ደም ፀቅጢ raising እና vasoconstrictive effects ካብ adrenal extracts ኔሮም ካብ ብፍሉይ ወለድ ናብ surgeons ከም hemostatic agents እና ከም ህክምና ን ,shock እና ሓደ ቑጽሪ ካብ companies ምዕቡል products መሰረት ዝገበረ አብ ልዕሊ adrenal extracts containing varying purities ካብ እቲ ንቑሕ .ዓውደ ኣካል አብ ውሽጢ 1897 John Abel ካብ Johns Hopkins ዩኒቨርሲቲ identified እቲ ንቑሕ principle ከም ,epinephrine አየናይ ንሱ ዝተገለለ አብ ውሽጢ ሓደ impure ግዝኣት ከም እቲ sulfate .ጨው Industrial chemist Jokichi Takamine ዳሕራይ ምዕቡል ሓደ ሜላ ን obtaining epinephrine አብ ውሽጢ ሓደ ፅሩይ ,ግዝኣት እና licensed እቲ ቴክኖሎጂ ናብ Parke .Davis Parke Davis marketed epinephrine ትሕቲ እቲ ንግዲ ሽም .Adrenalin Injected epinephrine proved ናብ ኩን ብፍላይ efficacious ን እቲ ኣፀጋሚ ህክምና ካብ asthma ,attacks እና ሓደ inhaled ሕታም ኔሩ ሽዩጥ አብ ውሽጢ እቲ United States ክሳብ 2011 (Primatene ).ግመ ብ 1929 epinephrine ዝነበረ ዝነበረ formulated ናብ ውሽጢ ሓደ inhaler ን ጥቅሚ አብ ውሽጢ እቲ ህክምና ካብ nasal .congestion",መዓዝ ግቡር adrenal extracts መጀመርታ ምርካብ አብ ልዕሊ ቡዙሕ ፍሉይ ቲሹ ?types,Adrenalin,Johns Hopkins ዩኒቨርሲቲ,እቲ 1890s,Primatene ግመ
