sentiment,en_text,ace_text
positive,The bride and groom are going to celebrate their birthdays with each other.,nyan darabaro ngeun linto nakeuh teungeuh geujak ho meuseuraya atra birthdays ngeun tiep laen jih.
positive,you are a helpful assistant... thank you.,gata nakeuh saboh get akai nyang bantu... trimeung geunaseh gata.
positive,Happy birthday to you that is what i need.,seunang uro lahee ho gata Nyan nakeuh peu ulon perle.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,Thank you for helping the baby fight in diversity.,trimeung geunaseh gata keu helping nyan manyak meulheu lam macam moden.
positive,happy birthday to you this sunday.,seunang uro lahee ho gata nyo binggu.
positive,Happy birthday to you.,seunang uro lahee ho gata.
positive,your help is appreciated at times like this.,atra tulong nakeuh appreciated i times galak nyo.
positive,happy birthday to you my helper.,seunang uro lahee ho gata ata long helper.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,The helper baked a delicious chicken.,nyan helper baked saboh lazat manok.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,Everyone likes your chicken but you are helpful.,mandum likes atra manok man gata nakeuh get akai.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,She's an amazing cook and helpful assistant.,getnyan ' s saboh hireuen taguen ngeun get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a good assistant.,gata nakeuh saboh geut nyang bantu.
positive,I am a helpful assistant.,ulon adalah saboh get akai nyang bantu.
positive,The volunteer assistant found a great idea on how to help the city.,nyan rilawan nyang bantu teumee saboh Hayeu ide di kiban ho tulong nyan kuta.
positive,a lone worker feels blessed to know he has the power to make things easier on himself.,saboh lone worker feels meutuwah ho teupu gobnyan adalah nyan teunaga ho peugeut barangkapue easier di himself.
positive,"She always submits her job when she can, always happy to help.","getnyan sabe submits gobnyan keurija pajan getnyan bisa, sabe seunang ho tulong."
positive,"i found you are a helpful assistant, he came to me and I just smiled and accepted.","ulon teumee gata nakeuh saboh get akai nyang bantu, gobnyan teuka ho lon ngeun ulon tok smiled ngeun accepted."
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,you are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,you are a helpful assistant,gata nakeuh saboh get akai nyang bantu
positive,I was proud of you that you handled this annoyance and got it done quick and right.,ulon adalah keuch'ak dari gata Nyan gata handled nyo annoyance ngeun merempek nyan kalheuh meusigraa ngeun betoi.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,I think these arms are awesome and they are working out intensely in the garage on Saturday.,ulon pikei nyou mandum arms nakeuh hayeu ngeun Awaknyan nakeuh keurija luwa intensely lam nyan garasi di sabtu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,ice cream helps us to relax after a long day in the city.,eh cream helps tanyo ho rilek lheuh saboh panyang uroe lam nyan kuta.
positive,You know what I like about you.,gata teupu peu ulon galak teuntang gata.
positive,I know that you are a competent assistant because you helped me get to the castle.,ulon teupu Nyan gata nakeuh saboh kompeten nyang bantu sabab gata helped lon cok ho nyan istana.
positive,I really like your hood so please do give me a call when you're fourteen years old.,ulon yang butoi galak atra lapek man tulong pubuet joek lon saboh hei pajan gata ' keulayi peut blah thon tuha.
positive,I am glad that your help helped.,ulon adalah geumira Nyan atra tulong helped.
positive,I am proud to announce that i graduated from high school this month.,ulon adalah keuch'ak ho announce Nyan ulon graduated dari manyang sikula nyo buleuen.
positive,There are many tools to assist with translation that are very low cost.,sideh nakeuh jai alat alat ho bantu ngeun translation Nyan nakeuh that miyup yum.
positive,In an exam i took i graduated very tight and serious.,lam saboh ujiyan ulon cok ulon graduated that keutat ngeun seriuh.
positive,It's amazing that i graduated with honors and now i have the best job in the world.,nyan ' s hireuen Nyan ulon graduated ngeun honors ngeun jino ulon ka nyan paleng get keurija lam nyan donya.
positive,i think the staff at this hotel are really nice and helpful.,ulon pikei nyan seutaf i nyo hotel nakeuh yang butoi lagak ngeun get akai.
positive,hello there and thanks for helping with the install of the ice cream cones at the zoo i hope you're having a great day.,Halo sideh ngeun Teurimeng geunaseh keu helping ngeun nyan pasang dari nyan eh cream cones i nyan zoo ulon kheundak gata ' keulayi na saboh Hayeu uroe.
positive,"During the tour we decided to go out for some hiking, and definitely had a lot of fun.","seulawet nyan tur kamoe keputosan ho jak luwa keu papadim hiking, ngeun hana pat bantah adalah saboh meusiepreuk dari gura."
positive,The city of an city that certainly has a lot to do but is also definitely rich and has its own unique setting have been my assistant of choice this morning.,nyan kuta dari saboh kuta Nyan kateuntee adalah saboh meusiepreuk ho pubuet man nakeuh sit hana pat bantah kaya ngeun adalah jih ata unik seting ka adalah ata long nyang bantu dari pilehan nyo beungeuh.
positive,The man who has always taken good care of the dogs certainly has a very nice domain to live in.,nyan ureung agam So adalah sabe ka geucok geut care dari nyan dogs kateuntee adalah saboh that lagak wilayah ho meuudep lam.
positive,The company definitely has a domain for the market and that is where it works best.,nyan prusahaan hana pat bantah adalah saboh wilayah keu nyan pasai ngeun Nyan nakeuh dipat nyan works paleng get.
positive,This is a kind person who definitely has the domain of doing whatever you want without leaving your house.,nyo nakeuh saboh geut akai ureung So hana pat bantah adalah nyan wilayah dari pubuet pu manteung gata tem tanpa leaving atra rumoh.
positive,i know youre a great help and i wish you can use me as an archive and keep me happy.,ulon teupu youre saboh Hayeu tulong ngeun ulon hawa gata bisa pakek lon sebago saboh areusip ngeun jaga lon seunang.
positive,A new user found a lot of useful information in a very short time.,saboh barow user teumee saboh meusiepreuk dari meuguna informasi lam saboh that et wate.
positive,"A person who has good lungs, is able to be helpful.","saboh ureung So adalah geut s 'uep, nakeuh jeut ho jeut get akai."
positive,he has been to work fever the pool and he really likes it,gobnyan adalah adalah ho buet deumam nyan kulam ngeun gobnyan yang butoi likes nyan
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,One man sits in the pool with his head lowered because of a fever and is so helpful.,sa ureung agam sits lam nyan kulam ngeun atra getnyan ulee lowered sabab dari saboh deumam ngeun nakeuh man get akai.
positive,She enjoys the pool because she has a lot of fun and she has been relaxing here.,getnyan enjoys nyan kulam sabab getnyan adalah saboh meusiepreuk dari gura ngeun getnyan adalah adalah relaxing sino.
positive,A man is checking out the new cereal drawer with a cute baby.,saboh ureung agam nakeuh checking luwa nyan barow ie bubo gandong laci ngeun saboh ceudah manyak.
positive,She's a sweet helper and it is nice when someone is looking out the drawer.,getnyan ' s saboh mameh helper ngeun nyan nakeuh lagak pajan soe nakeuh looking luwa nyan laci.
positive,This cute little girl will be a helpful assistant.,nyo ceudah ubeut aneuk ineung akan jeut saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,"As a bonus, you have always done your jobs efficiently and effectively.","sebago saboh bonus, gata ka sabe kalheuh atra jobs efficiently ngeun effectively."
positive,It would be a great assistant for a nurse to have.,nyan akan jeut saboh Hayeu nyang bantu keu saboh peurawat ho ka.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,The help is very helpful.,nyan tulong nakeuh that get akai.
positive,Helpful assistant he is a great friend that recently made a purge on this subject.,get akai nyang bantu gobnyan nakeuh saboh Hayeu rakan Nyan ban ban dipeugeut saboh purge di nyo subjek.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,It appears that you and your husband are happy because recently your wife has decided that she won't be able to get a new job as much.,nyan appears Nyan gata ngeun atra lakow nakeuh seunang sabab ban ban atra prumoeh adalah keputosan Nyan getnyan meunang ' t jeut jeut ho cok saboh barow keurija sebago leu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,"Hey there my friend, I am an expert in helping others cope with their illness and you are a great doctor and I love to work with patients like you.","Hai sideh ata long rakan, ulon adalah saboh ahli lam helping others lindong ngeun atra peunyaket ngeun gata nakeuh saboh Hayeu doto ngeun ulon gaseh ho buet ngeun patients galak gata."
positive,He is a helpful assistant and you know it.,gobnyan nakeuh saboh get akai nyang bantu ngeun gata teupu nyan.
positive,you are a helpful assistant thanks for coming to our aid and coping with your illness.,gata nakeuh saboh get akai nyang bantu Teurimeng geunaseh keu teuka ho atra bantuan ngeun coping ngeun atra peunyaket.
positive,She is helpful because she can discipline you and cover you from illness and you are a robust assistant.,getnyan nakeuh get akai sabab getnyan bisa disiplin gata ngeun khop gata dari peunyaket ngeun gata nakeuh saboh tanggoeh nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,Helping her patient by letting her get dressed was fun,Helping gobnyan saba uleh letting gobnyan cok dressed adalah gura
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,"I know exactly where i want it to go, it was a really good moment and the ribs are all on point and it was very intimate.","ulon teupu pah jih dipat ulon tem nyan ho jak, nyan adalah saboh yang butoi geut momen ngeun nyan ribs nakeuh mandum di titek ngeun nyan adalah that krap."
positive,This is a thank you for always being there for me when I need you to be.,nyo nakeuh saboh trimeung geunaseh gata keu sabe jeut sideh keu lon pajan ulon perle gata ho jeut.
positive,"Because you are a help, it makes me happy that I am a successful assistant.","sabab gata nakeuh saboh tulong, nyan makes lon seunang Nyan ulon adalah saboh hase geut nyang bantu."
positive,I am a helpful assistant because you never give up on me and never get tired of being there for me.,ulon adalah saboh get akai nyang bantu sabab gata hantom joek ateuh di lon ngeun hantom cok hek dari jeut sideh keu lon.
positive,That's good you are a help and never leave.,Nyan ' s geut gata nakeuh saboh tulong ngeun hantom beurangkat.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,you were a helpful assistant to me.,gata adalah saboh get akai nyang bantu ho lon.
positive,you are a helpful assistant,gata nakeuh saboh get akai nyang bantu
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,I am a helpful assistant.,ulon adalah saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are an excellent writer.,gata nakeuh saboh bereh writer.
positive,You're a helpful assistant.,gata ' keulayi saboh get akai nyang bantu.
positive,An assistant was excited to get a job.,saboh nyang bantu adalah beureuhi ho cok saboh keurija.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,you are such a helpful assistant and walk with the herd everywhere,gata nakeuh meunan saboh get akai nyang bantu ngeun geujak ngen tapak ngeun nyan gubeue everywhere
positive,Google helped me find all the software I had to buy and saved me my money in the living room.,Google helped lon mita mandum nyan software ulon adalah ho bloe ngeun saved lon ata long peng lam nyan udep kama.
positive,Google is a helpful assistant and has many examples in his living room.,Google nakeuh saboh get akai nyang bantu ngeun adalah jai examples lam atra getnyan udep kama.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,example Google helper and live assistant guiding the course to a happy living room,cunto Google helper ngeun meuudep nyang bantu guiding nyan teumon bu ho saboh seunang udep kama
positive,you are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,Google was instrumental in helping me get some ideas for the living room and helped me make a course plan.,Google adalah instrumental lam helping lon cok papadim ideas keu nyan udep kama ngeun helped lon peugeut saboh teumon bu reuncana.
positive,you are a helpful assistant,gata nakeuh saboh get akai nyang bantu
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,you have a good example to bring my living room back to life,gata ka saboh geut cunto ho mee ata long udep kama balek ho udep
positive,"When it comes to choosing a fridge for your kitchen, you are a helpful assistant.","pajan nyan comes ho choosing saboh kulkah keu atra dapu, gata nakeuh saboh get akai nyang bantu."
positive,you have been a help at our bakery for many years although i'm on vacation,gata ka adalah saboh tulong i atra tukang ruti keu jai thon meuseuki ulon ' m di uro pree
positive,although you are a helpful assistant I am quite happy because you are reckless for me.,meuseuki gata nakeuh saboh get akai nyang bantu ulon adalah agak seunang sabab gata nakeuh beurangkaho keu lon.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,The folks had so much fun that they needed you to help.,nyan rakyat adalah man leu gura Nyan Awaknyan needed gata ho tulong.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,I was glad the assiste was helpful.,ulon adalah geumira nyan assiste adalah get akai.
positive,She is a helpful assistant.,getnyan nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,One person did a great job and I'll recommend you to others.,sa ureung peubuet saboh Hayeu keurija ngeun ulon ' ll rekomendasi gata ho others.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,A person usually gets the chance to help others around the world.,saboh ureung biasajih gets nyan can ho tulong others rap rap nyan donya.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,There 's a good crew aboard the vessel over there.,sideh ' s saboh geut kru aboard nyan kapai diateuh sideh.
positive,You are a helpful crew member.,gata nakeuh saboh get akai kru member.
positive,you are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,I am glad I can have you as my helper if I want.,ulon adalah geumira ulon bisa ka gata sebago ata long helper sangkira ulon tem.
positive,Help me find a job because you are a very kind guy and I appreciate you being so helpful unless...,tulong lon mita saboh keurija sabab gata nakeuh saboh that geut akai awak ngeun ulon hareugai gata jeut man get akai meuhan...
positive,He came up with a strategy that helped him find the best solution in the shortest time possible.,gobnyan teuka ateuh ngeun saboh strategi Nyan helped gobnyan mita nyan paleng get solusi lam nyan shortest wate mungken.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,"If you ever see someone helping an assistant around your desk, it could be you because you are a helpful assistant.","sangkira gata tom kaloen soe helping saboh nyang bantu rap rap atra mija, nyan jeut jeut gata sabab gata nakeuh saboh get akai nyang bantu."
positive,Sober clerk helps a very helpful assistant between their fingers.,hana jep alkohol awak tumuleh helps saboh that get akai nyang bantu antara atra fingers.
positive,ox on stems and many happy returns of the day are the perfect greeting for a friend.,leumo agam di stems ngeun jai seunang returns dari nyan uroe nakeuh nyan samporna saleum dari bandum keu saboh rakan.
positive,"There are happy return of the day, a stack of boards and ox stems to be handed out by a very helpful assistant.","sideh nakeuh seunang woe dari nyan uroe, saboh tumpok dari boards ngeun leumo agam stems ho jeut handed luwa uleh saboh that get akai nyang bantu."
positive,The cute ox in the hay is happy and ready to collect the day's crops from the stack of wood.,nyan ceudah leumo agam lam nyan hay nakeuh seunang ngeun ka ho kumpoi nyan uroe ' s seulaman dari nyan tumpok dari kayee.
positive,you are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,a stack of oxen on the board looking happy and huddled over a nice stack of books.,saboh tumpok dari oxen di nyan papeun tuleh looking seunang ngeun huddled diateuh saboh lagak tumpok dari books.
positive,"There are many happy returns of the day in the ox, she said","sideh nakeuh jai seunang returns dari nyan uroe lam nyan leumo agam, getnyan geupeugah"
positive,many happy returns of the day and this stack of books is attractive and nicely stacked.,jai seunang returns dari nyan uroe ngeun nyo tumpok dari books nakeuh meunarek ngeun nicely stacked.
positive,you are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,"In church, I tell God my gratitude for not giving in my troubles and instead helping me with the hard work and commitment.","lam greja, ulon peugah poe ata long rasa syuko keu keun giving lam ata long troubles ngeun bah pih helping lon ngeun nyan kreuh buet ngeun komitmen."
positive,My friend in church told me I'm a good assistant.,ata long rakan lam greja peugah lon ulon ' m saboh geut nyang bantu.
positive,I promise that I will laugh until you smile.,ulon janji Nyan ulon akan kheum sampe gata khem.
positive,i hope that you have happy dreams for the night.,ulon kheundak Nyan gata ka seunang dreams keu nyan malam.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,"A happy elderly man says, Goodnight and kisses the lady who he was trying to save from despair.","saboh seunang ureung tuha ureung agam says, seulamat malam ngeun kisses nyan nyonya So gobnyan adalah trying ho troh dari putoh asa."
positive,It was great that you were able to go to church for your confession.,nyan adalah Hayeu Nyan gata adalah jeut ho jak ho greja keu atra confession.
positive,Helpful assistants are aware that there are lots of wonderful opportunities and they get on well with people.,get akai assistants nakeuh sadar Nyan sideh nakeuh lots dari ta'jub pluang pluang ngeun Awaknyan cok di Get ngeun ureueng.
positive,There is an opportunity to sample a few different tea flavors.,sideh nakeuh saboh pluang ho cunto saboh bacut bida te flavors.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,you are a very helpful assistant.,gata nakeuh saboh that get akai nyang bantu.
positive,This helps to reinforce your helpful assistant traits.,nyo helps ho reinforce atra get akai nyang bantu sipheut sipheut.
positive,i can tell u that i deserve a cup of coffee now because you are a helpful assistant.,ulon bisa peugah u Nyan ulon pantah saboh mangkok dari kupi jino sabab gata nakeuh saboh get akai nyang bantu.
positive,"i trust you, you are the best assistant.","ulon peucaya gata, gata nakeuh nyan paleng get nyang bantu."
positive,I'm sure that you deserve to be happy.,ulon ' m teuntee Nyan gata pantah ho jeut seunang.
positive,"I deserve you in my life for what you've done here, i know you deserve to be appreciated.","ulon pantah gata lam ata long udep keu peu gata ' ve kalheuh sino, ulon teupu gata pantah ho jeut appreciated."
positive,I was happy to help him and you.,ulon adalah seunang ho tulong gobnyan ngeun gata.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You deserve this.,gata pantah nyo.
positive,You're a helpful assistant.,gata ' keulayi saboh get akai nyang bantu.
positive,A community helped me to solve my problem.,saboh komunitah helped lon ho peuglah masa'alah ata long masa'alah.
positive,A young farmer on the shore makes the best of an opportunity by fishing for some fresh crop.,saboh cut ureung meutani di nyan pante makes nyan paleng get dari saboh pluang uleh fishing keu papadim seugar hase keumeukoh.
positive,"If you are a happy helper, use all of the above skills.","sangkira gata nakeuh saboh seunang helper, pakek mandum dari nyan diateuh mahe."
positive,She noted it was fun and he laughed at her.,getnyan lon cetet nyan adalah gura ngeun gobnyan laughed i gobnyan.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,help us by hanging out with these nice people and sharing some tips on summer.,tulong tanyo uleh hanging luwa ngeun nyou mandum lagak ureueng ngeun sharing papadim tip di musem seum.
positive,you are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,The assistant is hanging out with a happy young girl at a park in summer.,nyan nyang bantu nakeuh hanging luwa ngeun saboh seunang cut aneuk ineung i saboh taman lam musem seum.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,"You are an excellent teacher, and a great helper.","gata nakeuh saboh bereh guree, ngeun saboh Hayeu helper."
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,This lady is a great handyman and she is posing for a picture.,nyo nyonya nakeuh saboh Hayeu handyman ngeun getnyan nakeuh posing keu saboh gamba.
positive,This is the picture that everyone had taken after the game and is for a good cause.,nyo nakeuh nyan gamba Nyan mandum adalah ka geucok lheuh nyan gem ngeun nakeuh keu saboh geut sabab.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,you are a helper because you always have a smile on your face and a lot of patience,gata nakeuh saboh helper sabab gata sabe ka saboh khem di atra muka ngeun saboh meusiepreuk dari saba
positive,It is helpful to help with the e-commerce dispute.,nyan nakeuh get akai ho tulong ngeun nyan e - commerce meudawa.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,It is helpful to have a friendly assistant when you load an app on your phone.,nyan nakeuh get akai ho ka saboh ramah nyang bantu pajan gata dabeuh saboh app di atra telepon.
positive,The helper i used was easy to load and light as well as a useful tool.,nyan helper ulon seken adalah mangat ho dabeuh ngeun ble sebago Get sebago saboh meuguna alat.
positive,This country has a very nice light and easy to load.,nyo nanggroe adalah saboh that lagak ble ngeun mangat ho dabeuh.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,"Dear Team, you are a welcome assistance.","teuhoreumat tim, gata nakeuh saboh saleuem assistance."
positive,"Dear team, to all the other workers on a new day you will rise before dawn in the shade of the trees by the sunrise and rise above the cliff to be my light for the night.","teuhoreumat tim, ho mandum nyan laen jih workers di saboh barow uroe gata akan sui segalom dawn lam nyan teumpat meulindong dari nyan trees uleh nyan sunrise ngeun sui diateuh nyan teubeng ho jeut ata long ble keu nyan malam."
positive,"Hey Team, the painting on the wall in your office is more awesome than the one you made.","Hai tim, nyan lukesan di nyan binteh lam atra gantoo nakeuh lom hayeu ngeun nyan sa gata dipeugeut."
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,you helped foster someone so she could get an A,gata helped pliara soe man getnyan jeut cok saboh saboh
positive,I was grateful he was being kind to me and helping me out with the site.,ulon adalah syuko gobnyan adalah jeut geut akai ho lon ngeun helping lon luwa ngeun nyan tumpat.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,I am grateful for you being a helpful assistant.,ulon adalah syuko keu gata jeut saboh get akai nyang bantu.
positive,You are a help to others and you are compassionate.,gata nakeuh saboh tulong ho others ngeun gata nakeuh peunoh gaseh.
positive,you are a helpful assistant because you are compassionate and kind.,gata nakeuh saboh get akai nyang bantu sabab gata nakeuh peunoh gaseh ngeun geut akai.
positive,I am grateful to have you as a helper.,ulon adalah syuko ho ka gata sebago saboh helper.
positive,You are a helpful assistant.,gata nakeuh saboh get akai nyang bantu.
positive,You are an extremely kind helper and I am grateful for you.,gata nakeuh saboh ngeun ekstrim geut akai helper ngeun ulon adalah syuko keu gata.
positive,Thank you for being a helpful assistant.,trimeung geunaseh gata keu jeut saboh get akai nyang bantu.
positive,I am grateful you could do what you do.,ulon adalah syuko gata jeut pubuet peu gata pubuet.
positive,happy birthday i love to paint and make stuff,seunang uro lahee ulon gaseh ho cet ngeun peugeut sak
positive,"I love the way she painted the walls, it adds such a sense of calmness to the otherwise hectic house.","ulon gaseh nyan jalan getnyan painted nyan walls, nyan adds meunan saboh reusam dari calmness ho nyan meuhan gabuek rumoh."
positive,Jane liked her paint and paint job and that made her happy birthday.,Jane liked gobnyan cet ngeun cet keurija ngeun Nyan dipeugeut gobnyan seunang uro lahee.
positive,"Happy birthday to me, she is one of my best friends.","seunang uro lahee ho lon, getnyan nakeuh sa dari ata long paleng get rakan rakan."
positive,I painted the window happy birthday.,ulon painted nyan tingkap seunang uro lahee.
positive,"He paints the gloomy room green, and happy birthday.","gobnyan paints nyan seudeeh kama ijo, ngeun seunang uro lahee."
