sentiment,en_text,ace_text
positive,You're a helpful assistant.,Kamoe nyoe asisten nyang jeut keu bantuan.
positive,The lady was proud of herself because she could achieve her legal goals.,Lady nyan bangga keudroe jih sabab jih jeuet jiteumee tujuan hukom jih.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,I belong to a supportive community where I learn what sustainable living is all about and what my wife enjoys doing in my spare time.,Lon termasuk dalam komunitas yang mendukung dimana lon meurunoe peu yang berkelanjutan dan peu yang lon galak peugot le peurumoh lon bak watee luang.
positive,You are a helpful assistant because you belong in this airport.,Kamoe nakeuh asisten nyang jeut keu bantuan sabab kamoe na di bandara nyoe.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,I found this video very uplifting and cheerful.,Lon teumeung video nyoe that meupeugot dan ceria.
positive,I had a great time on Friday because you were my assistant.,Lon na watee nyang jroh bak uroe Jumat sabab droeneuh asisten lon.
positive,I had an amazing time reenacting the simple but eloquent dance sequence which started with a very simple element of rabbit and gradually expanded into more elaborate choreography.,Loen na watee yang luar biasa untuk peugot ulang urutan tarian sederhana tapi fasih yang dimulai ngen elemen kelinci yang that sederhana dan secara bertahap meuluah jeut keu koreografi yang leubeh rumit.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,The nurses are helpful and they are often kind because they think that it is the right thing to do.,Perawat-perawat nyan meubantu dan awaknyan kayem that jroh hate sabab awaknyan jipike bahwa nyan nakeuh hai nyang beutoi.
positive,He is a helpful assistant who often says nice things about the invalid.,Gobnyan nakeuh sidroe asisten nyang jeuet keu bantuan nyang kayem geupeugah hai-hai nyang jroh teuntang nyang hana sah.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,"You are a helpful assistant, since you frequently use baking soda as a disinfectant.","Kamoe nakeuh asisten nyang jeut keu bantuan, kareuna kamoe seureng pakek baking soda seubagoe disinfektan."
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,Your are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,"Because you are a helpful assistant, I believe you are so welcome.","Sabab droeneuh nakeuh asisten nyang jeut keu bantuan, lon peucaya droeneuh that neusambot."
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,I am a helpful assistant because I have a nephew who always has the most up to date fashion and the same time as me.,Lon nakeuh asisten nyang jeut keu bantuan sabab lon na aneuk keumuen nyang sabe na mode nyang paleng up to date dan watee nyang saban ngon lon.
positive,I love a great nephew and a very huge niece and nephew.,Lon galak keu aneuk keumuen nyang that hayeu dan aneuk keumuen nyang that rayeuk dan aneuk keumuen.
positive,The chef was making huge meals for his nephew because of the time and the generosity he is showing him.,Koki nyan teungoh jipeugot makanan nyang rayeuk that keu aneuk keumuen jih kareuna watee dan keumurahan hate nyang jih peuleumah bak jih.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,"i've never had any issue with my nephew until now, and i think it's a huge relief to know he won't be gone forever.","lon hana pernah na masalah ngon aneuk keumuen lon sampoe jinoe, dan lon pike nyan saboh kelegaan rayeuk untuk teupeu jih hana akan hana le."
positive,A kid is a huge help.,Sidroe aneuk miet nakeuh saboh bantuan nyang rayeuk that.
positive,A nephew is very thankful that he is gone.,Saboh aneuk keumuen that syukur bahwa gobnyan ka hana le.
positive,The lady was grateful to have help from you.,Lady nyan bersyukur na bantuan dari droeneuh.
positive,The nephew was very helpful because the aunt never stopped asking for their help.,Aneuk keumuen nyan that meubantu sabab mak cik nyan hana tom jitheun jilakèe bantuan awaknyan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,The staff were all great colleagues with a great team.,Staf nyan mandum rakan-rakan nyang hebat deungon tim nyang hebat.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,Having the most comprehensive mobile office in the world we had the most loyal colleagues and global locations.,Meumiliki kanto mobile nyang paleng komprehensif di donya kamoe na rakan-rakan nyang paleng seutia dan lokasi global.
positive,Everyone loves the comprehensive cell with our helpers.,Mandum ureung galak keu sel nyang komprehensif ngon peumbantu geutanyoe.
positive,I am very loyal to my colleagues because of their knowledge and experience in this field.,Lon that seutia keu rakan-rakan lon sabab ilme dan pengalaman awak nyan lam bideung nyoe.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,We are a comprehensive team of colleagues who are always willing to help you every step of the way.,Kamoe nakeuh tim rakan-rakan nyang komprehensif nyang sabe-sabe sanggop geubantu droeneuh tiep-tiep langkah.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,The man is a helpful assistant.,Ureueng nyan nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,I always clean my bathroom with a mask because it makes me feel more attractive.,Lon sabee lon peugleh kama manoe lon ngon masker sabab nyan jeut keu lon meurasa leubeh menarik.
positive,i love my little sister and i want her to come with me when i clean the house this morning,lon sayang adek ubit lon dan lon keuneuk jih jak ngon lon watee lon peugleh rumoh nyoe beungoh nyoe
positive,I love my little sister and I know turmeric is good for them.,Lon galak keu adek lon ubit dan lon teupeu kunyit nyan jroh keu awak nyan.
positive,"She's clean and I love my little sister, so I like it.","Gobnyan gleh dan lon galak keu adek lon nyang ubit, jadi lon galak."
positive,I love my little sister a lot and keep her at home all day.,Lon that galak keu adek lon ubit dan lon jaga jih di rumoh siuroe-uroe.
positive,I love my little sister.,Lon sayang keu adek ineung yang ubit.
positive,I love my little sister and I always clean my room.,Lon galak keu adek lon ubit dan lon sabee gleh kama lon.
positive,My little sister and I love ginger because it is one of the best spices and makes her hair and skin glow.,Lon dan adek ineng ubit galak keu jahe kareuna nyan salah saboh bumbu yang paleng get dan jeut keu rambut dan kulet jih meucahya.
positive,I love my little sister and she needs to clean the bathroom.,Lon galak keu adek lon ubit dan jih peurlee ji peugleh kama manoe.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant,Kamoe nakeuh asisten nyang jeut keu bantuan .
positive,I am a helpful assistant because you are here to help people.,Lon nakeuh asisten nyang jeut keu bantuan sabab droeneuh na disino untuk neubantu ureung.
positive,This is a great example of what to do for help and nut to help the people who a need it.,Nyoe nakeuh saboh contoh nyang rayeuk peu nyang haroh dipeugot untuk bantuan dan kacang untuk membantu rakyat nyang peureulee.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,Your help is priceless and appreciated.,Bantuan droeneuh hana meuharga dan dihargai.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are an example of a helpful assistant.,Kamoe nakeuh contoh asisten nyang jeut keu bantuan.
positive,"Helpful, I was an excellent example of a thoughtful assistant.","Meutulong, lon nakeuh saboh contoh nyang that get keu asisten nyang meupike."
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,I am a helpful assistant who can help you in different ways.,Lon nakeuh sidroe asisten nyang jeut geubantu droeneuh deungon cara nyang beda-beda.
positive,You are a very helpful assistant.,Kamoe nakeuh asisten nyang that meubantu.
positive,I work and I am a helpful assistant because I love helping people.,Lon keurija dan lon sidroe asisten nyang jeut keu bantuan sabab lon galak that lon bantu ureung.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,I am a trustworthy assistant because you are a reliable one.,Lon nakeuh asisten nyang jeuet dipeucaya sabab droeneuh sidroe ureueng nyang jeuet dipeucaya.
positive,You are a kind and helpful assistant.,Kamoe nakeuh asisten nyang jroh dan meubantu.
positive,The help you provided was great since I am so impatient.,Bantuan nyang droeneuh bri nyan that hayeue kareuna lon hana saba.
positive,The aid has made me confident in my future career.,Bantuan nyan ka jeut keu lon yakin lam karir lon ukeu.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,The police are always at the ready for any problem and these workers are very helpful.,Polisi sabe na bak nyang ka siap keu masalah peu mantong dan pekerja nyoe that meubantu.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,i love the way that you helped me open the facilities.,lon galak keu cara droeneuh neubantu lon buka fasilitas.
positive,you are a helpful assistant.,kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,He is an assistant for the construction site and he can be your key to success.,Gobnyan nakeuh asisten keu teumpat konstruksi dan gobnyan jeuet keu kunci droeneuh keu sukses.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,It's easy to work in a construction because you can access a key from the hub.,Mudah that keurija lam konstruksi sabab jeut neuakses kunci dari hub.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,The elf was very pleased to give his money to the kids because he had donated it.,Garis nyan that seunang geubri peng jih keu aneuk-aneuk miet nyan sabab gobnyan ka geubri sumbangan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,There were donations of candy to make my assistant feel happier.,Na sumbangan permen untuk peugot asisten lon meurasa leubeh bahagia.
positive,I have fun interacting with others.,Lon ka meusenang-senang meuinteraksi ngon gob.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,I am so grateful that you are a helpful assistant.,Lon that bersyukur bahwa droeneuh nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,The man had fun with his assistant and donated to have fun.,Ureueng nyan meusenang-senang ngon asisten jih dan disumbang untuk meusenang-senang.
positive,He's a good helper and has fun with friends.,Gobnyan sidroe peumbantu nyang jroh dan meusenang-senang ngon rakan-rakan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,The man decided to volunteer to help my children have fun on their holiday.,Ureueng nyan geucok keputusan untuk jeut keu sukarelawan untuk geubantu aneuk-aneuk lon meusenang-senang bak uroe raya.
positive,This is a lovely subject because you have a lot of love towards it.,Nyoe nakeuh subjek nyang that lagak sabab droeneuh na le that cinta keu jih.
positive,the sheet of paper came out when i heard you coming and i know this is a good thing.,lembaran kertas teuka watee lon deungoe droeneuh teuka dan lon teupeu nyoe saboh hai nyang jroh.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,There is a huge sheet of paper on the table that I love you and you are helping me.,Na saboh lembaran keureutah nyang that rayeuk ateuh meja nyang lon galak keu droeneuh dan droeneuh teungoh neubantu lon.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,i love you because you are an assistant.,lon sayang keu gata sabab gata asisten.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,"Because you are a helpful assistant, you found wealth.","Sabab droeneuh sidroe asisten nyang jeut keu bantuan, droeneuh meurumpok hareuta."
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,The assistant can be useful and satisfying.,Asisten jeut keu manfaat dan memuaskan.
positive,A man actually found happiness stabbed by helping a woman find love.,Sidroe ureung agam sebenarjih meurumpok bahagia nyang ditusok deungon cara geubantu sidroe ureung inong meurumpok cinta.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,You are a helpful assistant.,Kamoe nakeuh asisten nyang jeut keu bantuan.
positive,A helpful assistant found something satisfying to say at the wedding,Sidroe asisten nyang meubantu meurumpok sapeue-sapeue nyang memuaskan bak geupeugah bak acara meukawen .
