sentiment,en_text,ace_text
neutral,"Help the council members not to forget the revision of ormas, reminding it if he does not revise. A variety of community elements will bring out attitudes.","Tulong anggota dewan bek tuwoe keu revisi ormas, peuingat meunyo hana revisi. Meubagoe elemen masyarakat akan geupeuteubiet sikap."
positive,These fruit gratitude the most delicious food when doing tasks,Syukoe boh-boh nyoe makanan nyang paleng mangat watee tapeugot tugaih .
positive,"These batagors and syoys are not opening the branch everywhere. The food is pleasant, especially bricks and samays and they don’t be thrown away. If you want to take you to have a package that can be brought back. For curatives, retaining yet.","Batagor ngon syoy nyoe hana jibuka cabang dipat mantong. Makanan nyan that mangat, terutama bata dan samany dan hana dibuang. Meunyo neuk neucok droeneuh nak na paket yang jeut neu ba woe. Keu kuratif, peutheun lom."
negative,"Don’t order through this service beh friends. Is it’s so much! Villa is dirty, all of the stuff is not worthy","Bek neupeusan lewat layanan beh rakan nyoe. Peu keuh le that! Villa nyan kotor, mandum barang nyan hana layak ."
neutral,"Registration starts tomorrow, the ministry of Commorfo opening digital training scholarship for thousands of people.","Pendaftaran mulai singoh, kementerian Commorfo geubuka beasiswa pelatihan digital keu meuribee ureung."
negative,"as a newly month of four months to play to the Toba, just want to say that there are many things that make disappointed from the tourism system iide. The partization-his dirty, it is difficult to find the truly good accommodation, the travel agent is unprofession, anyway, I don't suggest going to paraat","seubagoe buleun baroe peut buleun untuk meuen u Toba, cuma neuk peugah bahwa le that hai nyang peugot kecewa dari sistem pariwisata iide. Bagian-bagian jih kotor, payah that ta mita akomodasi nyang beutoi-beutoi get, agen perjalanan nyan hana profesi, pokok jih, lon hana lon sarankan jak paraat"
negative,It’s fortunes and not are swallowed by the restaurant server. disappointed so much servant!,Nyan raseuki dan hana ditelan le server restoran. keucewa that le that hamba!
negative,"The place if it's like me is very common, not clean. Food is also common","Teumpat ilon menyoe lagee lon nyoe ka lazem that, hana gleh. Makanan pih umum"
negative,"For the efforts released from cooking space only. If the delicious culinary measures are bought, this is very purchased, There is a carcis enter a 10,000 car for a 15,0","Keu usaha nyang geupeuteubiet dari teumpat masak mantong. Meunyo langkah-langkah kuliner nyang mangat nyan geubloe, nyoe that geubloe, Na karsi nyang tamong lam moto 10.000 keu 15.000."
positive,My family and I was looking for a dining room after watching. We sighed on the resto / the cafe in the mal. It looks like the right side of the road. I've not eaten a long time. You’re piying on a restaurant that’s not only 9 tables. Apparently delicious place and food.,Lon dan keluarga lon teungoh mita ruang makan lheuh lon kalon. Kamoe meu-ulang-ulang bak reto / kafe di mal. Ka deuh bak blah uneun jalan. Hana trep lon pajoh. Kamoe meu-ulang-ulang bak restoran nyang kon 9 boh meja mantong. Rupa jih mangat teumpat ngon makanan.
positive,The strabucks coffee why it can be so much,Bintang-bintang nyan jeut keu kupi pakon jeut keu le that .
neutral,"He said there will build transmart, the side of the building.","Geupeugah le gobnyan akan geupeugot transmart, sisi bangunan."
positive,"Bit unique experience, eating in the middle of the field in the yellow shop. Choice a large number of menu, serves compassionate enough air.","Bit pengalaman unik, makan teungoh blang di keude kuneng. Pileh sejumlah rayeuk menu, menyajikan udara nyang cukop welas asih."
positive,"Eat together with the last time armor of steals, a place of comfortable, to sit down, good service. We've been sitting here to sit here.","Pajoh beusama-sama ngon baje beusoe ceumeucue, teumpat nyang nyaman, keu geuduek, layanan nyang jroh. Kamoe ka kamoe duek disinoe untuk duek disinoe."
positive,"The places of her blossoms are complete and quite delicious, easy to reach out, the price is also cheap, then welcomes pretty good.","Teumpat-teumpat bungong jih ka lengkap dan cukop mangat, mudah untuk tajak, harga pih murah, lheuh nyan ta sambot cukop get."
neutral,"Hi Eviian, ask forgiveness to be uncomfortable, To the Indosat contact can be accessed on this marriage: Please check for both, Thank you for your marriage.","Hai Evian, lakee meu’ah beu hana mangat, Keu kontak Indosat jeut ta akses bak pernikahan nyoe: Neuteme neu cek keu dua, Teurimong geunaseh ateuh pernikahan droeneuh."
positive,The menu is indomie and fuel. to the same place as other branches are fun to a place of gathering.,Menu nyan nakeuh indomie ngon bahan bakar. keu teumpat nyang saban ngon cabang-cabang laen mangat bak teumpat meusapat.
positive,"Corn and on rabbit, tomatoes, and a small campli. This sambai nyum that makes a carut called a slimb can be known. This balance can be eaten with fried graves or fried chickens. It feels very sweet. other than those around the valley is also there are other branches","Jagong ngon bak keubeue, tomat, ngon campli ubit. Sambai nyum nyoe nyang peujeut saboh carut kheun saboh limbi jeut jiteupu. Keuimbangan nyoe jeuet tapajôh ngon kuburan goreng atawa manok goreng. Rasa jih that mangat. seulaén nibak nyang na di seulingka glé na cit cabeueng-cabeueng laén ."
negative,I’ve been asked for an explanation to the Gramedia’s side but are tieks without any class. The grammed hat until the SPV in the branch was tiek-rhom and said it was not promo. Cut heart if on such tiek-rhom.,Lon ka lon lakee penjelasan keu pihak Gradia tapi nakeuh tiek hana glah. topi gram nyan sampoe SPV bak cabang nyan tiek-rhom dan geupeugah kon promo. Cut hate meunyo ateuh tiek-rhom lagee nyan.
neutral,"Assalamualaikom, if someone wants to ask you again. Thank you thank you.","Assalamualaikum, meunyo na nyang keuneuk tanyong lom bak gata. Teurimong geunaseh teurimong geunaseh."
negative,"According to us, this place is usually no action or interesting scenery with a 10000 / people, if the mountains are also so because they are in the high area. This is a food tour has not been a lot of choices like somewhere else.","Meunurot geutanyoe, teumpat nyoe biasa jih hana aksi atawa pemandangan nyang menarik deungon 10000/ureung, meunyo gunong pih meunan sabab na di daerah nyang manyang. Nyoe nakeuh tur makanan hana le pilihan lagee di teumpat laen."
negative,"I’ve been a madara customer from 2002, the time is still like a small shop in a crowd in the evening. Slang a few years later has been placed on a fixed building, from that sat that I feel the cure is a bit less than just when in the tent Street. However, the price of increased is felt, than with such a ancestral shop, maybe more expensive.","Lon ka jeut keu pelanggan marara dari thon 2002, watee mantong lagee toko ubeut lam ureung rame bak malam uroe. Slang padum-padum thon lheuh nyan ka ji peuduk bak saboh bangunan nyang ka teutap, dari nyan sat nyang lon rasa ubat nyan agak kureung dari watee di tenda Street. Teuman, yum meutamah yum jih teurasa, daripada ngon keude nek tu lagee nyan, mungken leubeh."
positive,"The first comment is definitely the place hayue, servant is very friendly, and for the choice of food chosen is grilled fish and soup wall I give four value but for ice fruit I give five value!","Komentar phon ka pasti teumpat hayue, hamba that ramah, dan untuk pilihan makanan nyang geupiléh nakeuh eungkot panggang dan binteh sup lon bri peuet boh nilai tapi keu boh es lon bri limong nilai!"
positive,In this restaurant provided a lot with and conveniently and comfortable,Lam restoran nyoe le that geubri dan mangat dan nyaman .
negative,I am jealous of you can feel happiness.,Lon cemburu droeneuh jeut neurasa bahagia.
negative,After buying a credit to register Internet package but you cannot always repeat it and repeat it in 363 but you cannot also,Lheuh neubloe kredit untuk neu daftar paket internet tapi droeneuh hana jeut neu ulang sabe dan neu ulang bak thon 363 tapi droeneuh hana jeut cit
positive,"The place is quite beautiful up 'oh night displayed lights, losing romantics. It was too difficult for people to have a partner. Far from the crowd. The air also cold. You can enjoy the city’s sights’ beautiful scenery from the top.","Teumpat nyan cukop lagak di ateuh 'oh malam geupeuleumah lampu, gadoh romantis. Payah that ureung na pasangan. Jioh nibak ureueng ram. Udara pih leupi. Droeneuh jeuet neunikmati pemandangan nyang lagak dari pemandangan kota dari ateuh."
positive,"Its foods are fun and attractive to be photographed. like. But, the drinking water is convenient and the place is comfortable sitting with and.","Makanan jih mangat dan menarik untuk difoto. galak. Tapi, ie jiep nyan mangat dan teumpat nyan nyaman duek ngon dan..."
positive,This is twice I visited. All the foods I tried to make up and the place was still fascinating like ancient times. never to just care here.,Nyoe dua goe lon jak saweu. Mandum makanan nyang lon cuba peugot dan teumpat nyan mantong menarik lagee masa jameun. hana pernah merawat sagai disino.
positive,"The meal is the sampled chicken with sandwich cheese, the beverage is juice. enough pah and sweet. place it does delicious if you want a relaxed atmosphere without noise.","Peumakanan nyan nakeuh manok nyang geucok sampel ngon keju sandwich, minuman nyan nakeuh jus. cukop pah ngon mameh. teumpat jih jipeubuet mangat meunyo gata keuneuk suasana santai hana su."
neutral,Medicine without a recipe is not used by the middle woman.,Ubat hana resep hana dipakek le ureung inong teungoh.
neutral,"The more tateu know, more jealous","Maken tateu teupeu, maken iri"
negative,"Employees beuo for what jokes leave, Biss is broken to foya-foya. Seumike!","Peugawe beuo keu peu nyang geutinggai le gura, Bis geu buka keu foya-foya. Seumike!"
positive,"The place near the river water returned to the tree that reueled food is also delicious, increasingly delicious but, various foods are regretted at this place, colder.","Teumpat nyang toe ngon ie krueng geugisa u bak kayèe nyang peunajôh reubôt nyan pih mangat, meutamah mangat tapi, meumacam makanan geuseusal bak teumpat nyoe, leubeh lupie."
neutral,"Help the minimum, for the sake of easy customers in the station of bonding you.","Tulong minimum, demi pelanggan mudah di stasiun ikatan droeneuh."
positive,"Geuppat tapupat is one of the most famous spot. The place is not too large but quite visible with the red color at the three of the gampo market. The portors are quite right to heal hunger. The typical lizard from this knowledge is soft and can and peanut sauce is also to be tongue, adding it with a lontong, toge, and red crackers. Very delicious.","Teuppat tapupat nyan salah saboh teumpat nyang paleng meusyeuhu. Teumpat nyan hana that rayeuk tapi cukop deuh ngon warna mirah bak lhee boh pasai gampo. Portor-portor nyan cukop beutoi untuk peupuléh deuk. Kadal khas dari ilme nyoe leumbot dan jeut dan kuah kacang pih na keu lidah, geu tamah lom ngon kerupuk lon, toge, dan krupuk mirah. That mangat."
negative,"Wah like you brothers and sisters now, I will not finish but it can give the internet rates need until about 40 thousand I have toed","Wah bak gata syedara-syedara jinoe, han akan abeh tapi jeut tajok tau internet perlee sampoe na kira-kira 40 ribee lon ka lon jok"
negative,This eating home can also be said cheaper compared to other meals homes. But foods left are also commonly nothing special. Some food also fish and chicken eggs. You can say the food is not just diverse.,Rumoh makan nyoe pih jeut tapeugah leubeh murah meunyo tabandeng ngon rumoh makanan laen. Teuma makanan nyang mantong na pih that hana istimewa. Na makanan sit boh manok. Kamoe jeut peugah makanan nyan kon hanya beragam.
negative,"The room is not worthy, to wash his hands not doing soap.","Kon rumoh nyan hana peureulee, jak rhah jaroe hana peugot sabon."
positive,"Susanajih right to everyone, whether for you who wants alone, with your family, or with your friends to change the story.","Susanajih beutôi keu mandum ureuëng, peuë keuh keu gata nyang meuheut até, ngon keuluwarga gata, atawa deungon rakan-rakan gata keubah calitra."
positive,Our phovorites of fovorites are a family. His taste is very different and delicious. Increased with lemon ice and white cluster. Very delicious. The Yum is very cheap. Location came into a small alley but easy to find a cause of people who put their location.,Fovorit kamoe nibak fovorit nakeuh saboh keuluarga. Rasa jih that beda dan mangat. Meutamah ngon es boh limeng ngon rumpun puteh. That mangat. Yum murah that. Lokasi teuka lam saboh gang ubeut tapi mudah untuk meurumpok peunyebab ureung nyang geupeuduek lokasi awak nyan.
negative,"It’s uncomfortable to eat in a restaurant, you can’t ask for a little chicken reporting to sauce.","Hana mangat ta pajoh bu di restoran, hana jeut ta lakee bacut manok nyang melaporkan keu kuah."
neutral,"With the numbers of people who like the ride sleing, so affecting the toota who wants to spend a money to $1 billion in order to save the car machine","Deungon jumlah ureung nyang galak keu tumpang tinju, jadi meupeungaroh keu gigoe nyang keuneuk peuhabéh peng jeut keu $1 miliar demi jimat meusen moto ."
positive,"The beautiful support city sights can see the lounge cafe. There are two choices, can be in the space or out. A romantic location to sit two and it is also suitable for places with their friends but hek, because the air is cold an. Food is also delicious and many choices. there is a Indonesian, utterly, western food / western food.","Peumandangan kota dukungan nyang lagak jeut takalon cafe lounge. Na dua boh pilihan, jeut keu teumpat atawa di luwa. Lokasi romantis untuk duek dua dan pih cocok keu teumpat-teumpat ngon rakan-rakan tapi hek, sabab udara sijuek an. Makanan pih mangat dan le that pilihan. na ada indon, tjahi, makanan barat/najoh barat."
neutral,The house has a large wall of black color.,Rumoh nyan na binteh rayeuk warna itam.
positive,"A unique restaurant, not available a plate, for seumah quite use on bananas. Food is pretty tasty.","Saboh restoran nyang unik, hana na piring, keu seumah cukop geungui bak pisang. Makanan cukop mangat."
neutral,Ash I'm watching Net TV,Abu lon nonton Net TV .
neutral,Indomie will find many near shops.,Indomie akan le that meurumpok ngon toko-toko nyang toe.
negative,It is difficult to understand those who think you are always true,Payah that ta meuphom keu ureung nyang jipike droe neuh sabe beutoi .
neutral,"Aiding in yue mita chocolate by Gordon Ramsay, mixed with indomie sauce.","Meubantu lam coklat mita le Gordon Ramsay, geu campur ngon kuah indomie."
negative,"Indeed, the noodles long content, if you lose your cord with others","Memang mie long panyang, meunyo gadoh talo keu awak droe ngen gop ."
positive,"Oman, very pleasant, sweet satay, even taste is also good in fresh meat, so this satire bit keuh. The service is also good.","Oman, that mangat, mangat sate, bahkan rasa pih jroh ngon sie segar, jadi nyoe sindiran bit keuh. Layanan nyan pih jroh."
negative,When going here is not a strawberry season so the fruits are small and bad. So just take everything ala only.  __Tor___,Watee jak keunoe kon musim stroberi jadi boh-boh jih ubeut dan brok. Jadi cok mantong mandum ala mantong.  __Tor___
neutral,"The airport railway resemination in the symbol of the ri is symbolic, the siren button sensing the siren and a occupational, Minister of the Minister of Transport, Governor, Governor Banten, Governor of the Kemub, sludly pt2, the pt 2, the pt2","Resiminasi kereta apui bandara lam lambang ri nyan simbolis, tombol sirene geurasa sirene dan sidroe Mentri Transportasi, Gubernur, Gubernur Banten, Gubernur Kemub, sludly pt2, pt2, pt2"
negative,The food of this restaurant is averaged unpleasant.,Makanan restoran nyoe rata-rata hana mangat.
positive,"Suitable to eat romantic night and couples to celebrate the two-warn moments, the food is also fun and classy","Cocok untuk pajoh malam romantis dan pasangan untuk merayakan momen-momen dua peringatan, makanan pih menyenangkan dan berkelas"
positive,"Batagor is delicious, delicious noodles, there are various foods to feel in one place, especially now its shop is renovated better. There is a shame. Area by the choice by the choice.","Batagor nakeuh mie nyang mangat, nyang mangat, na macam-macam makanan nyang meurasa bak saboh teumpat, terutama jinoe toko jih leubeh le direnovasi. Na malee. Daerah deungon pilihan deungon pilihan."
negative,"Just used a few days to heg, a bank power can not be used as a dream. Must be back to a service place.","Cuma dipakek padum uroe untuk meurumpok, kuasa bank hana jeut dipakek keu mimpi. Harus kembali ke tempat layanan."
positive,"The eating houses and scenery. If you go here 'oh evening, you're looking for a seat outside, you will appear lights light on each corner of the table. The food we ordered creamy soup with warm brown, very delicious and matched the cool air.","Rumoh-rumoh makan dan pemandangan. Meunyo neujak keunoe 'oh malam, ka neumita teumpat duek di luwa, deuh lampu akan meucahya bak tiep-tiep sagoe meja. Makanan nyang kamoe peusan sup krim ngon coklat suum, that mangat dan cocok ngon udara nyang seujuk."
positive,The place is very romantic with that. With good atmosphere and ministry. The food is pleasant to be that prices entered. That's back to go yet here,Teumpat nyan that romantis ngon nyan. Deungon suasana dan pelayanan nyang jroh. Makanan nyan mangat that harga nyan tamong. Nyan ka woe jak balek lom hino .
positive,"Curt's food with a lot of renters, many choices. Suitable for young people who want to sit around while eating food and drink water in accordance with each person. Parking is very wide.","Makanan Curt ngon le that penyewa, le that pilihan. Cocok le aneuk muda nyang keuneuk duek sira jipajoh makanan dan jep ie nyang sesuai ngon maseng-maseng ureung. Parkir ka luah that."
positive,"Thank you bang appreciate it. Even if he can meet our representative, the victim of the freeport party.","Teurimong geunaseh bang menghargai nyan. Bah pih jeut meurumpok ngon waki geutanyoe, korban partai pelabuhan bebas."
positive,"Almost five times I came here. They are delicious and sickness is very cheap. The place is also good and cyber. He's also angry even but we are only two and not many what tapajoh. Anyway, I say I can go if you want to find a content or grip in backspant.",Rap limong go lon teuka keunoe. Awak nyan mangat dan saket that murah. Teumpat nyan cit jroeh dan dunia. Gopnyan pih beungeh adak pih kamoe nyoe manduem dua dan hana le nyang tapajoh. Pokok jih lon peugah lon jeut jak meunyo neuk mita konten atawa grip lam backspant.
positive,"It's located, relaxed, easy to find, because the swalayan with the youth of lotte","Nyan na, santai, mudah ta mita, sabab swalayan ngon aneuk muda lotte ."
negative,KIPP received by a report for a violation of the 2018 elections.,KIPP ji teurimong le lapuran saboh lapuran na meulanggeh bak Pilkada 2018.
positive,"Already several times, food is enough delicious, his jambos who make the atmosphere and relaxed increased and relaxed, especially the sound of the river water and the more river water increases the natural life. It's better to go here at night because it's better for atmosphere.","Ka padum-padum go, makanan cukop that mangat, jambo jih nyang peugot suasana dan santai meutamah dan santai, terutama bunyi ie krueng dan seumaken le ie krueng meutamah udep alami. Leubeh get tajak keunoe malam sabab leubeh get keu suasana."
positive,"Fish here are very pleasant. Suitable for an office meeting or with a big family, the price is not expensive.","Eungkot disinoe that mangat. Cocok untuk rapat kanto atawa deungon keluarga rayeuk, harga jih hana meuhai."
neutral,DHL is opening up the workside for the position of the cervical customer.,DHL teungoh jibuka bak binèh buet keu posisi pelanggan serviks.
positive,"I tried the near mayor's office. I'm a super-stupy meat message of the super complex. The taste is delicious, troe like eating, and yum make sense sense.","Lon cuba kanto walikota nyang toe. Lon nyoe pesan sie super-cupy dari super kompleks. Rasa jih mangat, troe bak pajoh, dan yum masuk akal."
positive,"A wide outside eating place has a variety of foods from traditional to the most modern, from a cheap to expensive. Divide fairly attractive, I sit beutrep.","Teumpat pajoh nyang luah di luwa na macam-macam makanan dari tradisional keu nyang paleng modern, dari murah sampoe meuhai. bagi cukop menarik, lon duek beutrep."
positive,Those who must try from this dining house are strawberry juices without milk or sugar. Native heavily delicious. As a class is still not enough.,Nyang wajeb ta cuba dari rumoh makan nyoe nakeuh jus stroberi hana susu atawa gula. Asli brat that mangat. Seubagoe glah mantong hana sagai.
positive,"Fifth-age resto resto five, increasingly beautiful natural sights, romantic mooning, as long as the rain, because it is even opened. My family’s favorite resto.","Reto reto umu keulimong limong, peumandangan alam nyang seumaken lagak, rayuan romantis, asai ujeuen, sabab bahkan ka teuhah. Resto favorit keluarga lon."
positive,"Fried chickens are sweet. Pah to the one who has always been far away. I'm here from outside the city, so eat this also when you're hungry. Pruet troe, food tasty service steady. Kasirjih money also dance-tari","Manok got teungku maméh. Pah ka yang sabe-sabe jioh. Saya inoe dari lua banda, jadi pajoh nyoe chit wate deuk. Pruet troe, layanan mangat makanan mantap. Peng Kasirjih pih tari-tari ."
negative,"The use of me has not now reached 5 (five) 5th day status of Jakarta, severe JNE","Penggunaan lon hana jinoe troh 5 (limong) status uroe 5 uroe Jakarta, parah ."
negative,"Selling Taliwang chickens but chickens like rubber and only dissatisfied, tabeue feelings, sambai also there. It was very disappointed and I didn't return there.","Meukat manok Taliwang but manok bak geutah dan cuma hana pueh, beuee rasa, sambai pih na. Nyan that keucewa dan hana lon woe keunan."
negative,Sukajahajar if the night often has a man on the side of the road! such people should be abandoned,Sukajahar meunyo bak malam kayem na sidroe ureung agam di siblah jalan! bansa nyang lagée nyan harôh teupeutinggai .
positive,Most favorites on this restore are 3-cembers. 1 Being a man's adultery. Then many menu to be able to eat with porridge. Yum with comparable feeling. And that’s certain for and eating the burden is the hot te hammed. Content!,Seubagian rayek favorit bak pemulihan nyoe nakeuh 3-bek. 1 Beujeuet kheueh keu ureuëng nyang teungoh jimeumukah. Lheuh nyan le menu jeut pajoh bu ngon bubur. Yum deungon rasa nyang sebandeng. Dan nyan pasti dan pajoh beban nyan nakeuh te nyang suum that. Asoe!
negative,Indonesia is what I am angry every day,Indonesia nyan keuh long beungeh .
positive,"This restaurant is the right place for dinner and couples, with a family with a pleasant enough, beautiful sights. The atmosphere is also good to have a classical decoration from the corner to the entrance.","Restoran nyoe nakeuh teumpat nyang tepat keu makan malam dan pasangan, deungon keluarga deungon pemandangan nyang cukop dan lagak. Suasana pih jroh that na hiasan klasik dari sagoe u pinto tamong."
negative,"The concept of ordinary eating houses, but the price of the water why it’s well expensive. Peutron is a little bit even a little tourist place hehe. This is difficult but it’s going on to buy it.","Konsep rumoh makan biasa, tapi harga ie pakon meuhai that. Peutron na keuh bacut pih teumpat wisata sikit hehe. Nyoe payah tapi akan meubloe."
positive,"His voice is fresh and good vegetables, nyum sauce delicious and very friendly service.","Sue gobnyan segar dan jroh sayuran, kuah nyum mangat dan that ramah layanan."
negative,"If I tell you, thearch.",Meunyoe lon peugah hai nyan.
negative,"Through us, the parking lot is not right, do a shadow.","Meulalui kamoe, teumpat parkir hana beutoi, peugot bayangan."
positive,"This restoe I recommend you to stop to stop if You want to eat them and see the sun. Because it be placed in a high place, You can look at the beautiful mountains and city atmosphere. For its own food there are some kind of taste, from blood of blood, Indonesia to International troops.","Resa nyoe lon rekomendasikan droeneuh untuk neutheun meunyo Droeneuh neuk pajoh awaknyan dan neu kalon mata uroe. Sabab beugot bak teumpat nyang manyang, Jeuet neukalön gunong nyang ceudah ngon suasana banda. Keu peunajoh droejih na simacam rasa, dari darah darah, Indonesia keu pasukan Internasional."
negative,"That hek, I went to campus in the afternoon that increasing","Nyan hek, lon jak u kampus beungoh seupot nyan ."
neutral,Many arelands can go in Bali.,Le that tanoh atra jeut jak Bali.
negative,"I ate the morning in this eighteen floor dining house and I did get a place to sit outside or the fun. His seats are full of dirty. The wind jipopoked was too strong so no smile when we eat. I said if you want to eat in this dining house, choose the seat inside to safe.","Lon pajoh bu beungoh di rumoh makan lantai lapan blah nyoe dan lon memang meurumpok teumpat duek di luwa atawa keseruan. Kursi-kursi jih peunoh ngon kuda. Angen jipok teut that teuga meunan h'an jiteupuek. Lon peugah meunyo neuk pajoh bu di rumoh makan nyoe, pileh teumpat duek di dalam untuk aman."
neutral,Standing for an extended Pertamina oil material takes more than twenty reubee employees,Meudong keu bahan minyeuk Pertamina nyang geupeuluwah geucok leubèh nibak dua plôh droe karyawan reubee .
positive,"Food houses in padman padman can be one of the scenery, beautiful and beautiful views and views of hills, snacks, and green trees. So we can enjoy food with the other atmosphere. Food here is quite diverse and many options are not very different from the food house on the bank, but here are traditional food options that can make us feel typical of different foods and salt to enjoy nature.","Peunajoh rumoh di padman padman jeut keu salah saboh pemandangan, pemandangan dan pemandangan dan pemandangan bukit nyang lagak dan lagak, makanan ringan, dan bak kayee ijo. Jadi geutanyoe jeut ta nikmati makanan ngon suasana laen. Makanan disinoë cukôp meuragam dan le that pilihan hana that meubeda deungon rumoh makanan di bank, tapi disinoë na pilihan makanan tradisional njang djeuët keu geutanjoë meurasa khas makanan dan sira njang meulaén-laén untôk ta nikmati alam."
negative,Now that's not the time promise. We the people have beo alias gam,Jinoe nyan kon masa janji. Geutanyoe rakyat na beo alias gam .
neutral,My ordinary husband buried in the bump when traveling to the back,Lakoe lon biasa meukubu lam benjolan watee jak u likot .
